Actual Point Number,Total Frequency /MHz,Detuning (MHz),Total Frequency (Detuning),Mean tau/us,Corrected Tau (us),tau std. dev./us,tau rel. std. dev./%,Alpha - Uncorrected,Alpha - Corrected,Cavity Temperature Side 2 /C,Cavity Pressure /Torr,,aaaa
308,9506.36582,,,3.92E-09,,,,3924,0.3924,27.85,37.5031,,0.00392
309,9506.36682,,,2.89E-09,,,,2889.69,0.288969,27.85,37.5031,,0.00289
310,9506.36782,,,4.44E-09,,,,4438.44,0.443844,27.85,37.5031,,0.00444
311,9506.36882,,,7.65E-09,,,,7652.94,0.765294,27.85,37.5031,,0.00765
312,9506.36982,,,1.16E-08,,,,11564,1.1564,27.85,37.5031,,0.0116
313,9506.37082,,,1.52E-08,,,,15182.6,1.51826,27.85,37.5031,,0.0152
314,9506.37182,,,1.75E-08,,,,17514.8,1.75148,27.85,37.5031,,0.0175
315,9506.37282,,,1.76E-08,,,,17596.1,1.75961,27.85,37.5031,,0.0176
316,9506.37383,,,1.53E-08,,,,15342,1.5342,27.85,37.5031,,0.0153
317,9506.37483,,,1.17E-08,,,,11657.6,1.16576,27.85,37.5031,,0.0117
318,9506.37583,,,7.50E-09,,,,7496.56,0.749656,27.85,37.5031,,0.0075
319,9506.37683,,,3.80E-09,,,,3803.69,0.380369,27.85,37.5031,,0.0038
320,9506.37783,,,1.52E-09,,,,1515.11,0.151511,27.85,37.5031,,0.00152
321,9506.37883,,,1.53E-09,,,,1525.78,0.152578,27.85,37.5031,,0.00153
322,9506.37983,,,3.84E-09,,,,3839.46,0.383946,27.85,37.5031,,0.00384
323,9506.38083,,,7.56E-09,,,,7558.79,0.755879,27.85,37.5031,,0.00756
324,9506.38183,,,1.17E-08,,,,11745.5,1.17455,27.85,37.5031,,0.0117
325,9506.38283,,,1.55E-08,,,,15455.6,1.54556,27.85,37.5031,,0.0155
326,9506.38384,,,1.77E-08,,,,17738.5,1.77385,27.85,37.5031,,0.0177
327,9506.38484,,,1.77E-08,,,,17665.2,1.76652,27.85,37.5031,,0.0177
328,9506.38584,,,1.51E-08,,,,15109.9,1.51099,27.85,37.5031,,0.0151
329,9506.38684,,,1.09E-08,,,,10919,1.0919,27.85,37.5031,,0.0109
330,9506.38784,,,6.00E-09,,,,5995.76,0.599576,27.85,37.5031,,0.006
331,9506.38884,,,1.24E-09,,,,1236.23,0.123623,27.85,37.5031,,0.00124
332,9506.38984,,,-2.47E-09,,,,-2473.88,-0.247388,27.85,37.5031,,-0.00247
333,9506.39084,,,-4.26E-09,,,,-4264.69,-0.426469,27.85,37.5031,,-0.00426
334,9506.39184,,,-3.79E-09,,,,-3792.41,-0.379241,27.85,37.5031,,-0.00379
335,9506.39284,,,-1.75E-09,,,,-1750.14,-0.175014,27.85,37.5031,,-0.00175
336,9506.39385,,,1.05E-09,,,,1048,0.1048,27.85,37.5031,,0.00105
337,9506.39485,,,3.78E-09,,,,3784.97,0.378497,27.85,37.5031,,0.00378
338,9506.39585,,,5.64E-09,,,,5639.45,0.563945,27.85,37.5031,,0.00564
339,9506.39685,,,5.79E-09,,,,5787.87,0.578787,27.85,37.5031,,0.00579
340,9506.39785,,,3.72E-09,,,,3720.37,0.372037,27.85,37.5031,,0.00372
341,9506.39885,,,7.22E-11,,,,72.1528,0.00721528,27.85,37.5031,,0.0000722
342,9506.39985,,,-4.26E-09,,,,-4261.59,-0.426159,27.85,37.5031,,-0.00426
343,9506.40085,,,-8.40E-09,,,,-8395.54,-0.839554,27.85,37.5031,,-0.0084
344,9506.40185,,,-1.15E-08,,,,-11454.1,-1.14541,27.85,37.5031,,-0.0115
345,9506.40286,,,-1.26E-08,,,,-12566.2,-1.25662,27.85,37.5031,,-0.0126
346,9506.40386,,,-1.11E-08,,,,-11098,-1.1098,27.85,37.5031,,-0.0111
347,9506.40486,,,-7.64E-09,,,,-7640.89,-0.764089,27.85,37.5031,,-0.00764
348,9506.40586,,,-3.18E-09,,,,-3181.69,-0.318169,27.85,37.5031,,-0.00318
349,9506.40686,,,1.29E-09,,,,1287.31,0.128731,27.85,37.5031,,0.00129
350,9506.40786,,,4.77E-09,,,,4765.84,0.476584,27.85,37.5031,,0.00477
351,9506.40886,,,6.25E-09,,,,6248.24,0.624824,27.85,37.5031,,0.00625
352,9506.40986,,,4.79E-09,,,,4792.85,0.479285,27.85,37.5031,,0.00479
353,9506.41086,,,5.99E-10,,,,598.9,0.05989,27.85,37.5031,,0.000599
354,9506.41186,,,-5.14E-09,,,,-5141.73,-0.514173,27.85,37.5031,,-0.00514
355,9506.41287,,,-1.12E-08,,,,-11211.5,-1.12115,27.85,37.5031,,-0.0112
356,9506.41387,,,-1.64E-08,,,,-16406.9,-1.64069,27.85,37.5031,,-0.0164
357,9506.41487,,,-1.95E-08,,,,-19537,-1.9537,27.85,37.5031,,-0.0195
358,9506.41587,,,-1.95E-08,,,,-19486.2,-1.94862,27.85,37.5031,,-0.0195
359,9506.41687,,,-1.64E-08,,,,-16355.6,-1.63556,27.85,37.5031,,-0.0164
360,9506.41787,,,-1.13E-08,,,,-11263,-1.1263,27.85,37.5031,,-0.0113
361,9506.41887,,,-5.36E-09,,,,-5360.33,-0.536033,27.85,37.5031,,-0.00536
362,9506.41987,,,1.90E-10,,,,189.807,0.0189807,27.85,37.5031,,0.00019
363,9506.42087,,,4.21E-09,,,,4212.95,0.421295,27.85,37.5031,,0.00421
364,9506.42187,,,5.53E-09,,,,5528.11,0.552811,27.85,37.5031,,0.00553
365,9506.42288,,,3.31E-09,,,,3305.76,0.330576,27.85,37.5031,,0.00331
366,9506.42388,,,-1.59E-09,,,,-1587.49,-0.158749,27.85,37.5031,,-0.00159
367,9506.42488,,,-7.77E-09,,,,-7773.06,-0.777306,27.85,37.5031,,-0.00777
368,9506.42588,,,-1.39E-08,,,,-13884.6,-1.38846,27.85,37.5031,,-0.0139
369,9506.42688,,,-1.86E-08,,,,-18572.3,-1.85723,27.85,37.5031,,-0.0186
370,9506.42788,,,-2.05E-08,,,,-20497.7,-2.04977,27.85,37.5031,,-0.0205
371,9506.42888,,,-1.88E-08,,,,-18837,-1.8837,27.85,37.5031,,-0.0188
372,9506.42988,,,-1.45E-08,,,,-14477.8,-1.44778,27.85,37.5031,,-0.0145
373,9506.43088,,,-8.66E-09,,,,-8662.05,-0.866205,27.85,37.5031,,-0.00866
374,9506.43189,,,-2.64E-09,,,,-2640.2,-0.26402,27.85,37.5031,,-0.00264
375,9506.43289,,,2.32E-09,,,,2323.7,0.23237,27.85,37.5031,,0.00232
376,9506.43389,,,4.96E-09,,,,4955.34,0.495534,27.85,37.5031,,0.00496
377,9506.43489,,,4.06E-09,,,,4062.52,0.406252,27.85,37.5031,,0.00406
378,9506.43589,,,-1.32E-10,,,,-131.595,-0.0131595,27.85,37.5031,,-0.000132
379,9506.43689,,,-6.22E-09,,,,-6220.73,-0.622073,27.85,37.5031,,-0.00622
380,9506.43789,,,-1.28E-08,,,,-12771,-1.2771,27.85,37.5031,,-0.0128
381,9506.43889,,,-1.84E-08,,,,-18365.5,-1.83655,27.85,37.5031,,-0.0184
382,9506.43989,,,-2.16E-08,,,,-21602.7,-2.16027,27.85,37.5031,,-0.0216
383,9506.44089,,,-2.13E-08,,,,-21288.1,-2.12881,27.85,37.5031,,-0.0213
384,9506.4419,,,-1.79E-08,,,,-17855.8,-1.78558,27.85,37.5031,,-0.0179
385,9506.4429,,,-1.25E-08,,,,-12521.8,-1.25218,27.85,37.5031,,-0.0125
386,9506.4439,,,-6.51E-09,,,,-6511.83,-0.651183,27.85,37.5031,,-0.00651
387,9506.4449,,,-1.06E-09,,,,-1063.96,-0.106396,27.85,37.5031,,-0.00106
388,9506.4459,,,2.57E-09,,,,2570.76,0.257076,27.85,37.5031,,0.00257
389,9506.4469,,,3.15E-09,,,,3147.28,0.314728,27.85,37.5031,,0.00315
390,9506.4479,,,3.11E-10,,,,310.905,0.0310905,27.85,37.5031,,0.000311
391,9506.4489,,,-4.79E-09,,,,-4787.11,-0.478711,27.85,37.5031,,-0.00479
392,9506.4499,,,-1.09E-08,,,,-10852.8,-1.08528,27.85,37.5031,,-0.0109
393,9506.4509,,,-1.66E-08,,,,-16604.6,-1.66046,27.85,37.5031,,-0.0166
394,9506.45191,,,-2.08E-08,,,,-20775.4,-2.07754,27.85,37.5031,,-0.0208
395,9506.45291,,,-2.22E-08,,,,-22177.7,-2.21777,27.85,37.5031,,-0.0222
396,9506.45391,,,-2.08E-08,,,,-20793.9,-2.07939,27.85,37.5031,,-0.0208
397,9506.45491,,,-1.76E-08,,,,-17559.5,-1.75595,27.85,37.5031,,-0.0176
398,9506.45591,,,-1.34E-08,,,,-13437.3,-1.34373,27.85,37.5031,,-0.0134
399,9506.45691,,,-9.40E-09,,,,-9395.14,-0.939514,27.85,37.5031,,-0.0094
400,9506.45791,,,-6.41E-09,,,,-6408.31,-0.640831,27.85,37.5031,,-0.00641
401,9506.45891,,,-5.45E-09,,,,-5448.96,-0.544896,27.85,37.5031,,-0.00545
402,9506.45991,,,-6.86E-09,,,,-6860,-0.686,27.85,37.5031,,-0.00686
403,9506.46091,,,-9.89E-09,,,,-9894.75,-0.989475,27.85,37.5031,,-0.00989
404,9506.46192,,,-1.37E-08,,,,-13698.5,-1.36985,27.85,37.5031,,-0.0137
405,9506.46292,,,-1.74E-08,,,,-17421.5,-1.74215,27.85,37.5031,,-0.0174
406,9506.46392,,,-2.02E-08,,,,-20220.2,-2.02202,27.85,37.5031,,-0.0202
407,9506.46492,,,-2.13E-08,,,,-21265,-2.1265,27.85,37.5031,,-0.0213
408,9506.46592,,,-2.03E-08,,,,-20285.4,-2.02854,27.85,37.5031,,-0.0203
409,9506.46692,,,-1.79E-08,,,,-17861.6,-1.78616,27.85,37.5031,,-0.0179
410,9506.46792,,,-1.46E-08,,,,-14646.7,-1.46467,27.85,37.5031,,-0.0146
411,9506.46892,,,-1.13E-08,,,,-11297.8,-1.12978,27.85,37.5031,,-0.0113
412,9506.46992,,,-8.48E-09,,,,-8475.58,-0.847558,27.85,37.5031,,-0.00848
413,9506.47093,,,-6.84E-09,,,,-6843.88,-0.684388,27.85,37.5031,,-0.00684
414,9506.47193,,,-6.93E-09,,,,-6929.8,-0.69298,27.85,37.5031,,-0.00693
415,9506.47293,,,-8.43E-09,,,,-8433.2,-0.84332,27.85,37.5031,,-0.00843
416,9506.47393,,,-1.07E-08,,,,-10745.6,-1.07456,27.85,37.5031,,-0.0107
417,9506.47493,,,-1.33E-08,,,,-13259.3,-1.32593,27.85,37.5031,,-0.0133
418,9506.47593,,,-1.54E-08,,,,-15370.1,-1.53701,27.85,37.5031,,-0.0154
419,9506.47693,,,-1.65E-08,,,,-16476,-1.6476,27.85,37.5031,,-0.0165
420,9506.47793,,,-1.61E-08,,,,-16058.5,-1.60585,27.85,37.5031,,-0.0161
421,9506.47893,,,-1.43E-08,,,,-14309.7,-1.43097,27.85,37.5031,,-0.0143
422,9506.47993,,,-1.18E-08,,,,-11783.5,-1.17835,27.85,37.5031,,-0.0118
423,9506.48094,,,-9.04E-09,,,,-9036.98,-0.903698,27.85,37.5031,,-0.00904
424,9506.48194,,,-6.63E-09,,,,-6629.79,-0.662979,27.85,37.5031,,-0.00663
425,9506.48294,,,-5.12E-09,,,,-5123.94,-0.512394,27.85,37.5031,,-0.00512
426,9506.48394,,,-5.08E-09,,,,-5076.37,-0.507637,27.85,37.5031,,-0.00508
427,9506.48494,,,-6.62E-09,,,,-6624.16,-0.662416,27.85,37.5031,,-0.00662
428,9506.48594,,,-9.21E-09,,,,-9209.88,-0.920988,27.85,37.5031,,-0.00921
429,9506.48694,,,-1.22E-08,,,,-12211.9,-1.22119,27.85,37.5031,,-0.0122
430,9506.48794,,,-1.50E-08,,,,-15011.9,-1.50119,27.85,37.5031,,-0.015
431,9506.48894,,,-1.70E-08,,,,-16994.9,-1.69949,27.85,37.5031,,-0.017
432,9506.48994,,,-1.76E-08,,,,-17552.4,-1.75524,27.85,37.5031,,-0.0176
433,9506.49095,,,-1.65E-08,,,,-16476.8,-1.64768,27.85,37.5031,,-0.0165
434,9506.49195,,,-1.43E-08,,,,-14269.1,-1.42691,27.85,37.5031,,-0.0143
435,9506.49295,,,-1.15E-08,,,,-11507.6,-1.15076,27.85,37.5031,,-0.0115
436,9506.49395,,,-8.77E-09,,,,-8774.98,-0.877498,27.85,37.5031,,-0.00877
437,9506.49495,,,-6.66E-09,,,,-6656.77,-0.665677,27.85,37.5031,,-0.00666
438,9506.49595,,,-5.74E-09,,,,-5740.35,-0.574035,27.85,37.5031,,-0.00574
439,9506.49695,,,-6.36E-09,,,,-6359.15,-0.635915,27.85,37.5031,,-0.00636
440,9506.49795,,,-8.11E-09,,,,-8114.55,-0.811455,27.85,37.5031,,-0.00811
441,9506.49895,,,-1.05E-08,,,,-10476.8,-1.04768,27.85,37.5031,,-0.0105
442,9506.49996,,,-1.29E-08,,,,-12917.5,-1.29175,27.85,37.5031,,-0.0129
443,9506.50096,,,-1.49E-08,,,,-14910.8,-1.49108,27.85,37.5031,,-0.0149
444,9506.50196,,,-1.59E-08,,,,-15934.1,-1.59341,27.85,37.5031,,-0.0159
445,9506.50296,,,-1.58E-08,,,,-15753.8,-1.57538,27.85,37.5031,,-0.0158
446,9506.50396,,,-1.48E-08,,,,-14751,-1.4751,27.85,37.5031,,-0.0148
447,9506.50496,,,-1.34E-08,,,,-13383.7,-1.33837,27.85,37.5031,,-0.0134
448,9506.50596,,,-1.21E-08,,,,-12092.1,-1.20921,27.85,37.5031,,-0.0121
449,9506.50696,,,-1.13E-08,,,,-11305.1,-1.13051,27.85,37.5031,,-0.0113
450,9506.50796,,,-1.15E-08,,,,-11452.7,-1.14527,27.85,37.5031,,-0.0115
451,9506.50896,,,-1.29E-08,,,,-12881.3,-1.28813,27.85,37.5031,,-0.0129
452,9506.50997,,,-1.53E-08,,,,-15327.1,-1.53271,27.85,37.5031,,-0.0153
453,9506.51097,,,-1.83E-08,,,,-18255.8,-1.82558,27.85,37.5031,,-0.0183
454,9506.51197,,,-2.11E-08,,,,-21133.8,-2.11338,27.85,37.5031,,-0.0211
455,9506.51297,,,-2.34E-08,,,,-23429.3,-2.34293,27.85,37.5031,,-0.0234
456,9506.51397,,,-2.46E-08,,,,-24612.4,-2.46124,27.85,37.5031,,-0.0246
457,9506.51497,,,-2.43E-08,,,,-24343.1,-2.43431,27.85,37.5031,,-0.0243
458,9506.51597,,,-2.29E-08,,,,-22896.8,-2.28968,27.85,37.5031,,-0.0229
459,9506.51697,,,-2.07E-08,,,,-20673.7,-2.06737,27.85,37.5031,,-0.0207
460,9506.51797,,,-1.81E-08,,,,-18085.6,-1.80856,27.85,37.5031,,-0.0181
461,9506.51897,,,-1.56E-08,,,,-15585.9,-1.55859,27.85,37.5031,,-0.0156
462,9506.51998,,,-1.36E-08,,,,-13638.5,-1.36385,27.85,37.5031,,-0.0136
463,9506.52098,,,-1.27E-08,,,,-12682.5,-1.26825,27.85,37.5031,,-0.0127
464,9506.52198,,,-1.27E-08,,,,-12707.4,-1.27074,27.85,37.5031,,-0.0127
465,9506.52298,,,-1.33E-08,,,,-13314.8,-1.33148,27.85,37.5031,,-0.0133
466,9506.52398,,,-1.41E-08,,,,-14094,-1.4094,27.85,37.5031,,-0.0141
467,9506.52498,,,-1.46E-08,,,,-14635.7,-1.46357,27.85,37.5031,,-0.0146
468,9506.52598,,,-1.45E-08,,,,-14532.1,-1.45321,27.85,37.5031,,-0.0145
469,9506.52698,,,-1.34E-08,,,,-13424.8,-1.34248,27.85,37.5031,,-0.0134
470,9506.52798,,,-1.14E-08,,,,-11435.2,-1.14352,27.85,37.5031,,-0.0114
471,9506.52898,,,-8.96E-09,,,,-8957.9,-0.89579,27.85,37.5031,,-0.00896
472,9506.52999,,,-6.37E-09,,,,-6370.52,-0.637052,27.85,37.5031,,-0.00637
473,9506.53099,,,-4.03E-09,,,,-4034.42,-0.403442,27.85,37.5031,,-0.00403
474,9506.53199,,,-2.31E-09,,,,-2311.52,-0.231152,27.85,37.5031,,-0.00231
475,9506.53299,,,-1.56E-09,,,,-1562.75,-0.156275,27.85,37.5031,,-0.00156
476,9506.53399,,,-1.92E-09,,,,-1917.21,-0.191721,27.85,37.5031,,-0.00192
477,9506.53499,,,-3.03E-09,,,,-3026.9,-0.30269,27.85,37.5031,,-0.00303
478,9506.53599,,,-4.49E-09,,,,-4485.37,-0.448537,27.85,37.5031,,-0.00449
479,9506.53699,,,-5.89E-09,,,,-5887.25,-0.588725,27.85,37.5031,,-0.00589
480,9506.53799,,,-6.83E-09,,,,-6828.38,-0.682838,27.85,37.5031,,-0.00683
481,9506.539,,,-6.92E-09,,,,-6916.95,-0.691695,27.85,37.5031,,-0.00692
482,9506.54,,,-6.10E-09,,,,-6100.15,-0.610015,27.85,37.5031,,-0.0061
483,9506.541,,,-4.71E-09,,,,-4706.46,-0.470646,27.85,37.5031,,-0.00471
484,9506.542,,,-3.08E-09,,,,-3084.93,-0.308493,27.85,37.5031,,-0.00308
485,9506.543,,,-1.59E-09,,,,-1585.61,-0.158561,27.85,37.5031,,-0.00159
486,9506.544,,,-5.60E-10,,,,-559.756,-0.0559756,27.85,37.5031,,-0.00056
487,9506.545,,,-3.47E-10,,,,-347.02,-0.034702,27.85,37.5031,,-0.000347
488,9506.546,,,-9.91E-10,,,,-990.76,-0.099076,27.85,37.5031,,-0.000991
489,9506.547,,,-2.23E-09,,,,-2230.43,-0.223043,27.85,37.5031,,-0.00223
490,9506.548,,,-3.79E-09,,,,-3791.55,-0.379155,27.85,37.5031,,-0.00379
491,9506.54901,,,-5.40E-09,,,,-5399.99,-0.539999,27.85,37.5031,,-0.0054
492,9506.55001,,,-6.78E-09,,,,-6782.28,-0.678228,27.85,37.5031,,-0.00678
493,9506.55101,,,-7.67E-09,,,,-7670.61,-0.767061,27.85,37.5031,,-0.00767
494,9506.55201,,,-7.98E-09,,,,-7979.92,-0.797992,27.85,37.5031,,-0.00798
495,9506.55301,,,-7.85E-09,,,,-7851.66,-0.785166,27.85,37.5031,,-0.00785
496,9506.55401,,,-7.44E-09,,,,-7441.21,-0.744121,27.85,37.5031,,-0.00744
497,9506.55501,,,-6.90E-09,,,,-6904.03,-0.690403,27.85,37.5031,,-0.0069
498,9506.55601,,,-6.40E-09,,,,-6395.8,-0.63958,27.85,37.5031,,-0.0064
499,9506.55701,,,-6.07E-09,,,,-6072.45,-0.607245,27.85,37.5031,,-0.00607
500,9506.55801,,,-6.06E-09,,,,-6058.76,-0.605876,27.85,37.5031,,-0.00606
501,9506.55902,,,-6.33E-09,,,,-6327.06,-0.632706,27.85,37.5031,,-0.00633
502,9506.56002,,,-6.80E-09,,,,-6804.35,-0.680435,27.85,37.5031,,-0.0068
