Actual Point Number,Total Frequency /MHz,Detuning (MHz),Total Frequency (Detuning),Mean tau/us,Corrected Tau (us),tau std. dev./us,tau rel. std. dev./%,Alpha - Uncorrected,Alpha - Corrected,Cavity Temperature Side 2 /C,Cavity Pressure /Torr,,aaaa
37,9506.09454,,,1.14E-08,,,,11369.3,1.13693,27.85,37.5031,,0.0114
38,9506.09554,,,7.62E-09,,,,7623.86,0.762386,27.85,37.5031,,0.00762
39,9506.09654,,,3.27E-09,,,,3268.95,0.326895,27.85,37.5031,,0.00327
40,9506.09754,,,-1.46E-10,,,,-146.187,-0.0146187,27.85,37.5031,,-0.000146
41,9506.09854,,,-1.54E-09,,,,-1540.34,-0.154034,27.85,37.5031,,-0.00154
42,9506.09954,,,-1.23E-09,,,,-1230.79,-0.123079,27.85,37.5031,,-0.00123
43,9506.10054,,,2.04E-10,,,,203.66,0.020366,27.85,37.5031,,0.000204
44,9506.10155,,,2.19E-09,,,,2185.08,0.218508,27.85,37.5031,,0.00219
45,9506.10255,,,4.13E-09,,,,4133.99,0.413399,27.85,37.5031,,0.00413
46,9506.10355,,,5.58E-09,,,,5582.47,0.558247,27.85,37.5031,,0.00558
47,9506.10455,,,6.41E-09,,,,6411.11,0.641111,27.85,37.5031,,0.00641
48,9506.10555,,,6.57E-09,,,,6566.96,0.656696,27.85,37.5031,,0.00657
49,9506.10655,,,6.00E-09,,,,5997.75,0.599775,27.85,37.5031,,0.006
50,9506.10755,,,4.68E-09,,,,4683.96,0.468396,27.85,37.5031,,0.00468
51,9506.10855,,,2.94E-09,,,,2935.32,0.293532,27.85,37.5031,,0.00294
52,9506.10955,,,1.25E-09,,,,1254.06,0.125406,27.85,37.5031,,0.00125
53,9506.11055,,,1.43E-10,,,,143.247,0.0143247,27.85,37.5031,,0.000143
54,9506.11156,,,1.05E-10,,,,105.136,0.0105136,27.85,37.5031,,0.000105
55,9506.11256,,,1.62E-09,,,,1620.55,0.162055,27.85,37.5031,,0.00162
56,9506.11356,,,4.59E-09,,,,4586.51,0.458651,27.85,37.5031,,0.00459
57,9506.11456,,,8.28E-09,,,,8276.78,0.827678,27.85,37.5031,,0.00828
58,9506.11556,,,1.19E-08,,,,11931,1.1931,27.85,37.5031,,0.0119
59,9506.11656,,,1.48E-08,,,,14783.2,1.47832,27.85,37.5031,,0.0148
60,9506.11756,,,1.62E-08,,,,16176.9,1.61769,27.85,37.5031,,0.0162
61,9506.11856,,,1.61E-08,,,,16148.1,1.61481,27.85,37.5031,,0.0161
62,9506.11956,,,1.50E-08,,,,14997.1,1.49971,27.85,37.5031,,0.015
63,9506.12056,,,1.30E-08,,,,13025.9,1.30259,27.85,37.5031,,0.013
64,9506.12157,,,1.05E-08,,,,10537.2,1.05372,27.85,37.5031,,0.0105
65,9506.12257,,,7.84E-09,,,,7836.55,0.783655,27.85,37.5031,,0.00784
66,9506.12357,,,5.25E-09,,,,5247.46,0.524746,27.85,37.5031,,0.00525
67,9506.12457,,,3.10E-09,,,,3102.42,0.310242,27.85,37.5031,,0.0031
68,9506.12557,,,1.74E-09,,,,1736.97,0.173697,27.85,37.5031,,0.00174
69,9506.12657,,,1.49E-09,,,,1485.31,0.148531,27.85,37.5031,,0.00149
70,9506.12757,,,2.39E-09,,,,2385.05,0.238505,27.85,37.5031,,0.00239
71,9506.12857,,,3.85E-09,,,,3846.86,0.384686,27.85,37.5031,,0.00385
72,9506.12957,,,5.20E-09,,,,5200.14,0.520014,27.85,37.5031,,0.0052
73,9506.13058,,,5.77E-09,,,,5771.68,0.577168,27.85,37.5031,,0.00577
74,9506.13158,,,4.89E-09,,,,4892.03,0.489203,27.85,37.5031,,0.00489
75,9506.13258,,,2.41E-09,,,,2409.44,0.240944,27.85,37.5031,,0.00241
76,9506.13358,,,-8.67E-10,,,,-867.437,-0.0867437,27.85,37.5031,,-0.000867
77,9506.13458,,,-4.03E-09,,,,-4028.21,-0.402821,27.85,37.5031,,-0.00403
78,9506.13558,,,-6.17E-09,,,,-6169.61,-0.616961,27.85,37.5031,,-0.00617
79,9506.13658,,,-6.39E-09,,,,-6393.67,-0.639367,27.85,37.5031,,-0.00639
80,9506.13758,,,-4.25E-09,,,,-4245.88,-0.424588,27.85,37.5031,,-0.00425
81,9506.13858,,,-5.16E-10,,,,-516.483,-0.0516483,27.85,37.5031,,-0.000516
82,9506.13958,,,3.78E-09,,,,3784.82,0.378482,27.85,37.5031,,0.00378
83,9506.14059,,,7.64E-09,,,,7640.02,0.764002,27.85,37.5031,,0.00764
84,9506.14159,,,1.00E-08,,,,10023.1,1.00231,27.85,37.5031,,0.01
85,9506.14259,,,1.03E-08,,,,10297.4,1.02974,27.85,37.5031,,0.0103
86,9506.14359,,,8.98E-09,,,,8976.15,0.897615,27.85,37.5031,,0.00898
87,9506.14459,,,6.78E-09,,,,6783.67,0.678367,27.85,37.5031,,0.00678
88,9506.14559,,,4.44E-09,,,,4443.77,0.444377,27.85,37.5031,,0.00444
89,9506.14659,,,2.68E-09,,,,2677.63,0.267763,27.85,37.5031,,0.00268
90,9506.14759,,,2.20E-09,,,,2200.52,0.220052,27.85,37.5031,,0.0022
91,9506.14859,,,3.32E-09,,,,3319.33,0.331933,27.85,37.5031,,0.00332
92,9506.14959,,,5.58E-09,,,,5575.17,0.557517,27.85,37.5031,,0.00558
93,9506.1506,,,8.42E-09,,,,8424.5,0.84245,27.85,37.5031,,0.00842
94,9506.1516,,,1.13E-08,,,,11321.6,1.13216,27.85,37.5031,,0.0113
95,9506.1526,,,1.37E-08,,,,13718,1.3718,27.85,37.5031,,0.0137
96,9506.1536,,,1.51E-08,,,,15124.2,1.51242,27.85,37.5031,,0.0151
97,9506.1546,,,1.55E-08,,,,15523.1,1.55231,27.85,37.5031,,0.0155
98,9506.1556,,,1.51E-08,,,,15117.1,1.51171,27.85,37.5031,,0.0151
99,9506.1566,,,1.41E-08,,,,14102.5,1.41025,27.85,37.5031,,0.0141
100,9506.1576,,,1.27E-08,,,,12665.1,1.26651,27.85,37.5031,,0.0127
101,9506.1586,,,1.10E-08,,,,10995.4,1.09954,27.85,37.5031,,0.011
102,9506.15961,,,9.41E-09,,,,9413.78,0.941378,27.85,37.5031,,0.00941
103,9506.16061,,,8.37E-09,,,,8368.91,0.836891,27.85,37.5031,,0.00837
104,9506.16161,,,8.31E-09,,,,8313.67,0.831367,27.85,37.5031,,0.00831
105,9506.16261,,,9.68E-09,,,,9677.25,0.967725,27.85,37.5031,,0.00968
106,9506.16361,,,1.23E-08,,,,12322.9,1.23229,27.85,37.5031,,0.0123
107,9506.16461,,,1.55E-08,,,,15542.5,1.55425,27.85,37.5031,,0.0155
108,9506.16561,,,1.86E-08,,,,18599.7,1.85997,27.85,37.5031,,0.0186
109,9506.16661,,,2.08E-08,,,,20762.4,2.07624,27.85,37.5031,,0.0208
110,9506.16761,,,2.13E-08,,,,21317.5,2.13175,27.85,37.5031,,0.0213
111,9506.16861,,,1.99E-08,,,,19853.1,1.98531,27.85,37.5031,,0.0199
112,9506.16962,,,1.71E-08,,,,17067.7,1.70677,27.85,37.5031,,0.0171
113,9506.17062,,,1.39E-08,,,,13916.5,1.39165,27.85,37.5031,,0.0139
114,9506.17162,,,1.14E-08,,,,11350.3,1.13503,27.85,37.5031,,0.0114
115,9506.17262,,,1.03E-08,,,,10316.2,1.03162,27.85,37.5031,,0.0103
116,9506.17362,,,1.17E-08,,,,11691.7,1.16917,27.85,37.5031,,0.0117
117,9506.17462,,,1.53E-08,,,,15338.4,1.53384,27.85,37.5031,,0.0153
118,9506.17562,,,2.04E-08,,,,20350.5,2.03505,27.85,37.5031,,0.0204
119,9506.17662,,,2.58E-08,,,,25796.9,2.57969,27.85,37.5031,,0.0258
120,9506.17762,,,3.07E-08,,,,30726,3.0726,27.85,37.5031,,0.0307
121,9506.17862,,,3.42E-08,,,,34169.9,3.41699,27.85,37.5031,,0.0342
122,9506.17963,,,3.52E-08,,,,35182.9,3.51829,27.85,37.5031,,0.0352
123,9506.18063,,,3.36E-08,,,,33601.8,3.36018,27.85,37.5031,,0.0336
124,9506.18163,,,3.01E-08,,,,30146.6,3.01466,27.85,37.5031,,0.0301
125,9506.18263,,,2.56E-08,,,,25585.9,2.55859,27.85,37.5031,,0.0256
126,9506.18363,,,2.07E-08,,,,20684.7,2.06847,27.85,37.5031,,0.0207
127,9506.18463,,,1.62E-08,,,,16201.7,1.62017,27.85,37.5031,,0.0162
128,9506.18563,,,1.29E-08,,,,12887.7,1.28877,27.85,37.5031,,0.0129
129,9506.18663,,,1.12E-08,,,,11170.8,1.11708,27.85,37.5031,,0.0112
130,9506.18763,,,1.08E-08,,,,10810.9,1.08109,27.85,37.5031,,0.0108
131,9506.18863,,,1.15E-08,,,,11485.9,1.14859,27.85,37.5031,,0.0115
132,9506.18964,,,1.29E-08,,,,12875.1,1.28751,27.85,37.5031,,0.0129
133,9506.19064,,,1.47E-08,,,,14657.7,1.46577,27.85,37.5031,,0.0147
134,9506.19164,,,1.65E-08,,,,16512.1,1.65121,27.85,37.5031,,0.0165
135,9506.19264,,,1.81E-08,,,,18123.6,1.81236,27.85,37.5031,,0.0181
136,9506.19364,,,1.93E-08,,,,19319.6,1.93196,27.85,37.5031,,0.0193
137,9506.19464,,,2.00E-08,,,,20046.5,2.00465,27.85,37.5031,,0.02
138,9506.19564,,,2.03E-08,,,,20254.7,2.02547,27.85,37.5031,,0.0203
139,9506.19664,,,1.99E-08,,,,19895,1.9895,27.85,37.5031,,0.0199
140,9506.19764,,,1.89E-08,,,,18918.4,1.89184,27.85,37.5031,,0.0189
141,9506.19865,,,1.73E-08,,,,17280.1,1.72801,27.85,37.5031,,0.0173
142,9506.19965,,,1.50E-08,,,,14964.9,1.49649,27.85,37.5031,,0.015
143,9506.20065,,,1.22E-08,,,,12174.3,1.21743,27.85,37.5031,,0.0122
144,9506.20165,,,9.24E-09,,,,9244.89,0.924489,27.85,37.5031,,0.00924
145,9506.20265,,,6.51E-09,,,,6514.35,0.651435,27.85,37.5031,,0.00651
146,9506.20365,,,4.32E-09,,,,4319.06,0.431906,27.85,37.5031,,0.00432
147,9506.20465,,,2.99E-09,,,,2994.9,0.29949,27.85,37.5031,,0.00299
148,9506.20565,,,2.88E-09,,,,2878.38,0.287838,27.85,37.5031,,0.00288
149,9506.20665,,,4.20E-09,,,,4200.83,0.420083,27.85,37.5031,,0.0042
150,9506.20765,,,6.60E-09,,,,6601.27,0.660127,27.85,37.5031,,0.0066
151,9506.20866,,,9.51E-09,,,,9513.07,0.951307,27.85,37.5031,,0.00951
152,9506.20966,,,1.24E-08,,,,12365.9,1.23659,27.85,37.5031,,0.0124
153,9506.21066,,,1.46E-08,,,,14585.5,1.45855,27.85,37.5031,,0.0146
154,9506.21166,,,1.56E-08,,,,15594.6,1.55946,27.85,37.5031,,0.0156
155,9506.21266,,,1.50E-08,,,,14951.4,1.49514,27.85,37.5031,,0.015
156,9506.21366,,,1.30E-08,,,,13047.9,1.30479,27.85,37.5031,,0.013
157,9506.21466,,,1.06E-08,,,,10592.9,1.05929,27.85,37.5031,,0.0106
158,9506.21566,,,8.29E-09,,,,8293.97,0.829397,27.85,37.5031,,0.00829
159,9506.21666,,,6.86E-09,,,,6855.95,0.685595,27.85,37.5031,,0.00686
160,9506.21766,,,6.98E-09,,,,6982.29,0.698229,27.85,37.5031,,0.00698
161,9506.21867,,,9.30E-09,,,,9300.82,0.930082,27.85,37.5031,,0.0093
162,9506.21967,,,1.35E-08,,,,13534.5,1.35345,27.85,37.5031,,0.0135
163,9506.22067,,,1.88E-08,,,,18806.4,1.88064,27.85,37.5031,,0.0188
164,9506.22167,,,2.42E-08,,,,24199.2,2.41992,27.85,37.5031,,0.0242
165,9506.22267,,,2.88E-08,,,,28784.1,2.87841,27.85,37.5031,,0.0288
166,9506.22367,,,3.16E-08,,,,31626.4,3.16264,27.85,37.5031,,0.0316
167,9506.22467,,,3.21E-08,,,,32089,3.2089,27.85,37.5031,,0.0321
168,9506.22567,,,3.08E-08,,,,30763.7,3.07637,27.85,37.5031,,0.0308
169,9506.22667,,,2.86E-08,,,,28558.7,2.85587,27.85,37.5031,,0.0286
170,9506.22768,,,2.64E-08,,,,26379,2.6379,27.85,37.5031,,0.0264
171,9506.22868,,,2.51E-08,,,,25124.1,2.51241,27.85,37.5031,,0.0251
172,9506.22968,,,2.57E-08,,,,25684.8,2.56848,27.85,37.5031,,0.0257
173,9506.23068,,,2.84E-08,,,,28388.5,2.83885,27.85,37.5031,,0.0284
174,9506.23168,,,3.26E-08,,,,32553.5,3.25535,27.85,37.5031,,0.0326
175,9506.23268,,,3.74E-08,,,,37413.5,3.74135,27.85,37.5031,,0.0374
176,9506.23368,,,4.22E-08,,,,42202.3,4.22023,27.85,37.5031,,0.0422
177,9506.23468,,,4.61E-08,,,,46146.9,4.61469,27.85,37.5031,,0.0461
178,9506.23568,,,4.85E-08,,,,48493.2,4.84932,27.85,37.5031,,0.0485
179,9506.23668,,,4.91E-08,,,,49123.7,4.91237,27.85,37.5031,,0.0491
180,9506.23769,,,4.86E-08,,,,48608.3,4.86083,27.85,37.5031,,0.0486
181,9506.23869,,,4.76E-08,,,,47552.7,4.75527,27.85,37.5031,,0.0476
182,9506.23969,,,4.66E-08,,,,46562.4,4.65624,27.85,37.5031,,0.0466
183,9506.24069,,,4.62E-08,,,,46242.2,4.62422,27.85,37.5031,,0.0462
184,9506.24169,,,4.70E-08,,,,47024.8,4.70248,27.85,37.5031,,0.047
185,9506.24269,,,4.88E-08,,,,48782,4.8782,27.85,37.5031,,0.0488
186,9506.24369,,,5.13E-08,,,,51271.9,5.12719,27.85,37.5031,,0.0513
187,9506.24469,,,5.43E-08,,,,54251.9,5.42519,27.85,37.5031,,0.0543
188,9506.24569,,,5.75E-08,,,,57478.6,5.74786,27.85,37.5031,,0.0575
189,9506.24669,,,6.07E-08,,,,60717.5,6.07175,27.85,37.5031,,0.0607
190,9506.2477,,,6.39E-08,,,,63857.3,6.38573,27.85,37.5031,,0.0639
191,9506.2487,,,6.69E-08,,,,66864.8,6.68648,27.85,37.5031,,0.0669
192,9506.2497,,,6.97E-08,,,,69707.7,6.97077,27.85,37.5031,,0.0697
193,9506.2507,,,7.24E-08,,,,72353.7,7.23537,27.85,37.5031,,0.0724
194,9506.2517,,,7.48E-08,,,,74773.5,7.47735,27.85,37.5031,,0.0748
195,9506.2527,,,7.71E-08,,,,77063.6,7.70636,27.85,37.5031,,0.0771
196,9506.2537,,,7.95E-08,,,,79484.3,7.94843,27.85,37.5031,,0.0795
197,9506.2547,,,8.23E-08,,,,82311.3,8.23113,27.85,37.5031,,0.0823
198,9506.2557,,,8.58E-08,,,,85822.6,8.58226,27.85,37.5031,,0.0858
199,9506.2567,,,9.03E-08,,,,90298.7,9.02987,27.85,37.5031,,0.0903
200,9506.25771,,,9.60E-08,,,,95957.8,9.59578,27.85,37.5031,,0.096
201,9506.25871,,,1.03E-07,,,,102679,10.2679,27.85,37.5031,,0.103
202,9506.25971,,,1.10E-07,,,,110229,11.0229,27.85,37.5031,,0.11
203,9506.26071,,,1.18E-07,,,,118374,11.8374,27.85,37.5031,,0.118
204,9506.26171,,,1.27E-07,,,,126873,12.6873,27.85,37.5031,,0.127
205,9506.26271,,,1.36E-07,,,,135529,13.5529,27.85,37.5031,,0.136
206,9506.26371,,,1.45E-07,,,,144671,14.4671,27.85,37.5031,,0.145
207,9506.26471,,,1.55E-07,,,,154978,15.4978,27.85,37.5031,,0.155
208,9506.26571,,,1.67E-07,,,,167123,16.7123,27.85,37.5031,,0.167
209,9506.26672,,,1.82E-07,,,,181793,18.1793,27.85,37.5031,,0.182
210,9506.26772,,,2.00E-07,,,,199689,19.9689,27.85,37.5031,,0.2
211,9506.26872,,,2.21E-07,,,,221278,22.1278,27.85,37.5031,,0.221
212,9506.26972,,,2.47E-07,,,,246752,24.6752,27.85,37.5031,,0.247
213,9506.27072,,,2.76E-07,,,,276317,27.6317,27.85,37.5031,,0.276
214,9506.27172,,,3.10E-07,,,,310204,31.0204,27.85,37.5031,,0.31
215,9506.27272,,,3.49E-07,,,,348680,34.868,27.85,37.5031,,0.349
216,9506.27372,,,3.92E-07,,,,391759,39.1759,27.85,37.5031,,0.392
217,9506.27472,,,4.39E-07,,,,438807,43.8807,27.85,37.5031,,0.439
218,9506.27572,,,4.89E-07,,,,489058,48.9058,27.85,37.5031,,0.489
219,9506.27673,,,5.42E-07,,,,541680,54.168,27.85,37.5031,,0.542
220,9506.27773,,,5.96E-07,,,,595780,59.578,27.85,37.5031,,0.596
221,9506.27873,,,6.51E-07,,,,650709,65.0709,27.85,37.5031,,0.651
222,9506.27973,,,7.08E-07,,,,708085,70.8085,27.85,37.5031,,0.708
223,9506.28073,,,7.71E-07,,,,770748,77.0748,27.85,37.5031,,0.771
224,9506.28173,,,8.42E-07,,,,841857,84.1857,27.85,37.5031,,0.842
225,9506.28273,,,9.25E-07,,,,924987,92.4987,27.85,37.5031,,0.925
226,9506.28373,,,1.02E-06,,,,1024290,102.429,27.85,37.5031,,1.02
227,9506.28473,,,1.14E-06,,,,1144730,114.473,27.85,37.5031,,1.14
228,9506.28573,,,1.29E-06,,,,1292240,129.224,27.85,37.5031,,1.29
229,9506.28674,,,1.47E-06,,,,1468950,146.895,27.85,37.5031,,1.47
230,9506.28774,,,1.67E-06,,,,1671710,167.171,27.85,37.5031,,1.67
231,9506.28874,,,1.90E-06,,,,1895870,189.587,27.85,37.5031,,1.9
232,9506.28974,,,2.13E-06,,,,2134750,213.475,27.85,37.5031,,2.13
233,9506.29074,,,2.38E-06,,,,2378960,237.896,27.85,37.5031,,2.38
234,9506.29174,,,2.62E-06,,,,2618800,261.88,27.85,37.5031,,2.62
235,9506.29274,,,2.85E-06,,,,2848330,284.833,27.85,37.5031,,2.85
236,9506.29374,,,3.06E-06,,,,3061400,306.14,27.85,37.5031,,3.06
237,9506.29474,,,3.25E-06,,,,3251280,325.128,27.85,37.5031,,3.25
238,9506.29575,,,3.41E-06,,,,3410860,341.086,27.85,37.5031,,3.41
239,9506.29675,,,3.53E-06,,,,3533220,353.322,27.85,37.5031,,3.53
240,9506.29775,,,3.61E-06,,,,3613720,361.372,27.85,37.5031,,3.61
241,9506.29875,,,3.65E-06,,,,3650700,365.07,27.85,37.5031,,3.65
242,9506.29975,,,3.64E-06,,,,3644100,364.41,27.85,37.5031,,3.64
243,9506.30075,,,3.60E-06,,,,3595380,359.538,27.85,37.5031,,3.6
244,9506.30175,,,3.51E-06,,,,3507320,350.732,27.85,37.5031,,3.51
245,9506.30275,,,3.38E-06,,,,3383450,338.345,27.85,37.5031,,3.38
246,9506.30375,,,3.23E-06,,,,3227370,322.737,27.85,37.5031,,3.23
247,9506.30475,,,3.04E-06,,,,3043290,304.329,27.85,37.5031,,3.04
248,9506.30576,,,2.84E-06,,,,2835820,283.582,27.85,37.5031,,2.84
249,9506.30676,,,2.61E-06,,,,2609760,260.976,27.85,37.5031,,2.61
250,9506.30776,,,2.37E-06,,,,2369880,236.988,27.85,37.5031,,2.37
251,9506.30876,,,2.12E-06,,,,2123910,212.391,27.85,37.5031,,2.12
252,9506.30976,,,1.88E-06,,,,1883670,188.367,27.85,37.5031,,1.88
253,9506.31076,,,1.66E-06,,,,1658390,165.839,27.85,37.5031,,1.66
254,9506.31176,,,1.45E-06,,,,1454590,145.459,27.85,37.5031,,1.45
255,9506.31276,,,1.28E-06,,,,1276780,127.678,27.85,37.5031,,1.28
256,9506.31376,,,1.13E-06,,,,1127190,112.719,27.85,37.5031,,1.13
257,9506.31476,,,1.00E-06,,,,1001740,100.174,27.85,37.5031,,1
258,9506.31577,,,8.95E-07,,,,895114,89.5114,27.85,37.5031,,0.895
259,9506.31677,,,8.03E-07,,,,802997,80.2997,27.85,37.5031,,0.803
260,9506.31777,,,7.22E-07,,,,721780,72.178,27.85,37.5031,,0.722
261,9506.31877,,,6.48E-07,,,,648371,64.8371,27.85,37.5031,,0.648
262,9506.31977,,,5.80E-07,,,,580387,58.0387,27.85,37.5031,,0.58
263,9506.32077,,,5.18E-07,,,,517530,51.753,27.85,37.5031,,0.518
264,9506.32177,,,4.60E-07,,,,460187,46.0187,27.85,37.5031,,0.46
265,9506.32277,,,4.09E-07,,,,408717,40.8717,27.85,37.5031,,0.409
266,9506.32377,,,3.63E-07,,,,363462,36.3462,27.85,37.5031,,0.363
267,9506.32477,,,3.25E-07,,,,324760,32.476,27.85,37.5031,,0.325
268,9506.32578,,,2.93E-07,,,,292512,29.2512,27.85,37.5031,,0.293
269,9506.32678,,,2.66E-07,,,,265682,26.5682,27.85,37.5031,,0.266
270,9506.32778,,,2.43E-07,,,,243194,24.3194,27.85,37.5031,,0.243
271,9506.32878,,,2.24E-07,,,,224044,22.4044,27.85,37.5031,,0.224
272,9506.32978,,,2.07E-07,,,,207280,20.728,27.85,37.5031,,0.207
273,9506.33078,,,1.92E-07,,,,192017,19.2017,27.85,37.5031,,0.192
274,9506.33178,,,1.78E-07,,,,177567,17.7567,27.85,37.5031,,0.178
275,9506.33278,,,1.64E-07,,,,163866,16.3866,27.85,37.5031,,0.164
276,9506.33378,,,1.51E-07,,,,150994,15.0994,27.85,37.5031,,0.151
277,9506.33479,,,1.39E-07,,,,139030,13.903,27.85,37.5031,,0.139
278,9506.33579,,,1.28E-07,,,,128053,12.8053,27.85,37.5031,,0.128
279,9506.33679,,,1.18E-07,,,,118142,11.8142,27.85,37.5031,,0.118
280,9506.33779,,,1.09E-07,,,,109347,10.9347,27.85,37.5031,,0.109
281,9506.33879,,,1.02E-07,,,,101632,10.1632,27.85,37.5031,,0.102
282,9506.33979,,,9.49E-08,,,,94940.6,9.49406,27.85,37.5031,,0.0949
283,9506.34079,,,8.92E-08,,,,89153.1,8.91531,27.85,37.5031,,0.0892
284,9506.34179,,,8.41E-08,,,,84133.5,8.41335,27.85,37.5031,,0.0841
285,9506.34279,,,7.97E-08,,,,79747,7.9747,27.85,37.5031,,0.0797
286,9506.34379,,,7.59E-08,,,,75853,7.5853,27.85,37.5031,,0.0759
287,9506.3448,,,7.23E-08,,,,72278.6,7.22786,27.85,37.5031,,0.0723
288,9506.3458,,,6.88E-08,,,,68840.9,6.88409,27.85,37.5031,,0.0688
289,9506.3468,,,6.54E-08,,,,65358.3,6.53583,27.85,37.5031,,0.0654
290,9506.3478,,,6.17E-08,,,,61650.5,6.16505,27.85,37.5031,,0.0617
291,9506.3488,,,5.75E-08,,,,57540.3,5.75403,27.85,37.5031,,0.0575
292,9506.3498,,,5.30E-08,,,,53027.2,5.30272,27.85,37.5031,,0.053
293,9506.3508,,,4.84E-08,,,,48421.3,4.84213,27.85,37.5031,,0.0484
294,9506.3518,,,4.41E-08,,,,44062.5,4.40625,27.85,37.5031,,0.0441
295,9506.3528,,,4.03E-08,,,,40288.1,4.02881,27.85,37.5031,,0.0403
296,9506.3538,,,3.74E-08,,,,37434,3.7434,27.85,37.5031,,0.0374
297,9506.35481,,,3.58E-08,,,,35834.7,3.58347,27.85,37.5031,,0.0358
298,9506.35581,,,3.56E-08,,,,35556.3,3.55563,27.85,37.5031,,0.0356
299,9506.35681,,,3.60E-08,,,,36021.1,3.60211,27.85,37.5031,,0.036
300,9506.35781,,,3.66E-08,,,,36557.1,3.65571,27.85,37.5031,,0.0366
301,9506.35881,,,3.65E-08,,,,36491.3,3.64913,27.85,37.5031,,0.0365
302,9506.35981,,,3.51E-08,,,,35149.9,3.51499,27.85,37.5031,,0.0351
303,9506.36081,,,3.19E-08,,,,31867.2,3.18672,27.85,37.5031,,0.0319
304,9506.36181,,,2.65E-08,,,,26529.7,2.65297,27.85,37.5031,,0.0265
305,9506.36281,,,2.01E-08,,,,20052,2.0052,27.85,37.5031,,0.0201
306,9506.36382,,,1.35E-08,,,,13454.2,1.34542,27.85,37.5031,,0.0135
307,9506.36482,,,7.75E-09,,,,7745.26,0.774526,27.85,37.5031,,0.00775
