Actual Point Number,Total Frequency /MHz,Detuning (MHz),Total Frequency (Detuning),Mean tau/us,Corrected Tau (us),tau std. dev./us,tau rel. std. dev./%,Alpha - Uncorrected,Alpha - Corrected,Cavity Temperature Side 2 /C,Cavity Pressure /Torr,,aaaa
306,9506.3623,,,5.88E-07,,,,13454.2,1.34542,27.85,150.0124,,0.588126
307,9506.3633,,,5.73E-07,,,,7745.26,0.774526,27.85,150.0124,,0.57343
308,9506.3643,,,5.59E-07,,,,3924,0.3924,27.85,150.0124,,0.559342
309,9506.3653,,,5.46E-07,,,,2889.69,0.288969,27.85,150.0124,,0.545832
310,9506.3663,,,5.33E-07,,,,4438.44,0.443844,27.85,150.0124,,0.532872
311,9506.36731,,,5.20E-07,,,,7652.94,0.765294,27.85,150.0124,,0.520436
312,9506.36831,,,5.08E-07,,,,11564,1.1564,27.85,150.0124,,0.508498
313,9506.36931,,,4.97E-07,,,,15182.6,1.51826,27.85,150.0124,,0.497026
314,9506.37031,,,4.86E-07,,,,17514.8,1.75148,27.85,150.0124,,0.485952
315,9506.37131,,,4.75E-07,,,,17596.1,1.75961,27.85,150.0124,,0.475192
316,9506.37231,,,4.65E-07,,,,15342,1.5342,27.85,150.0124,,0.464663
317,9506.37332,,,4.54E-07,,,,11657.6,1.16576,27.85,150.0124,,0.454332
318,9506.37432,,,4.44E-07,,,,7496.56,0.749656,27.85,150.0124,,0.444212
319,9506.37532,,,4.34E-07,,,,3803.69,0.380369,27.85,150.0124,,0.434323
320,9506.37632,,,4.25E-07,,,,1515.11,0.151511,27.85,150.0124,,0.42468
321,9506.37732,,,4.15E-07,,,,1525.78,0.152578,27.85,150.0124,,0.4153
322,9506.37832,,,4.06E-07,,,,3839.46,0.383946,27.85,150.0124,,0.406196
323,9506.37933,,,3.97E-07,,,,7558.79,0.755879,27.85,150.0124,,0.397387
324,9506.38033,,,3.89E-07,,,,11745.5,1.17455,27.85,150.0124,,0.388918
325,9506.38133,,,3.81E-07,,,,15455.6,1.54556,27.85,150.0124,,0.380851
326,9506.38233,,,3.73E-07,,,,17738.5,1.77385,27.85,150.0124,,0.37325
327,9506.38333,,,3.66E-07,,,,17665.2,1.76652,27.85,150.0124,,0.366176
328,9506.38433,,,3.60E-07,,,,15109.9,1.51099,27.85,150.0124,,0.35969
329,9506.38534,,,3.54E-07,,,,10919,1.0919,27.85,150.0124,,0.353785
330,9506.38634,,,3.48E-07,,,,5995.76,0.599576,27.85,150.0124,,0.348357
331,9506.38734,,,3.43E-07,,,,1236.23,0.123623,27.85,150.0124,,0.3433
332,9506.38834,,,3.39E-07,,,,-2473.88,-0.247388,27.85,150.0124,,0.338507
333,9506.38934,,,3.34E-07,,,,-4264.69,-0.426469,27.85,150.0124,,0.333873
334,9506.39034,,,3.29E-07,,,,-3792.41,-0.379241,27.85,150.0124,,0.329292
335,9506.39135,,,3.25E-07,,,,-1750.14,-0.175014,27.85,150.0124,,0.324651
336,9506.39235,,,3.20E-07,,,,1048,0.1048,27.85,150.0124,,0.31984
337,9506.39335,,,3.15E-07,,,,3784.97,0.378497,27.85,150.0124,,0.314746
338,9506.39435,,,3.09E-07,,,,5639.45,0.563945,27.85,150.0124,,0.30926
339,9506.39535,,,3.03E-07,,,,5787.87,0.578787,27.85,150.0124,,0.303276
340,9506.39635,,,2.97E-07,,,,3720.37,0.372037,27.85,150.0124,,0.296771
341,9506.39735,,,2.90E-07,,,,72.1528,0.00721528,27.85,150.0124,,0.289839
342,9506.39836,,,2.83E-07,,,,-4261.59,-0.426159,27.85,150.0124,,0.28258
343,9506.39936,,,2.75E-07,,,,-8395.54,-0.839554,27.85,150.0124,,0.275092
344,9506.40036,,,2.67E-07,,,,-11454.1,-1.14541,27.85,150.0124,,0.267472
345,9506.40136,,,2.60E-07,,,,-12566.2,-1.25662,27.85,150.0124,,0.259813
346,9506.40236,,,2.52E-07,,,,-11098,-1.1098,27.85,150.0124,,0.252204
347,9506.40336,,,2.45E-07,,,,-7640.89,-0.764089,27.85,150.0124,,0.244731
348,9506.40437,,,2.37E-07,,,,-3181.69,-0.318169,27.85,150.0124,,0.23748
349,9506.40537,,,2.31E-07,,,,1287.31,0.128731,27.85,150.0124,,0.230537
350,9506.40637,,,2.24E-07,,,,4765.84,0.476584,27.85,150.0124,,0.223977
351,9506.40737,,,2.18E-07,,,,6248.24,0.624824,27.85,150.0124,,0.217808
352,9506.40837,,,2.12E-07,,,,4792.85,0.479285,27.85,150.0124,,0.211999
353,9506.40937,,,2.07E-07,,,,598.9,0.05989,27.85,150.0124,,0.206519
354,9506.41038,,,2.01E-07,,,,-5141.73,-0.514173,27.85,150.0124,,0.201336
355,9506.41138,,,1.96E-07,,,,-11211.5,-1.12115,27.85,150.0124,,0.196421
356,9506.41238,,,1.92E-07,,,,-16406.9,-1.64069,27.85,150.0124,,0.191745
357,9506.41338,,,1.87E-07,,,,-19537,-1.9537,27.85,150.0124,,0.187279
358,9506.41438,,,1.83E-07,,,,-19486.2,-1.94862,27.85,150.0124,,0.182999
359,9506.41538,,,1.79E-07,,,,-16355.6,-1.63556,27.85,150.0124,,0.178875
360,9506.41639,,,1.75E-07,,,,-11263,-1.1263,27.85,150.0124,,0.174889
361,9506.41739,,,1.71E-07,,,,-5360.33,-0.536033,27.85,150.0124,,0.17105
362,9506.41839,,,1.67E-07,,,,189.807,0.0189807,27.85,150.0124,,0.167375
363,9506.41939,,,1.64E-07,,,,4212.95,0.421295,27.85,150.0124,,0.163882
364,9506.42039,,,1.61E-07,,,,5528.11,0.552811,27.85,150.0124,,0.160587
365,9506.42139,,,1.58E-07,,,,3305.76,0.330576,27.85,150.0124,,0.157508
366,9506.4224,,,1.55E-07,,,,-1587.49,-0.158749,27.85,150.0124,,0.154662
367,9506.4234,,,1.52E-07,,,,-7773.06,-0.777306,27.85,150.0124,,0.152066
368,9506.4244,,,1.50E-07,,,,-13884.6,-1.38846,27.85,150.0124,,0.149738
369,9506.4254,,,1.48E-07,,,,-18572.3,-1.85723,27.85,150.0124,,0.147694
370,9506.4264,,,1.46E-07,,,,-20497.7,-2.04977,27.85,150.0124,,0.145925
371,9506.4274,,,1.44E-07,,,,-18837,-1.8837,27.85,150.0124,,0.144347
372,9506.42841,,,1.43E-07,,,,-14477.8,-1.44778,27.85,150.0124,,0.142862
373,9506.42941,,,1.41E-07,,,,-8662.05,-0.866205,27.85,150.0124,,0.141372
374,9506.43041,,,1.40E-07,,,,-2640.2,-0.26402,27.85,150.0124,,0.139781
375,9506.43141,,,1.38E-07,,,,2323.7,0.23237,27.85,150.0124,,0.137991
376,9506.43241,,,1.36E-07,,,,4955.34,0.495534,27.85,150.0124,,0.135906
377,9506.43341,,,1.33E-07,,,,4062.52,0.406252,27.85,150.0124,,0.133431
378,9506.43442,,,1.30E-07,,,,-131.595,-0.0131595,27.85,150.0124,,0.130472
379,9506.43542,,,1.27E-07,,,,-6220.73,-0.622073,27.85,150.0124,,0.126963
380,9506.43642,,,1.23E-07,,,,-12771,-1.2771,27.85,150.0124,,0.123019
381,9506.43742,,,1.19E-07,,,,-18365.5,-1.83655,27.85,150.0124,,0.118825
382,9506.43842,,,1.15E-07,,,,-21602.7,-2.16027,27.85,150.0124,,0.114563
383,9506.43942,,,1.10E-07,,,,-21288.1,-2.12881,27.85,150.0124,,0.110416
384,9506.44043,,,1.07E-07,,,,-17855.8,-1.78558,27.85,150.0124,,0.106563
385,9506.44143,,,1.03E-07,,,,-12521.8,-1.25218,27.85,150.0124,,0.103184
386,9506.44243,,,1.00E-07,,,,-6511.83,-0.651183,27.85,150.0124,,0.100456
387,9506.44343,,,9.86E-08,,,,-1063.96,-0.106396,27.85,150.0124,,0.0985563
388,9506.44443,,,9.76E-08,,,,2570.76,0.257076,27.85,150.0124,,0.0976224
389,9506.44543,,,9.75E-08,,,,3147.28,0.314728,27.85,150.0124,,0.0975337
390,9506.44644,,,9.81E-08,,,,310.905,0.0310905,27.85,150.0124,,0.0980711
391,9506.44744,,,9.90E-08,,,,-4787.11,-0.478711,27.85,150.0124,,0.0990159
392,9506.44844,,,1.00E-07,,,,-10852.8,-1.08528,27.85,150.0124,,0.100149
393,9506.44944,,,1.01E-07,,,,-16604.6,-1.66046,27.85,150.0124,,0.101252
394,9506.45044,,,1.02E-07,,,,-20775.4,-2.07754,27.85,150.0124,,0.102105
395,9506.45144,,,1.02E-07,,,,-22177.7,-2.21777,27.85,150.0124,,0.102487
396,9506.45245,,,1.02E-07,,,,-20793.9,-2.07939,27.85,150.0124,,0.10218
397,9506.45345,,,1.01E-07,,,,-17559.5,-1.75595,27.85,150.0124,,0.10102
398,9506.45445,,,9.91E-08,,,,-13437.3,-1.34373,27.85,150.0124,,0.099083
399,9506.45545,,,9.65E-08,,,,-9395.14,-0.939514,27.85,150.0124,,0.0965099
400,9506.45645,,,9.34E-08,,,,-6408.31,-0.640831,27.85,150.0124,,0.0934418
401,9506.45745,,,9.00E-08,,,,-5448.96,-0.544896,27.85,150.0124,,0.0900193
402,9506.45846,,,8.64E-08,,,,-6860,-0.686,27.85,150.0124,,0.0863823
403,9506.45946,,,8.27E-08,,,,-9894.75,-0.989475,27.85,150.0124,,0.0826698
404,9506.46046,,,7.90E-08,,,,-13698.5,-1.36985,27.85,150.0124,,0.0790196
405,9506.46146,,,7.56E-08,,,,-17421.5,-1.74215,27.85,150.0124,,0.0755688
406,9506.46246,,,7.24E-08,,,,-20220.2,-2.02202,27.85,150.0124,,0.0724418
407,9506.46346,,,6.97E-08,,,,-21265,-2.1265,27.85,150.0124,,0.0696586
408,9506.46446,,,6.72E-08,,,,-20285.4,-2.02854,27.85,150.0124,,0.0671844
409,9506.46547,,,6.50E-08,,,,-17861.6,-1.78616,27.85,150.0124,,0.0649843
410,9506.46647,,,6.30E-08,,,,-14646.7,-1.46467,27.85,150.0124,,0.0630238
411,9506.46747,,,6.13E-08,,,,-11297.8,-1.12978,27.85,150.0124,,0.0612684
412,9506.46847,,,5.97E-08,,,,-8475.58,-0.847558,27.85,150.0124,,0.0596817
413,9506.46947,,,5.82E-08,,,,-6843.88,-0.684388,27.85,150.0124,,0.0582262
414,9506.47047,,,5.69E-08,,,,-6929.8,-0.69298,27.85,150.0124,,0.0568643
415,9506.47148,,,5.56E-08,,,,-8433.2,-0.84332,27.85,150.0124,,0.0555586
416,9506.47248,,,5.43E-08,,,,-10745.6,-1.07456,27.85,150.0124,,0.0542861
417,9506.47348,,,5.31E-08,,,,-13259.3,-1.32593,27.85,150.0124,,0.0530613
418,9506.47448,,,5.19E-08,,,,-15370.1,-1.53701,27.85,150.0124,,0.0519043
419,9506.47548,,,5.08E-08,,,,-16476,-1.6476,27.85,150.0124,,0.0508355
420,9506.47648,,,4.99E-08,,,,-16058.5,-1.60585,27.85,150.0124,,0.049875
421,9506.47749,,,4.90E-08,,,,-14309.7,-1.43097,27.85,150.0124,,0.049043
422,9506.47849,,,4.84E-08,,,,-11783.5,-1.17835,27.85,150.0124,,0.0483595
423,9506.47949,,,4.78E-08,,,,-9036.98,-0.903698,27.85,150.0124,,0.0478453
424,9506.48049,,,4.75E-08,,,,-6629.79,-0.662979,27.85,150.0124,,0.0475236
425,9506.48149,,,4.74E-08,,,,-5123.94,-0.512394,27.85,150.0124,,0.0474186
426,9506.48249,,,4.76E-08,,,,-5076.37,-0.507637,27.85,150.0124,,0.0475535
427,9506.4835,,,4.79E-08,,,,-6624.16,-0.662416,27.85,150.0124,,0.0479189
428,9506.4845,,,4.85E-08,,,,-9209.88,-0.920988,27.85,150.0124,,0.0484628
429,9506.4855,,,4.91E-08,,,,-12211.9,-1.22119,27.85,150.0124,,0.0491306
430,9506.4865,,,4.99E-08,,,,-15011.9,-1.50119,27.85,150.0124,,0.0498678
431,9506.4875,,,5.06E-08,,,,-16994.9,-1.69949,27.85,150.0124,,0.0506195
432,9506.4885,,,5.13E-08,,,,-17552.4,-1.75524,27.85,150.0124,,0.051331
433,9506.48951,,,5.19E-08,,,,-16476.8,-1.64768,27.85,150.0124,,0.0519474
434,9506.49051,,,5.24E-08,,,,-14269.1,-1.42691,27.85,150.0124,,0.052414
435,9506.49151,,,5.27E-08,,,,-11507.6,-1.15076,27.85,150.0124,,0.0526758
436,9506.49251,,,5.27E-08,,,,-8774.98,-0.877498,27.85,150.0124,,0.0526771
437,9506.49351,,,5.24E-08,,,,-6656.77,-0.665677,27.85,150.0124,,0.0523573
438,9506.49451,,,5.17E-08,,,,-5740.35,-0.574035,27.85,150.0124,,0.0516583
439,9506.49552,,,5.06E-08,,,,-6359.15,-0.635915,27.85,150.0124,,0.0505876
440,9506.49652,,,4.92E-08,,,,-8114.55,-0.811455,27.85,150.0124,,0.0492044
441,9506.49752,,,4.76E-08,,,,-10476.8,-1.04768,27.85,150.0124,,0.0475692
442,9506.49852,,,4.57E-08,,,,-12917.5,-1.29175,27.85,150.0124,,0.0457425
443,9506.49952,,,4.38E-08,,,,-14910.8,-1.49108,27.85,150.0124,,0.0437845
444,9506.50052,,,4.18E-08,,,,-15934.1,-1.59341,27.85,150.0124,,0.0417549
445,9506.50153,,,3.97E-08,,,,-15753.8,-1.57538,27.85,150.0124,,0.0397137
446,9506.50253,,,3.77E-08,,,,-14751,-1.4751,27.85,150.0124,,0.0377203
447,9506.50353,,,3.58E-08,,,,-13383.7,-1.33837,27.85,150.0124,,0.0358338
448,9506.50453,,,3.41E-08,,,,-12092.1,-1.20921,27.85,150.0124,,0.0341134
449,9506.50553,,,3.26E-08,,,,-11305.1,-1.13051,27.85,150.0124,,0.0326196
450,9506.50653,,,3.14E-08,,,,-11452.7,-1.14527,27.85,150.0124,,0.0314184
451,9506.50754,,,3.05E-08,,,,-12881.3,-1.28813,27.85,150.0124,,0.030514
452,9506.50854,,,2.99E-08,,,,-15327.1,-1.53271,27.85,150.0124,,0.0298849
453,9506.50954,,,2.95E-08,,,,-18255.8,-1.82558,27.85,150.0124,,0.0295101
454,9506.51054,,,2.94E-08,,,,-21133.8,-2.11338,27.85,150.0124,,0.0293685
455,9506.51154,,,2.94E-08,,,,-23429.3,-2.34293,27.85,150.0124,,0.0294391
456,9506.51254,,,2.97E-08,,,,-24612.4,-2.46124,27.85,150.0124,,0.029701
457,9506.51355,,,3.01E-08,,,,-24343.1,-2.43431,27.85,150.0124,,0.0301333
458,9506.51455,,,3.07E-08,,,,-22896.8,-2.28968,27.85,150.0124,,0.0307148
459,9506.51555,,,3.14E-08,,,,-20673.7,-2.06737,27.85,150.0124,,0.0314243
460,9506.51655,,,3.22E-08,,,,-18085.6,-1.80856,27.85,150.0124,,0.0322408
461,9506.51755,,,3.31E-08,,,,-15585.9,-1.55859,27.85,150.0124,,0.0331427
462,9506.51855,,,3.41E-08,,,,-13638.5,-1.36385,27.85,150.0124,,0.0341125
463,9506.51956,,,3.51E-08,,,,-12682.5,-1.26825,27.85,150.0124,,0.0351241
464,9506.52056,,,3.61E-08,,,,-12707.4,-1.27074,27.85,150.0124,,0.0361467
465,9506.52156,,,3.71E-08,,,,-13314.8,-1.33148,27.85,150.0124,,0.0371497
466,9506.52256,,,3.81E-08,,,,-14094,-1.4094,27.85,150.0124,,0.0381023
467,9506.52356,,,3.90E-08,,,,-14635.7,-1.46357,27.85,150.0124,,0.0389741
468,9506.52456,,,3.97E-08,,,,-14532.1,-1.45321,27.85,150.0124,,0.0397344
469,9506.52557,,,4.04E-08,,,,-13424.8,-1.34248,27.85,150.0124,,0.0403531
470,9506.52657,,,4.08E-08,,,,-11435.2,-1.14352,27.85,150.0124,,0.0407997
471,9506.52757,,,4.10E-08,,,,-8957.9,-0.89579,27.85,150.0124,,0.0410443
472,9506.52857,,,4.11E-08,,,,-6370.52,-0.637052,27.85,150.0124,,0.0410569
473,9506.52957,,,4.08E-08,,,,-4034.42,-0.403442,27.85,150.0124,,0.0408085
474,9506.53057,,,4.03E-08,,,,-2311.52,-0.231152,27.85,150.0124,,0.0402962
475,9506.53157,,,3.95E-08,,,,-1562.75,-0.156275,27.85,150.0124,,0.0395488
476,9506.53258,,,3.86E-08,,,,-1917.21,-0.191721,27.85,150.0124,,0.0385975
477,9506.53358,,,3.75E-08,,,,-3026.9,-0.30269,27.85,150.0124,,0.0374734
478,9506.53458,,,3.62E-08,,,,-4485.37,-0.448537,27.85,150.0124,,0.0362077
479,9506.53558,,,3.48E-08,,,,-5887.25,-0.588725,27.85,150.0124,,0.0348313
480,9506.53658,,,3.34E-08,,,,-6828.38,-0.682838,27.85,150.0124,,0.0333751
481,9506.53758,,,3.19E-08,,,,-6916.95,-0.691695,27.85,150.0124,,0.0318698
482,9506.53859,,,3.03E-08,,,,-6100.15,-0.610015,27.85,150.0124,,0.0303462
483,9506.53959,,,2.88E-08,,,,-4706.46,-0.470646,27.85,150.0124,,0.0288347
484,9506.54059,,,2.74E-08,,,,-3084.93,-0.308493,27.85,150.0124,,0.0273661
485,9506.54159,,,2.60E-08,,,,-1585.61,-0.158561,27.85,150.0124,,0.0259703
486,9506.54259,,,2.47E-08,,,,-559.756,-0.0559756,27.85,150.0124,,0.0246653
487,9506.54359,,,2.35E-08,,,,-347.02,-0.034702,27.85,150.0124,,0.0234542
488,9506.5446,,,2.23E-08,,,,-990.76,-0.099076,27.85,150.0124,,0.022339
489,9506.5456,,,2.13E-08,,,,-2230.43,-0.223043,27.85,150.0124,,0.0213221
490,9506.5466,,,2.04E-08,,,,-3791.55,-0.379155,27.85,150.0124,,0.0204055
491,9506.5476,,,1.96E-08,,,,-5399.99,-0.539999,27.85,150.0124,,0.0195915
492,9506.5486,,,1.89E-08,,,,-6782.28,-0.678228,27.85,150.0124,,0.0188825
493,9506.5496,,,1.83E-08,,,,-7670.61,-0.767061,27.85,150.0124,,0.0182808
494,9506.55061,,,1.78E-08,,,,-7979.92,-0.797992,27.85,150.0124,,0.0177886
495,9506.55161,,,1.74E-08,,,,-7851.66,-0.785166,27.85,150.0124,,0.0174084
496,9506.55261,,,1.71E-08,,,,-7441.21,-0.744121,27.85,150.0124,,0.0171424
497,9506.55361,,,1.70E-08,,,,-6904.03,-0.690403,27.85,150.0124,,0.0169891
498,9506.55461,,,1.69E-08,,,,-6395.8,-0.63958,27.85,150.0124,,0.0169396
499,9506.55561,,,1.70E-08,,,,-6072.45,-0.607245,27.85,150.0124,,0.0169844
500,9506.55662,,,1.71E-08,,,,-6058.76,-0.605876,27.85,150.0124,,0.0171138
501,9506.55762,,,1.73E-08,,,,-6327.06,-0.632706,27.85,150.0124,,0.0173182
502,9506.55862,,,1.76E-08,,,,-6804.35,-0.680435,27.85,150.0124,,0.0175881
