Actual Point Number,Total Frequency /MHz,Detuning (MHz),Total Frequency (Detuning),Mean tau/us,Corrected Tau (us),tau std. dev./us,tau rel. std. dev./%,Alpha - Uncorrected,Alpha - Corrected,Cavity Temperature Side 2 /C,Cavity Pressure /Torr,,aaaa
56,9506.11189,,,7.63E-08,,,,4586.51,0.458651,27.85,150.0124,,0.076317
57,9506.11289,,,7.76E-08,,,,8276.78,0.827678,27.85,150.0124,,0.0776423
58,9506.11389,,,7.90E-08,,,,11931,1.1931,27.85,150.0124,,0.0789859
59,9506.11489,,,8.04E-08,,,,14783.2,1.47832,27.85,150.0124,,0.0803728
60,9506.11589,,,8.18E-08,,,,16176.9,1.61769,27.85,150.0124,,0.0818282
61,9506.1169,,,8.34E-08,,,,16148.1,1.61481,27.85,150.0124,,0.0833776
62,9506.1179,,,8.50E-08,,,,14997.1,1.49971,27.85,150.0124,,0.0850466
63,9506.1189,,,8.69E-08,,,,13025.9,1.30259,27.85,150.0124,,0.0868607
64,9506.1199,,,8.88E-08,,,,10537.2,1.05372,27.85,150.0124,,0.088823
65,9506.1209,,,9.09E-08,,,,7836.55,0.783655,27.85,150.0124,,0.0908825
66,9506.1219,,,9.30E-08,,,,5247.46,0.524746,27.85,150.0124,,0.0929804
67,9506.12291,,,9.51E-08,,,,3102.42,0.310242,27.85,150.0124,,0.0950575
68,9506.12391,,,9.71E-08,,,,1736.97,0.173697,27.85,150.0124,,0.0970546
69,9506.12491,,,9.89E-08,,,,1485.31,0.148531,27.85,150.0124,,0.0989169
70,9506.12591,,,1.01E-07,,,,2385.05,0.238505,27.85,150.0124,,0.100593
71,9506.12691,,,1.02E-07,,,,3846.86,0.384686,27.85,150.0124,,0.102033
72,9506.12791,,,1.03E-07,,,,5200.14,0.520014,27.85,150.0124,,0.103184
73,9506.12892,,,1.04E-07,,,,5771.68,0.577168,27.85,150.0124,,0.103995
74,9506.12992,,,1.04E-07,,,,4892.03,0.489203,27.85,150.0124,,0.104426
75,9506.13092,,,1.05E-07,,,,2409.44,0.240944,27.85,150.0124,,0.104504
76,9506.13192,,,1.04E-07,,,,-867.437,-0.0867437,27.85,150.0124,,0.104283
77,9506.13292,,,1.04E-07,,,,-4028.21,-0.402821,27.85,150.0124,,0.103814
78,9506.13392,,,1.03E-07,,,,-6169.61,-0.616961,27.85,150.0124,,0.10315
79,9506.13492,,,1.02E-07,,,,-6393.67,-0.639367,27.85,150.0124,,0.102345
80,9506.13593,,,1.01E-07,,,,-4245.88,-0.424588,27.85,150.0124,,0.101447
81,9506.13693,,,1.01E-07,,,,-516.483,-0.0516483,27.85,150.0124,,0.100505
82,9506.13793,,,9.96E-08,,,,3784.82,0.378482,27.85,150.0124,,0.0995634
83,9506.13893,,,9.87E-08,,,,7640.02,0.764002,27.85,150.0124,,0.0986705
84,9506.13993,,,9.79E-08,,,,10023.1,1.00231,27.85,150.0124,,0.0978724
85,9506.14093,,,9.72E-08,,,,10297.4,1.02974,27.85,150.0124,,0.097215
86,9506.14194,,,9.67E-08,,,,8976.15,0.897615,27.85,150.0124,,0.0967274
87,9506.14294,,,9.64E-08,,,,6783.67,0.678367,27.85,150.0124,,0.0964253
88,9506.14394,,,9.63E-08,,,,4443.77,0.444377,27.85,150.0124,,0.0963241
89,9506.14494,,,9.64E-08,,,,2677.63,0.267763,27.85,150.0124,,0.0964391
90,9506.14594,,,9.68E-08,,,,2200.52,0.220052,27.85,150.0124,,0.0967858
91,9506.14694,,,9.74E-08,,,,3319.33,0.331933,27.85,150.0124,,0.0973796
92,9506.14795,,,9.82E-08,,,,5575.17,0.557517,27.85,150.0124,,0.098236
93,9506.14895,,,9.94E-08,,,,8424.5,0.84245,27.85,150.0124,,0.0993707
94,9506.14995,,,1.01E-07,,,,11321.6,1.13216,27.85,150.0124,,0.100799
95,9506.15095,,,1.03E-07,,,,13718,1.3718,27.85,150.0124,,0.102538
96,9506.15195,,,1.05E-07,,,,15124.2,1.51242,27.85,150.0124,,0.104602
97,9506.15295,,,1.07E-07,,,,15523.1,1.55231,27.85,150.0124,,0.107008
98,9506.15396,,,1.10E-07,,,,15117.1,1.51171,27.85,150.0124,,0.109754
99,9506.15496,,,1.13E-07,,,,14102.5,1.41025,27.85,150.0124,,0.112792
100,9506.15596,,,1.16E-07,,,,12665.1,1.26651,27.85,150.0124,,0.116068
101,9506.15696,,,1.20E-07,,,,10995.4,1.09954,27.85,150.0124,,0.119517
102,9506.15796,,,1.23E-07,,,,9413.78,0.941378,27.85,150.0124,,0.123067
103,9506.15896,,,1.27E-07,,,,8368.91,0.836891,27.85,150.0124,,0.12664
104,9506.15997,,,1.30E-07,,,,8313.67,0.831367,27.85,150.0124,,0.130162
105,9506.16097,,,1.34E-07,,,,9677.25,0.967725,27.85,150.0124,,0.133555
106,9506.16197,,,1.37E-07,,,,12322.9,1.23229,27.85,150.0124,,0.136744
107,9506.16297,,,1.40E-07,,,,15542.5,1.55425,27.85,150.0124,,0.139652
108,9506.16397,,,1.42E-07,,,,18599.7,1.85997,27.85,150.0124,,0.142202
109,9506.16497,,,1.44E-07,,,,20762.4,2.07624,27.85,150.0124,,0.144321
110,9506.16598,,,1.46E-07,,,,21317.5,2.13175,27.85,150.0124,,0.146023
111,9506.16698,,,1.47E-07,,,,19853.1,1.98531,27.85,150.0124,,0.147398
112,9506.16798,,,1.49E-07,,,,17067.7,1.70677,27.85,150.0124,,0.148561
113,9506.16898,,,1.50E-07,,,,13916.5,1.39165,27.85,150.0124,,0.149631
114,9506.16998,,,1.51E-07,,,,11350.3,1.13503,27.85,150.0124,,0.150725
115,9506.17098,,,1.52E-07,,,,10316.2,1.03162,27.85,150.0124,,0.151963
116,9506.17199,,,1.53E-07,,,,11691.7,1.16917,27.85,150.0124,,0.153464
117,9506.17299,,,1.55E-07,,,,15338.4,1.53384,27.85,150.0124,,0.155348
118,9506.17399,,,1.58E-07,,,,20350.5,2.03505,27.85,150.0124,,0.157735
119,9506.17499,,,1.61E-07,,,,25796.9,2.57969,27.85,150.0124,,0.160741
120,9506.17599,,,1.64E-07,,,,30726,3.0726,27.85,150.0124,,0.164364
121,9506.17699,,,1.68E-07,,,,34169.9,3.41699,27.85,150.0124,,0.168481
122,9506.178,,,1.73E-07,,,,35182.9,3.51829,27.85,150.0124,,0.172953
123,9506.179,,,1.78E-07,,,,33601.8,3.36018,27.85,150.0124,,0.177633
124,9506.18,,,1.82E-07,,,,30146.6,3.01466,27.85,150.0124,,0.182372
125,9506.181,,,1.87E-07,,,,25585.9,2.55859,27.85,150.0124,,0.18702
126,9506.182,,,1.91E-07,,,,20684.7,2.06847,27.85,150.0124,,0.191426
127,9506.183,,,1.95E-07,,,,16201.7,1.62017,27.85,150.0124,,0.195438
128,9506.18401,,,1.99E-07,,,,12887.7,1.28877,27.85,150.0124,,0.198914
129,9506.18501,,,2.02E-07,,,,11170.8,1.11708,27.85,150.0124,,0.201873
130,9506.18601,,,2.04E-07,,,,10810.9,1.08109,27.85,150.0124,,0.204439
131,9506.18701,,,2.07E-07,,,,11485.9,1.14859,27.85,150.0124,,0.206738
132,9506.18801,,,2.09E-07,,,,12875.1,1.28751,27.85,150.0124,,0.208898
133,9506.18901,,,2.11E-07,,,,14657.7,1.46577,27.85,150.0124,,0.211048
134,9506.19002,,,2.13E-07,,,,16512.1,1.65121,27.85,150.0124,,0.213314
135,9506.19102,,,2.16E-07,,,,18123.6,1.81236,27.85,150.0124,,0.215828
136,9506.19202,,,2.19E-07,,,,19319.6,1.93196,27.85,150.0124,,0.218717
137,9506.19302,,,2.22E-07,,,,20046.5,2.00465,27.85,150.0124,,0.222097
138,9506.19402,,,2.26E-07,,,,20254.7,2.02547,27.85,150.0124,,0.225957
139,9506.19502,,,2.30E-07,,,,19895,1.9895,27.85,150.0124,,0.230236
140,9506.19603,,,2.35E-07,,,,18918.4,1.89184,27.85,150.0124,,0.234871
141,9506.19703,,,2.40E-07,,,,17280.1,1.72801,27.85,150.0124,,0.2398
142,9506.19803,,,2.45E-07,,,,14964.9,1.49649,27.85,150.0124,,0.24496
143,9506.19903,,,2.50E-07,,,,12174.3,1.21743,27.85,150.0124,,0.250292
144,9506.20003,,,2.56E-07,,,,9244.89,0.924489,27.85,150.0124,,0.255745
145,9506.20103,,,2.61E-07,,,,6514.35,0.651435,27.85,150.0124,,0.261269
146,9506.20203,,,2.67E-07,,,,4319.06,0.431906,27.85,150.0124,,0.266828
147,9506.20304,,,2.72E-07,,,,2994.9,0.29949,27.85,150.0124,,0.272465
148,9506.20404,,,2.78E-07,,,,2878.38,0.287838,27.85,150.0124,,0.278256
149,9506.20504,,,2.84E-07,,,,4200.83,0.420083,27.85,150.0124,,0.284275
150,9506.20604,,,2.91E-07,,,,6601.27,0.660127,27.85,150.0124,,0.2906
151,9506.20704,,,2.97E-07,,,,9513.07,0.951307,27.85,150.0124,,0.297305
152,9506.20804,,,3.04E-07,,,,12365.9,1.23659,27.85,150.0124,,0.304471
153,9506.20905,,,3.12E-07,,,,14585.5,1.45855,27.85,150.0124,,0.312175
154,9506.21005,,,3.20E-07,,,,15594.6,1.55946,27.85,150.0124,,0.320499
155,9506.21105,,,3.30E-07,,,,14951.4,1.49514,27.85,150.0124,,0.329506
156,9506.21205,,,3.39E-07,,,,13047.9,1.30479,27.85,150.0124,,0.33915
157,9506.21305,,,3.49E-07,,,,10592.9,1.05929,27.85,150.0124,,0.349347
158,9506.21405,,,3.60E-07,,,,8293.97,0.829397,27.85,150.0124,,0.360012
159,9506.21506,,,3.71E-07,,,,6855.95,0.685595,27.85,150.0124,,0.371058
160,9506.21606,,,3.82E-07,,,,6982.29,0.698229,27.85,150.0124,,0.382395
161,9506.21706,,,3.94E-07,,,,9300.82,0.930082,27.85,150.0124,,0.393931
162,9506.21806,,,4.06E-07,,,,13534.5,1.35345,27.85,150.0124,,0.405572
163,9506.21906,,,4.17E-07,,,,18806.4,1.88064,27.85,150.0124,,0.417223
164,9506.22006,,,4.29E-07,,,,24199.2,2.41992,27.85,150.0124,,0.428808
165,9506.22107,,,4.40E-07,,,,28784.1,2.87841,27.85,150.0124,,0.440393
166,9506.22207,,,4.52E-07,,,,31626.4,3.16264,27.85,150.0124,,0.452091
167,9506.22307,,,4.64E-07,,,,32089,3.2089,27.85,150.0124,,0.464012
168,9506.22407,,,4.76E-07,,,,30763.7,3.07637,27.85,150.0124,,0.476273
169,9506.22507,,,4.89E-07,,,,28558.7,2.85587,27.85,150.0124,,0.488989
170,9506.22607,,,5.02E-07,,,,26379,2.6379,27.85,150.0124,,0.502281
171,9506.22708,,,5.16E-07,,,,25124.1,2.51241,27.85,150.0124,,0.516274
172,9506.22808,,,5.31E-07,,,,25684.8,2.56848,27.85,150.0124,,0.531095
173,9506.22908,,,5.47E-07,,,,28388.5,2.83885,27.85,150.0124,,0.546866
174,9506.23008,,,5.64E-07,,,,32553.5,3.25535,27.85,150.0124,,0.563594
175,9506.23108,,,5.81E-07,,,,37413.5,3.74135,27.85,150.0124,,0.581222
176,9506.23208,,,6.00E-07,,,,42202.3,4.22023,27.85,150.0124,,0.599698
177,9506.23309,,,6.19E-07,,,,46146.9,4.61469,27.85,150.0124,,0.618992
178,9506.23409,,,6.39E-07,,,,48493.2,4.84932,27.85,150.0124,,0.63908
179,9506.23509,,,6.60E-07,,,,49123.7,4.91237,27.85,150.0124,,0.659936
180,9506.23609,,,6.82E-07,,,,48608.3,4.86083,27.85,150.0124,,0.681536
181,9506.23709,,,7.04E-07,,,,47552.7,4.75527,27.85,150.0124,,0.703852
182,9506.23809,,,7.27E-07,,,,46562.4,4.65624,27.85,150.0124,,0.726857
183,9506.2391,,,7.51E-07,,,,46242.2,4.62422,27.85,150.0124,,0.750568
184,9506.2401,,,7.75E-07,,,,47024.8,4.70248,27.85,150.0124,,0.775116
185,9506.2411,,,8.01E-07,,,,48782,4.8782,27.85,150.0124,,0.800656
186,9506.2421,,,8.27E-07,,,,51271.9,5.12719,27.85,150.0124,,0.827351
187,9506.2431,,,8.55E-07,,,,54251.9,5.42519,27.85,150.0124,,0.855368
188,9506.2441,,,8.85E-07,,,,57478.6,5.74786,27.85,150.0124,,0.884885
189,9506.24511,,,9.16E-07,,,,60717.5,6.07175,27.85,150.0124,,0.916089
190,9506.24611,,,9.49E-07,,,,63857.3,6.38573,27.85,150.0124,,0.949177
191,9506.24711,,,9.84E-07,,,,66864.8,6.68648,27.85,150.0124,,0.98436
192,9506.24811,,,1.02E-06,,,,69707.7,6.97077,27.85,150.0124,,1.02186
193,9506.24911,,,1.06E-06,,,,72353.7,7.23537,27.85,150.0124,,1.06176
194,9506.25011,,,1.10E-06,,,,74773.5,7.47735,27.85,150.0124,,1.10387
195,9506.25112,,,1.15E-06,,,,77063.6,7.70636,27.85,150.0124,,1.14796
196,9506.25212,,,1.19E-06,,,,79484.3,7.94843,27.85,150.0124,,1.19379
197,9506.25312,,,1.24E-06,,,,82311.3,8.23113,27.85,150.0124,,1.24111
198,9506.25412,,,1.29E-06,,,,85822.6,8.58226,27.85,150.0124,,1.28962
199,9506.25512,,,1.34E-06,,,,90298.7,9.02987,27.85,150.0124,,1.33903
200,9506.25612,,,1.39E-06,,,,95957.8,9.59578,27.85,150.0124,,1.38901
201,9506.25713,,,1.44E-06,,,,102679,10.2679,27.85,150.0124,,1.43921
202,9506.25813,,,1.49E-06,,,,110229,11.0229,27.85,150.0124,,1.48928
203,9506.25913,,,1.54E-06,,,,118374,11.8374,27.85,150.0124,,1.53962
204,9506.26013,,,1.59E-06,,,,126873,12.6873,27.85,150.0124,,1.59147
205,9506.26113,,,1.65E-06,,,,135529,13.5529,27.85,150.0124,,1.64622
206,9506.26213,,,1.71E-06,,,,144671,14.4671,27.85,150.0124,,1.70536
207,9506.26314,,,1.77E-06,,,,154978,15.4978,27.85,150.0124,,1.7705
208,9506.26414,,,1.84E-06,,,,167123,16.7123,27.85,150.0124,,1.84343
209,9506.26514,,,1.93E-06,,,,181793,18.1793,27.85,150.0124,,1.92613
210,9506.26614,,,2.02E-06,,,,199689,19.9689,27.85,150.0124,,2.02082
211,9506.26714,,,2.13E-06,,,,221278,22.1278,27.85,150.0124,,2.13004
212,9506.26814,,,2.26E-06,,,,246752,24.6752,27.85,150.0124,,2.2568
213,9506.26914,,,2.40E-06,,,,276317,27.6317,27.85,150.0124,,2.40411
214,9506.27015,,,2.57E-06,,,,310204,31.0204,27.85,150.0124,,2.57196
215,9506.27115,,,2.76E-06,,,,348680,34.868,27.85,150.0124,,2.75899
216,9506.27215,,,2.96E-06,,,,391759,39.1759,27.85,150.0124,,2.96338
217,9506.27315,,,3.18E-06,,,,438807,43.8807,27.85,150.0124,,3.18273
218,9506.27415,,,3.41E-06,,,,489058,48.9058,27.85,150.0124,,3.41377
219,9506.27515,,,3.65E-06,,,,541680,54.168,27.85,150.0124,,3.6522
220,9506.27616,,,3.89E-06,,,,595780,59.578,27.85,150.0124,,3.89243
221,9506.27716,,,4.13E-06,,,,650709,65.0709,27.85,150.0124,,4.12741
222,9506.27816,,,4.35E-06,,,,708085,70.8085,27.85,150.0124,,4.34863
223,9506.27916,,,4.55E-06,,,,770748,77.0748,27.85,150.0124,,4.54835
224,9506.28016,,,4.72E-06,,,,841857,84.1857,27.85,150.0124,,4.72493
225,9506.28116,,,4.88E-06,,,,924987,92.4987,27.85,150.0124,,4.87862
226,9506.28217,,,5.01E-06,,,,1024290,102.429,27.85,150.0124,,5.01044
227,9506.28317,,,5.12E-06,,,,1144730,114.473,27.85,150.0124,,5.12211
228,9506.28417,,,5.22E-06,,,,1292240,129.224,27.85,150.0124,,5.21599
229,9506.28517,,,5.29E-06,,,,1468950,146.895,27.85,150.0124,,5.29499
230,9506.28617,,,5.36E-06,,,,1671710,167.171,27.85,150.0124,,5.3624
231,9506.28717,,,5.42E-06,,,,1895870,189.587,27.85,150.0124,,5.42189
232,9506.28818,,,5.48E-06,,,,2134750,213.475,27.85,150.0124,,5.47738
233,9506.28918,,,5.53E-06,,,,2378960,237.896,27.85,150.0124,,5.53299
234,9506.29018,,,5.59E-06,,,,2618800,261.88,27.85,150.0124,,5.59307
235,9506.29118,,,5.66E-06,,,,2848330,284.833,27.85,150.0124,,5.66003
236,9506.29218,,,5.73E-06,,,,3061400,306.14,27.85,150.0124,,5.73053
237,9506.29318,,,5.80E-06,,,,3251280,325.128,27.85,150.0124,,5.79999
238,9506.29419,,,5.86E-06,,,,3410860,341.086,27.85,150.0124,,5.86357
239,9506.29519,,,5.92E-06,,,,3533220,353.322,27.85,150.0124,,5.9162
240,9506.29619,,,5.95E-06,,,,3613720,361.372,27.85,150.0124,,5.95267
241,9506.29719,,,5.97E-06,,,,3650700,365.07,27.85,150.0124,,5.96772
242,9506.29819,,,5.96E-06,,,,3644100,364.41,27.85,150.0124,,5.9563
243,9506.29919,,,5.91E-06,,,,3595380,359.538,27.85,150.0124,,5.91445
244,9506.3002,,,5.84E-06,,,,3507320,350.732,27.85,150.0124,,5.84333
245,9506.3012,,,5.75E-06,,,,3383450,338.345,27.85,150.0124,,5.74639
246,9506.3022,,,5.63E-06,,,,3227370,322.737,27.85,150.0124,,5.62733
247,9506.3032,,,5.49E-06,,,,3043290,304.329,27.85,150.0124,,5.48993
248,9506.3042,,,5.34E-06,,,,2835820,283.582,27.85,150.0124,,5.33787
249,9506.3052,,,5.17E-06,,,,2609760,260.976,27.85,150.0124,,5.17471
250,9506.30621,,,5.00E-06,,,,2369880,236.988,27.85,150.0124,,5.00374
251,9506.30721,,,4.83E-06,,,,2123910,212.391,27.85,150.0124,,4.82794
252,9506.30821,,,4.65E-06,,,,1883670,188.367,27.85,150.0124,,4.65001
253,9506.30921,,,4.47E-06,,,,1658390,165.839,27.85,150.0124,,4.47201
254,9506.31021,,,4.30E-06,,,,1454590,145.459,27.85,150.0124,,4.29516
255,9506.31121,,,4.12E-06,,,,1276780,127.678,27.85,150.0124,,4.12043
256,9506.31222,,,3.95E-06,,,,1127190,112.719,27.85,150.0124,,3.94862
257,9506.31322,,,3.78E-06,,,,1001740,100.174,27.85,150.0124,,3.78042
258,9506.31422,,,3.62E-06,,,,895114,89.5114,27.85,150.0124,,3.61638
259,9506.31522,,,3.46E-06,,,,802997,80.2997,27.85,150.0124,,3.45698
260,9506.31622,,,3.30E-06,,,,721780,72.178,27.85,150.0124,,3.30256
261,9506.31722,,,3.15E-06,,,,648371,64.8371,27.85,150.0124,,3.15341
262,9506.31823,,,3.01E-06,,,,580387,58.0387,27.85,150.0124,,3.00974
263,9506.31923,,,2.87E-06,,,,517530,51.753,27.85,150.0124,,2.87171
264,9506.32023,,,2.74E-06,,,,460187,46.0187,27.85,150.0124,,2.73943
265,9506.32123,,,2.61E-06,,,,408717,40.8717,27.85,150.0124,,2.61298
266,9506.32223,,,2.49E-06,,,,363462,36.3462,27.85,150.0124,,2.49239
267,9506.32323,,,2.38E-06,,,,324760,32.476,27.85,150.0124,,2.37769
268,9506.32424,,,2.27E-06,,,,292512,29.2512,27.85,150.0124,,2.26888
269,9506.32524,,,2.17E-06,,,,265682,26.5682,27.85,150.0124,,2.16594
270,9506.32624,,,2.07E-06,,,,243194,24.3194,27.85,150.0124,,2.06883
271,9506.32724,,,1.98E-06,,,,224044,22.4044,27.85,150.0124,,1.9775
272,9506.32824,,,1.89E-06,,,,207280,20.728,27.85,150.0124,,1.89168
273,9506.32924,,,1.81E-06,,,,192017,19.2017,27.85,150.0124,,1.81089
274,9506.33024,,,1.73E-06,,,,177567,17.7567,27.85,150.0124,,1.73471
275,9506.33125,,,1.66E-06,,,,163866,16.3866,27.85,150.0124,,1.66277
276,9506.33225,,,1.59E-06,,,,150994,15.0994,27.85,150.0124,,1.59475
277,9506.33325,,,1.53E-06,,,,139030,13.903,27.85,150.0124,,1.53036
278,9506.33425,,,1.47E-06,,,,128053,12.8053,27.85,150.0124,,1.46934
279,9506.33525,,,1.41E-06,,,,118142,11.8142,27.85,150.0124,,1.41147
280,9506.33625,,,1.36E-06,,,,109347,10.9347,27.85,150.0124,,1.35651
281,9506.33726,,,1.30E-06,,,,101632,10.1632,27.85,150.0124,,1.30429
282,9506.33826,,,1.25E-06,,,,94940.6,9.49406,27.85,150.0124,,1.25465
283,9506.33926,,,1.21E-06,,,,89153.1,8.91531,27.85,150.0124,,1.20752
284,9506.34026,,,1.16E-06,,,,84133.5,8.41335,27.85,150.0124,,1.16284
285,9506.34126,,,1.12E-06,,,,79747,7.9747,27.85,150.0124,,1.12051
286,9506.34226,,,1.08E-06,,,,75853,7.5853,27.85,150.0124,,1.0804
287,9506.34327,,,1.04E-06,,,,72278.6,7.22786,27.85,150.0124,,1.04238
288,9506.34427,,,1.01E-06,,,,68840.9,6.88409,27.85,150.0124,,1.00635
289,9506.34527,,,9.72E-07,,,,65358.3,6.53583,27.85,150.0124,,0.972184
290,9506.34627,,,9.40E-07,,,,61650.5,6.16505,27.85,150.0124,,0.939783
291,9506.34727,,,9.09E-07,,,,57540.3,5.75403,27.85,150.0124,,0.90904
292,9506.34827,,,8.80E-07,,,,53027.2,5.30272,27.85,150.0124,,0.879857
293,9506.34928,,,8.52E-07,,,,48421.3,4.84213,27.85,150.0124,,0.852125
294,9506.35028,,,8.26E-07,,,,44062.5,4.40625,27.85,150.0124,,0.825715
295,9506.35128,,,8.01E-07,,,,40288.1,4.02881,27.85,150.0124,,0.800543
296,9506.35228,,,7.77E-07,,,,37434,3.7434,27.85,150.0124,,0.776539
297,9506.35328,,,7.54E-07,,,,35834.7,3.58347,27.85,150.0124,,0.753637
298,9506.35428,,,7.32E-07,,,,35556.3,3.55563,27.85,150.0124,,0.731774
299,9506.35529,,,7.11E-07,,,,36021.1,3.60211,27.85,150.0124,,0.710895
300,9506.35629,,,6.91E-07,,,,36557.1,3.65571,27.85,150.0124,,0.690945
301,9506.35729,,,6.72E-07,,,,36491.3,3.64913,27.85,150.0124,,0.671873
302,9506.35829,,,6.54E-07,,,,35149.9,3.51499,27.85,150.0124,,0.653632
303,9506.35929,,,6.36E-07,,,,31867.2,3.18672,27.85,150.0124,,0.636177
304,9506.36029,,,6.19E-07,,,,26529.7,2.65297,27.85,150.0124,,0.619466
305,9506.3613,,,6.03E-07,,,,20052,2.0052,27.85,150.0124,,0.603461
