Actual Point Number,Total Frequency /MHz,Detuning (MHz),Total Frequency (Detuning),Mean tau/us,Corrected Tau (us),tau std. dev./us,tau rel. std. dev./%,Alpha - Uncorrected,Alpha - Corrected,Cavity Temperature Side 2 /C,Cavity Pressure /Torr,,aaaa
284,9506.34334,,,2.73E-06,,,,84133.5,8.41335,27.85,300.0248,,2.7262
285,9506.34434,,,2.66E-06,,,,79747,7.9747,27.85,300.0248,,2.65756
286,9506.34534,,,2.59E-06,,,,75853,7.5853,27.85,300.0248,,2.5907
287,9506.34634,,,2.53E-06,,,,72278.6,7.22786,27.85,300.0248,,2.52543
288,9506.34734,,,2.46E-06,,,,68840.9,6.88409,27.85,300.0248,,2.46156
289,9506.34834,,,2.40E-06,,,,65358.3,6.53583,27.85,300.0248,,2.39898
290,9506.34934,,,2.34E-06,,,,61650.5,6.16505,27.85,300.0248,,2.33768
291,9506.35035,,,2.28E-06,,,,57540.3,5.75403,27.85,300.0248,,2.27764
292,9506.35135,,,2.22E-06,,,,53027.2,5.30272,27.85,300.0248,,2.21893
293,9506.35235,,,2.16E-06,,,,48421.3,4.84213,27.85,300.0248,,2.16159
294,9506.35335,,,2.11E-06,,,,44062.5,4.40625,27.85,300.0248,,2.10567
295,9506.35435,,,2.05E-06,,,,40288.1,4.02881,27.85,300.0248,,2.05121
296,9506.35535,,,2.00E-06,,,,37434,3.7434,27.85,300.0248,,1.99826
297,9506.35635,,,1.95E-06,,,,35834.7,3.58347,27.85,300.0248,,1.94685
298,9506.35735,,,1.90E-06,,,,35556.3,3.55563,27.85,300.0248,,1.89703
299,9506.35836,,,1.85E-06,,,,36021.1,3.60211,27.85,300.0248,,1.84882
300,9506.35936,,,1.80E-06,,,,36557.1,3.65571,27.85,300.0248,,1.80224
301,9506.36036,,,1.76E-06,,,,36491.3,3.64913,27.85,300.0248,,1.75732
302,9506.36136,,,1.71E-06,,,,35149.9,3.51499,27.85,300.0248,,1.71407
303,9506.36236,,,1.67E-06,,,,31867.2,3.18672,27.85,300.0248,,1.67252
304,9506.36336,,,1.63E-06,,,,26529.7,2.65297,27.85,300.0248,,1.63268
305,9506.36436,,,1.59E-06,,,,20052,2.0052,27.85,300.0248,,1.59458
306,9506.36536,,,1.56E-06,,,,13454.2,1.34542,27.85,300.0248,,1.55824
307,9506.36637,,,1.52E-06,,,,7745.26,0.774526,27.85,300.0248,,1.52369
308,9506.36737,,,1.49E-06,,,,3924,0.3924,27.85,300.0248,,1.49094
309,9506.36837,,,1.46E-06,,,,2889.69,0.288969,27.85,300.0248,,1.45995
310,9506.36937,,,1.43E-06,,,,4438.44,0.443844,27.85,300.0248,,1.4306
311,9506.37037,,,1.40E-06,,,,7652.94,0.765294,27.85,300.0248,,1.40275
312,9506.37137,,,1.38E-06,,,,11564,1.1564,27.85,300.0248,,1.37623
313,9506.37237,,,1.35E-06,,,,15182.6,1.51826,27.85,300.0248,,1.35088
314,9506.37337,,,1.33E-06,,,,17514.8,1.75148,27.85,300.0248,,1.32656
315,9506.37438,,,1.30E-06,,,,17596.1,1.75961,27.85,300.0248,,1.30311
316,9506.37538,,,1.28E-06,,,,15342,1.5342,27.85,300.0248,,1.28039
317,9506.37638,,,1.26E-06,,,,11657.6,1.16576,27.85,300.0248,,1.25826
318,9506.37738,,,1.24E-06,,,,7496.56,0.749656,27.85,300.0248,,1.23659
319,9506.37838,,,1.22E-06,,,,3803.69,0.380369,27.85,300.0248,,1.21525
320,9506.37938,,,1.19E-06,,,,1515.11,0.151511,27.85,300.0248,,1.19413
321,9506.38038,,,1.17E-06,,,,1525.78,0.152578,27.85,300.0248,,1.17318
322,9506.38138,,,1.15E-06,,,,3839.46,0.383946,27.85,300.0248,,1.15239
323,9506.38239,,,1.13E-06,,,,7558.79,0.755879,27.85,300.0248,,1.13174
324,9506.38339,,,1.11E-06,,,,11745.5,1.17455,27.85,300.0248,,1.11119
325,9506.38439,,,1.09E-06,,,,15455.6,1.54556,27.85,300.0248,,1.09075
326,9506.38539,,,1.07E-06,,,,17738.5,1.77385,27.85,300.0248,,1.07038
327,9506.38639,,,1.05E-06,,,,17665.2,1.76652,27.85,300.0248,,1.05008
328,9506.38739,,,1.03E-06,,,,15109.9,1.51099,27.85,300.0248,,1.02982
329,9506.38839,,,1.01E-06,,,,10919,1.0919,27.85,300.0248,,1.00959
330,9506.38939,,,9.89E-07,,,,5995.76,0.599576,27.85,300.0248,,0.989381
331,9506.3904,,,9.69E-07,,,,1236.23,0.123623,27.85,300.0248,,0.969195
332,9506.3914,,,9.49E-07,,,,-2473.88,-0.247388,27.85,300.0248,,0.949151
333,9506.3924,,,9.29E-07,,,,-4264.69,-0.426469,27.85,300.0248,,0.929403
334,9506.3934,,,9.10E-07,,,,-3792.41,-0.379241,27.85,300.0248,,0.910101
335,9506.3944,,,8.91E-07,,,,-1750.14,-0.175014,27.85,300.0248,,0.891389
336,9506.3954,,,8.73E-07,,,,1048,0.1048,27.85,300.0248,,0.87341
337,9506.3964,,,8.56E-07,,,,3784.97,0.378497,27.85,300.0248,,0.856301
338,9506.3974,,,8.40E-07,,,,5639.45,0.563945,27.85,300.0248,,0.840195
339,9506.39841,,,8.25E-07,,,,5787.87,0.578787,27.85,300.0248,,0.825225
340,9506.39941,,,8.12E-07,,,,3720.37,0.372037,27.85,300.0248,,0.81152
341,9506.40041,,,7.99E-07,,,,72.1528,0.00721528,27.85,300.0248,,0.799206
342,9506.40141,,,7.88E-07,,,,-4261.59,-0.426159,27.85,300.0248,,0.788408
343,9506.40241,,,7.79E-07,,,,-8395.54,-0.839554,27.85,300.0248,,0.77912
344,9506.40341,,,7.71E-07,,,,-11454.1,-1.14541,27.85,300.0248,,0.7711
345,9506.40441,,,7.64E-07,,,,-12566.2,-1.25662,27.85,300.0248,,0.764078
346,9506.40541,,,7.58E-07,,,,-11098,-1.1098,27.85,300.0248,,0.757791
347,9506.40642,,,7.52E-07,,,,-7640.89,-0.764089,27.85,300.0248,,0.751979
348,9506.40742,,,7.46E-07,,,,-3181.69,-0.318169,27.85,300.0248,,0.746383
349,9506.40842,,,7.41E-07,,,,1287.31,0.128731,27.85,300.0248,,0.74075
350,9506.40942,,,7.35E-07,,,,4765.84,0.476584,27.85,300.0248,,0.734827
351,9506.41042,,,7.28E-07,,,,6248.24,0.624824,27.85,300.0248,,0.728365
352,9506.41142,,,7.21E-07,,,,4792.85,0.479285,27.85,300.0248,,0.721116
353,9506.41242,,,7.13E-07,,,,598.9,0.05989,27.85,300.0248,,0.712841
354,9506.41342,,,7.03E-07,,,,-5141.73,-0.514173,27.85,300.0248,,0.703304
355,9506.41443,,,6.92E-07,,,,-11211.5,-1.12115,27.85,300.0248,,0.692418
356,9506.41543,,,6.80E-07,,,,-16406.9,-1.64069,27.85,300.0248,,0.680391
357,9506.41643,,,6.67E-07,,,,-19537,-1.9537,27.85,300.0248,,0.667468
358,9506.41743,,,6.54E-07,,,,-19486.2,-1.94862,27.85,300.0248,,0.653887
359,9506.41843,,,6.40E-07,,,,-16355.6,-1.63556,27.85,300.0248,,0.639883
360,9506.41943,,,6.26E-07,,,,-11263,-1.1263,27.85,300.0248,,0.625686
361,9506.42043,,,6.12E-07,,,,-5360.33,-0.536033,27.85,300.0248,,0.61152
362,9506.42143,,,5.98E-07,,,,189.807,0.0189807,27.85,300.0248,,0.597603
363,9506.42244,,,5.84E-07,,,,4212.95,0.421295,27.85,300.0248,,0.584149
364,9506.42344,,,5.71E-07,,,,5528.11,0.552811,27.85,300.0248,,0.571366
365,9506.42444,,,5.59E-07,,,,3305.76,0.330576,27.85,300.0248,,0.559458
366,9506.42544,,,5.49E-07,,,,-1587.49,-0.158749,27.85,300.0248,,0.548558
367,9506.42644,,,5.39E-07,,,,-7773.06,-0.777306,27.85,300.0248,,0.538592
368,9506.42744,,,5.29E-07,,,,-13884.6,-1.38846,27.85,300.0248,,0.529452
369,9506.42844,,,5.21E-07,,,,-18572.3,-1.85723,27.85,300.0248,,0.521028
370,9506.42944,,,5.13E-07,,,,-20497.7,-2.04977,27.85,300.0248,,0.513216
371,9506.43045,,,5.06E-07,,,,-18837,-1.8837,27.85,300.0248,,0.505911
372,9506.43145,,,4.99E-07,,,,-14477.8,-1.44778,27.85,300.0248,,0.499014
373,9506.43245,,,4.92E-07,,,,-8662.05,-0.866205,27.85,300.0248,,0.492422
374,9506.43345,,,4.86E-07,,,,-2640.2,-0.26402,27.85,300.0248,,0.486038
375,9506.43445,,,4.80E-07,,,,2323.7,0.23237,27.85,300.0248,,0.479764
376,9506.43545,,,4.74E-07,,,,4955.34,0.495534,27.85,300.0248,,0.473506
377,9506.43645,,,4.67E-07,,,,4062.52,0.406252,27.85,300.0248,,0.46717
378,9506.43745,,,4.61E-07,,,,-131.595,-0.0131595,27.85,300.0248,,0.460707
379,9506.43846,,,4.54E-07,,,,-6220.73,-0.622073,27.85,300.0248,,0.45415
380,9506.43946,,,4.48E-07,,,,-12771,-1.2771,27.85,300.0248,,0.447539
381,9506.44046,,,4.41E-07,,,,-18365.5,-1.83655,27.85,300.0248,,0.440915
382,9506.44146,,,4.34E-07,,,,-21602.7,-2.16027,27.85,300.0248,,0.434318
383,9506.44246,,,4.28E-07,,,,-21288.1,-2.12881,27.85,300.0248,,0.427787
384,9506.44346,,,4.21E-07,,,,-17855.8,-1.78558,27.85,300.0248,,0.42136
385,9506.44446,,,4.15E-07,,,,-12521.8,-1.25218,27.85,300.0248,,0.415077
386,9506.44546,,,4.09E-07,,,,-6511.83,-0.651183,27.85,300.0248,,0.408975
387,9506.44647,,,4.03E-07,,,,-1063.96,-0.106396,27.85,300.0248,,0.403091
388,9506.44747,,,3.97E-07,,,,2570.76,0.257076,27.85,300.0248,,0.397464
389,9506.44847,,,3.92E-07,,,,3147.28,0.314728,27.85,300.0248,,0.392119
390,9506.44947,,,3.87E-07,,,,310.905,0.0310905,27.85,300.0248,,0.387047
391,9506.45047,,,3.82E-07,,,,-4787.11,-0.478711,27.85,300.0248,,0.382234
392,9506.45147,,,3.78E-07,,,,-10852.8,-1.08528,27.85,300.0248,,0.377666
393,9506.45247,,,3.73E-07,,,,-16604.6,-1.66046,27.85,300.0248,,0.373329
394,9506.45347,,,3.69E-07,,,,-20775.4,-2.07754,27.85,300.0248,,0.369209
395,9506.45448,,,3.65E-07,,,,-22177.7,-2.21777,27.85,300.0248,,0.365292
396,9506.45548,,,3.62E-07,,,,-20793.9,-2.07939,27.85,300.0248,,0.361566
397,9506.45648,,,3.58E-07,,,,-17559.5,-1.75595,27.85,300.0248,,0.358016
398,9506.45748,,,3.55E-07,,,,-13437.3,-1.34373,27.85,300.0248,,0.35463
399,9506.45848,,,3.51E-07,,,,-9395.14,-0.939514,27.85,300.0248,,0.351395
400,9506.45948,,,3.48E-07,,,,-6408.31,-0.640831,27.85,300.0248,,0.348297
401,9506.46048,,,3.45E-07,,,,-5448.96,-0.544896,27.85,300.0248,,0.345326
402,9506.46148,,,3.42E-07,,,,-6860,-0.686,27.85,300.0248,,0.342475
403,9506.46249,,,3.40E-07,,,,-9894.75,-0.989475,27.85,300.0248,,0.339737
404,9506.46349,,,3.37E-07,,,,-13698.5,-1.36985,27.85,300.0248,,0.337105
405,9506.46449,,,3.35E-07,,,,-17421.5,-1.74215,27.85,300.0248,,0.33457
406,9506.46549,,,3.32E-07,,,,-20220.2,-2.02202,27.85,300.0248,,0.332128
407,9506.46649,,,3.30E-07,,,,-21265,-2.1265,27.85,300.0248,,0.329769
408,9506.46749,,,3.27E-07,,,,-20285.4,-2.02854,27.85,300.0248,,0.327488
409,9506.46849,,,3.25E-07,,,,-17861.6,-1.78616,27.85,300.0248,,0.325275
410,9506.46949,,,3.23E-07,,,,-14646.7,-1.46467,27.85,300.0248,,0.32312
411,9506.4705,,,3.21E-07,,,,-11297.8,-1.12978,27.85,300.0248,,0.321013
412,9506.4715,,,3.19E-07,,,,-8475.58,-0.847558,27.85,300.0248,,0.318937
413,9506.4725,,,3.17E-07,,,,-6843.88,-0.684388,27.85,300.0248,,0.316856
414,9506.4735,,,3.15E-07,,,,-6929.8,-0.69298,27.85,300.0248,,0.314725
415,9506.4745,,,3.13E-07,,,,-8433.2,-0.84332,27.85,300.0248,,0.312502
416,9506.4755,,,3.10E-07,,,,-10745.6,-1.07456,27.85,300.0248,,0.310143
417,9506.4765,,,3.08E-07,,,,-13259.3,-1.32593,27.85,300.0248,,0.307604
418,9506.4775,,,3.05E-07,,,,-15370.1,-1.53701,27.85,300.0248,,0.304844
419,9506.4785,,,3.02E-07,,,,-16476,-1.6476,27.85,300.0248,,0.301819
420,9506.47951,,,2.98E-07,,,,-16058.5,-1.60585,27.85,300.0248,,0.298488
421,9506.48051,,,2.95E-07,,,,-14309.7,-1.43097,27.85,300.0248,,0.294812
422,9506.48151,,,2.91E-07,,,,-11783.5,-1.17835,27.85,300.0248,,0.290754
423,9506.48251,,,2.86E-07,,,,-9036.98,-0.903698,27.85,300.0248,,0.286299
424,9506.48351,,,2.82E-07,,,,-6629.79,-0.662979,27.85,300.0248,,0.281509
425,9506.48451,,,2.76E-07,,,,-5123.94,-0.512394,27.85,300.0248,,0.276457
426,9506.48551,,,2.71E-07,,,,-5076.37,-0.507637,27.85,300.0248,,0.271219
427,9506.48651,,,2.66E-07,,,,-6624.16,-0.662416,27.85,300.0248,,0.265869
428,9506.48752,,,2.60E-07,,,,-9209.88,-0.920988,27.85,300.0248,,0.26048
429,9506.48852,,,2.55E-07,,,,-12211.9,-1.22119,27.85,300.0248,,0.255124
430,9506.48952,,,2.50E-07,,,,-15011.9,-1.50119,27.85,300.0248,,0.249873
431,9506.49052,,,2.45E-07,,,,-16994.9,-1.69949,27.85,300.0248,,0.244798
432,9506.49152,,,2.40E-07,,,,-17552.4,-1.75524,27.85,300.0248,,0.23997
433,9506.49252,,,2.35E-07,,,,-16476.8,-1.64768,27.85,300.0248,,0.235452
434,9506.49352,,,2.31E-07,,,,-14269.1,-1.42691,27.85,300.0248,,0.231265
435,9506.49452,,,2.27E-07,,,,-11507.6,-1.15076,27.85,300.0248,,0.227415
436,9506.49553,,,2.24E-07,,,,-8774.98,-0.877498,27.85,300.0248,,0.223906
437,9506.49653,,,2.21E-07,,,,-6656.77,-0.665677,27.85,300.0248,,0.220741
438,9506.49753,,,2.18E-07,,,,-5740.35,-0.574035,27.85,300.0248,,0.217925
439,9506.49853,,,2.15E-07,,,,-6359.15,-0.635915,27.85,300.0248,,0.215463
440,9506.49953,,,2.13E-07,,,,-8114.55,-0.811455,27.85,300.0248,,0.21336
441,9506.50053,,,2.12E-07,,,,-10476.8,-1.04768,27.85,300.0248,,0.211621
442,9506.50153,,,2.10E-07,,,,-12917.5,-1.29175,27.85,300.0248,,0.21025
443,9506.50253,,,2.09E-07,,,,-14910.8,-1.49108,27.85,300.0248,,0.209253
444,9506.50354,,,2.09E-07,,,,-15934.1,-1.59341,27.85,300.0248,,0.208592
445,9506.50454,,,2.08E-07,,,,-15753.8,-1.57538,27.85,300.0248,,0.208128
446,9506.50554,,,2.08E-07,,,,-14751,-1.4751,27.85,300.0248,,0.207707
447,9506.50654,,,2.07E-07,,,,-13383.7,-1.33837,27.85,300.0248,,0.207198
448,9506.50754,,,2.06E-07,,,,-12092.1,-1.20921,27.85,300.0248,,0.206481
449,9506.50854,,,2.05E-07,,,,-11305.1,-1.13051,27.85,300.0248,,0.205434
450,9506.50954,,,2.04E-07,,,,-11452.7,-1.14527,27.85,300.0248,,0.203938
451,9506.51054,,,2.02E-07,,,,-12881.3,-1.28813,27.85,300.0248,,0.201874
452,9506.51155,,,1.99E-07,,,,-15327.1,-1.53271,27.85,300.0248,,0.199124
453,9506.51255,,,1.96E-07,,,,-18255.8,-1.82558,27.85,300.0248,,0.19557
454,9506.51355,,,1.91E-07,,,,-21133.8,-2.11338,27.85,300.0248,,0.191173
455,9506.51455,,,1.86E-07,,,,-23429.3,-2.34293,27.85,300.0248,,0.186107
456,9506.51555,,,1.81E-07,,,,-24612.4,-2.46124,27.85,300.0248,,0.180578
457,9506.51655,,,1.75E-07,,,,-24343.1,-2.43431,27.85,300.0248,,0.174795
458,9506.51755,,,1.69E-07,,,,-22896.8,-2.28968,27.85,300.0248,,0.168962
459,9506.51855,,,1.63E-07,,,,-20673.7,-2.06737,27.85,300.0248,,0.163271
460,9506.51956,,,1.58E-07,,,,-18085.6,-1.80856,27.85,300.0248,,0.157872
461,9506.52056,,,1.53E-07,,,,-15585.9,-1.55859,27.85,300.0248,,0.152904
462,9506.52156,,,1.49E-07,,,,-13638.5,-1.36385,27.85,300.0248,,0.148506
463,9506.52256,,,1.45E-07,,,,-12682.5,-1.26825,27.85,300.0248,,0.144813
464,9506.52356,,,1.42E-07,,,,-12707.4,-1.27074,27.85,300.0248,,0.141913
465,9506.52456,,,1.40E-07,,,,-13314.8,-1.33148,27.85,300.0248,,0.139725
466,9506.52556,,,1.38E-07,,,,-14094,-1.4094,27.85,300.0248,,0.138132
467,9506.52656,,,1.37E-07,,,,-14635.7,-1.46357,27.85,300.0248,,0.137014
468,9506.52757,,,1.36E-07,,,,-14532.1,-1.45321,27.85,300.0248,,0.136257
469,9506.52857,,,1.36E-07,,,,-13424.8,-1.34248,27.85,300.0248,,0.135743
470,9506.52957,,,1.35E-07,,,,-11435.2,-1.14352,27.85,300.0248,,0.135359
471,9506.53057,,,1.35E-07,,,,-8957.9,-0.89579,27.85,300.0248,,0.13501
472,9506.53157,,,1.35E-07,,,,-6370.52,-0.637052,27.85,300.0248,,0.134621
473,9506.53257,,,1.34E-07,,,,-4034.42,-0.403442,27.85,300.0248,,0.134115
474,9506.53357,,,1.33E-07,,,,-2311.52,-0.231152,27.85,300.0248,,0.13342
475,9506.53457,,,1.33E-07,,,,-1562.75,-0.156275,27.85,300.0248,,0.132516
476,9506.53558,,,1.31E-07,,,,-1917.21,-0.191721,27.85,300.0248,,0.131435
477,9506.53658,,,1.30E-07,,,,-3026.9,-0.30269,27.85,300.0248,,0.130211
478,9506.53758,,,1.29E-07,,,,-4485.37,-0.448537,27.85,300.0248,,0.128879
479,9506.53858,,,1.27E-07,,,,-5887.25,-0.588725,27.85,300.0248,,0.127472
480,9506.53958,,,1.26E-07,,,,-6828.38,-0.682838,27.85,300.0248,,0.126025
481,9506.54058,,,1.25E-07,,,,-6916.95,-0.691695,27.85,300.0248,,0.124573
482,9506.54158,,,1.23E-07,,,,-6100.15,-0.610015,27.85,300.0248,,0.123147
483,9506.54258,,,1.22E-07,,,,-4706.46,-0.470646,27.85,300.0248,,0.121784
484,9506.54359,,,1.21E-07,,,,-3084.93,-0.308493,27.85,300.0248,,0.120516
485,9506.54459,,,1.19E-07,,,,-1585.61,-0.158561,27.85,300.0248,,0.119377
486,9506.54559,,,1.18E-07,,,,-559.756,-0.0559756,27.85,300.0248,,0.118381
487,9506.54659,,,1.18E-07,,,,-347.02,-0.034702,27.85,300.0248,,0.11752
488,9506.54759,,,1.17E-07,,,,-990.76,-0.099076,27.85,300.0248,,0.116787
489,9506.54859,,,1.16E-07,,,,-2230.43,-0.223043,27.85,300.0248,,0.116172
490,9506.54959,,,1.16E-07,,,,-3791.55,-0.379155,27.85,300.0248,,0.115669
491,9506.55059,,,1.15E-07,,,,-5399.99,-0.539999,27.85,300.0248,,0.115268
492,9506.5516,,,1.15E-07,,,,-6782.28,-0.678228,27.85,300.0248,,0.114962
493,9506.5526,,,1.15E-07,,,,-7670.61,-0.767061,27.85,300.0248,,0.114743
494,9506.5536,,,1.15E-07,,,,-7979.92,-0.797992,27.85,300.0248,,0.114602
495,9506.5546,,,1.15E-07,,,,-7851.66,-0.785166,27.85,300.0248,,0.114532
496,9506.5556,,,1.15E-07,,,,-7441.21,-0.744121,27.85,300.0248,,0.114524
497,9506.5566,,,1.15E-07,,,,-6904.03,-0.690403,27.85,300.0248,,0.114571
498,9506.5576,,,1.15E-07,,,,-6395.8,-0.63958,27.85,300.0248,,0.114673
499,9506.5586,,,1.15E-07,,,,-6072.45,-0.607245,27.85,300.0248,,0.114831
500,9506.55961,,,1.15E-07,,,,-6058.76,-0.605876,27.85,300.0248,,0.115047
501,9506.56061,,,1.15E-07,,,,-6327.06,-0.632706,27.85,300.0248,,0.115321
502,9506.56161,,,1.16E-07,,,,-6804.35,-0.680435,27.85,300.0248,,0.115645
