trans_id,molec_id,local_iso_id,nu,sw,a,elower,gp,gpp,elower,global_upper_quanta,global_lower_quanta,local_upper_quanta,local_lower_quanta,gamma0_air,n_gamma0_air,delta0_air,n_delta0_air,SD_gamma_air,n_gamma2_air,SD_delta_air,n_delta2_air,nuVC_air,n_nuVC_air,eta_air,y_air_296,gamma0_self,n_gamma0_self,delta0_self,n_delta0_self,SD_gamma_self,n_gamma2_self,SD_delta_self,n_delta2_self,nuVC_self,n_nuVC_self,eta_self,y_self,n_y_self
12387883,1,1,9462.627141,1.25E-28,3.20E-05,1216.2313,17,19,1216.2313,          0 6 0,          0 0 0,  8  4  4      ,  9  3  7      ,0.0499,0.49,-0.00213,0,0.20965693,0.49,0,0,0,1,0,0,0.315,0.49,-0.00213,0,0.17,0.49,0,0,0,1,0,0,0
12387884,1,1,9462.765897,1.22E-29,0.001333,2688.0799,51,57,2688.0799,         -2-2-2,          0 1 0,  8  2  7      ,  9  1  8      ,0.0581,0.49,-0.010112,0,0.20965693,0.49,0,0,0,1,0,0,0.315,0.49,-0.010112,0,0.17,0.49,0,0,0,1,0,0,0
12387885,1,1,9462.767781,1.44E-29,0.0003759,2392.5925,51,45,2392.5925,          1 2 1,          0 1 0,  8  6  2      ,  7  2  5      ,0.081,0.7,-0.015062,0,0.123327606,0.7,0,0,0,1,0,0,0.352,0.7,-0.015062,0,0.1,0.7,0,0,0,1,0,0,0
12387890,1,1,9463.750157,1.44E-28,0.008816,2437.5019,27,25,2437.5019,         -2-2-2,          0 0 0, 13  7  7      , 12  6  6      ,0.0464,0.37,-0.010112,0,0.258987973,0.37,0,0,0,1,0,0,0.265,0.37,-0.010112,0,0.21,0.37,0,0,0,1,0,0,0
12387891,1,1,9463.779837,1.05E-28,9.22E-05,1774.7511,75,75,1774.7511,          1 4 0,          0 0 0, 12  1 12      , 12  2 11      ,0.0294,0.23,-0.01951,0,0.316540856,0.23,0,0,0,1,0,0,0.265,0.23,-0.01951,0,0.256666667,0.23,0,0,0,1,0,0,0
11190210,1,4,9463.811498,8.57E-29,0.0008602,293.6365,78,66,293.6365,          3 1 0,          0 0 0,  6  3  3      ,  5  2  4      ,0.098,0.79,-0.00597,0,0.084519182,0.79,0,0,0,1,0,0,0.548,0.79,-0.00597,0,0.07,0.79,0,0,0,1,0,0,0
11190212,1,2,9464.158019,1.90E-29,0.0004631,916.2935,21,19,916.2935,         -2-2-2,          0 0 0, 10 -1 -1      ,  9  1  9      ,0.0581,0.55,0,0,0.177422348,0.55,0,0,0,1,0,0,0.315,0.55,0,0,0.15,0.55,0,0,0,1,0,0,0
12387894,1,1,9464.362047,9.31E-28,0.007769,2042.3741,29,27,2042.3741,          1 1 1,          0 0 0, 14  4 11      , 13  2 12      ,0.0316,0.28,-0.01468,0,0.295986255,0.28,0,0,0,1,0,0,0.25,0.28,-0.01468,0,0.24,0.28,0,0,0,1,0,0,0
12387896,1,1,9464.622748,3.97E-29,0.0164,3084.8357,93,87,3084.8357,          1 1 1,          0 0 0, 15  8  8      , 14  6  9      ,0.0397,0.38,-0.03121,0,0.254877053,0.38,0,0,0,1,0,0,0.235,0.38,-0.03121,0,0.206666667,0.38,0,0,0,1,0,0,0
12387897,1,1,9464.626539,2.69E-28,0.02144,2746.0235,93,87,2746.0235,          1 1 1,          0 0 0, 15  6 10      , 14  4 11      ,0.0378,0.36,-0.024752,0,0.263098893,0.36,0,0,0,1,0,0,0.235,0.36,-0.024752,0,0.213333333,0.36,0,0,0,1,0,0,0
12387898,1,1,9464.76275,1.42E-29,0.01037,3101.1237,57,51,3101.1237,          0 4 1,          0 1 0,  9  8  2      ,  8  6  3      ,0.0447,0.49,-0.02387,0,0.20965693,0.49,0,0,0,1,0,0,0.333,0.49,-0.02387,0,0.17,0.49,0,0,0,1,0,0,0
12387900,1,1,9464.841076,1.10E-29,0.001737,2660.946,31,33,2660.946,          0 4 1,          0 0 0, 15  0 15      , 16  0 16      ,0.0127,-0.11,-0.0241,0,0.456312143,-0.11,0,0,0,1,0,0,0.208,-0.11,-0.0241,0,0.37,-0.11,0,0,0,1,0,0,0
11190221,1,4,9464.893658,1.59E-29,9.38E-05,150.1563,66,54,150.1563,          1 5 0,          0 0 0,  5  1  5      ,  4  0  4      ,0.0925,0.79,-0.007975,0,0.084519182,0.79,0,0,0,1,0,0,0.624,0.79,-0.007975,0,0.07,0.79,0,0,0,1,0,0,0
12387904,1,1,9465.24852,1.05E-29,5.68E-07,1122.7085,51,51,1122.7085,          0 1 2,          0 0 0,  8  7  2      ,  8  4  5      ,0.0705,0.68,-0.01581,0,0.131549447,0.68,0,0,0,1,0,0,0.333,0.68,-0.01581,0,0.106666667,0.68,0,0,0,1,0,0,0
12387905,1,1,9465.288477,2.63E-28,0.0006972,1806.6716,29,27,1806.6716,         -2-2-2,          0 0 0, 14 -1 -1      , 13  1 13      ,0.043,0.36,-0.010113,0,0.263098893,0.36,0,0,0,1,0,0,0.25,0.36,-0.010113,0,0.213333333,0.36,0,0,0,1,0,0,0
12387907,1,1,9465.717425,9.56E-29,0.001201,2321.9057,75,69,2321.9057,          0 1 2,          0 0 0, 12  8  5      , 11  7  4      ,0.0409,0.41,-0.02978,0,0.242544292,0.41,0,0,0,1,0,0,0.281,0.41,-0.02978,0,0.196666667,0.41,0,0,0,1,0,0,0
11190229,1,4,9465.855962,1.58E-29,0.000227,66.1845,18,30,66.1845,          2 3 0,          0 0 0,  1  1  0      ,  2  1  1      ,0.1002,0.79,-0.00953,0,0.084519182,0.79,0,0,0,1,0,0,0.392,0.79,-0.00953,0,0.07,0.79,0,0,0,1,0,0,0
12387908,1,1,9465.896845,3.18E-29,0.001199,2321.8121,25,23,2321.8121,         -2-2-2,          0 0 0, 12  8  4      , 11  7  5      ,0.0501,0.39,-0.010113,0,0.250766132,0.39,0,0,0,1,0,0,0.281,0.39,-0.010113,0,0.203333333,0.39,0,0,0,1,0,0,0
11190232,1,4,9466.532161,3.86E-29,0.0002366,116.4613,54,42,116.4613,          1 5 0,          0 0 0,  4  1  3      ,  3  1  2      ,0.0954,0.79,-0.010185,0,0.084519182,0.79,0,0,0,1,0,0,0.459,0.79,-0.010185,0,0.07,0.79,0,0,0,1,0,0,0
11190233,1,4,9466.641728,1.27E-29,0.0001189,308.6157,90,78,308.6157,          1 5 0,          0 0 0,  7  0  7      ,  6  1  6      ,0.0845,0.79,-0.01428,0,0.084519182,0.79,0,0,0,1,0,0,0.584,0.79,-0.01428,0,0.07,0.79,0,0,0,1,0,0,0
11190236,1,4,9467.466188,1.24E-29,0.0001072,66.1845,30,30,66.1845,          2 3 0,          0 0 0,  2  0  2      ,  2  1  1      ,0.1161,0.79,-0.01969,0,0.084519182,0.79,0,0,0,1,0,0,0.676,0.79,-0.01969,0,0.07,0.79,0,0,0,1,0,0,0
12387913,1,1,9467.589771,6.33E-29,0.008748,2872.2744,99,93,2872.2744,         -2-2-2,          0 0 0, 16 -4 -4      , 15  2 13      ,0.0368,0.38,-0.010114,0,0.254877053,0.38,0,0,0,1,0,0,0.221,0.38,-0.010114,0,0.206666667,0.38,0,0,0,1,0,0,0
12387917,1,1,9468.155149,4.15E-27,8.90E-05,931.2371,51,45,931.2371,          2 1 0,          0 0 0,  8  7  2      ,  7  4  3      ,0.0748,0.71,-0.01831,0,0.119216686,0.71,0,0,0,1,0,0,0.4,0.71,-0.01831,0,0.096666667,0.71,0,0,0,1,0,0,0
11190243,1,4,9468.1985,4.30E-29,0.0003104,225.8649,78,66,225.8649,          1 5 0,          0 0 0,  6  1  6      ,  5  1  5      ,0.0883,0.79,-0.011755,0,0.084519182,0.79,0,0,0,1,0,0,0.489,0.79,-0.011755,0,0.07,0.79,0,0,0,1,0,0,0
12387920,1,1,9468.369678,4.35E-28,0.008722,2433.8004,81,75,2433.8004,          0 1 2,          0 0 0, 13  7  6      , 12  6  7      ,0.0469,0.45,-0.02492,0,0.226100611,0.45,0,0,0,1,0,0,0.265,0.45,-0.02492,0,0.183333333,0.45,0,0,0,1,0,0,0
12387921,1,1,9468.509117,6.93E-28,7.64E-06,542.9058,15,13,542.9058,          2 1 0,          0 0 0,  7  6  2      ,  6  1  5      ,0.0827,0.7,-0.00153,0,0.123327606,0.7,0,0,0,1,0,0,0.371,0.7,-0.00153,0,0.1,0.7,0,0,0,1,0,0,0
12387923,1,1,9468.574524,6.40E-29,6.94E-06,1327.11,69,69,1327.11,          0 1 2,          0 0 0, 11  3  8      , 11  0 11      ,0.0709,0.65,-0.01627,0,0.143882207,0.65,0,0,0,1,0,0,0.281,0.65,-0.01627,0,0.116666667,0.65,0,0,0,1,0,0,0
12387924,1,1,9468.921215,4.66E-28,0.0003964,1557.8444,27,25,1557.8444,          0 3 1,          0 0 0, 13  4  9      , 12  0 12      ,0.0701,0.66,-0.0008,0,0.139771287,0.66,0,0,0,1,0,0,0.265,0.66,-0.0008,0,0.113333333,0.66,0,0,0,1,0,0,0
11190251,1,4,9468.942673,2.61E-29,0.0002412,306.3147,90,78,306.3147,          1 5 0,          0 0 0,  7  0  7      ,  6  0  6      ,0.0845,0.79,-0.01198,0,0.084519182,0.79,0,0,0,1,0,0,0.393,0.79,-0.01198,0,0.07,0.79,0,0,0,1,0,0,0
12387925,1,1,9469.064551,2.56E-29,2.62E-06,1050.1577,19,17,1050.1577,          0 3 1,          0 0 0,  9  7  2      ,  8  3  5      ,0.081,0.73,-0.00736,0,0.110994846,0.73,0,0,0,1,0,0,0.333,0.73,-0.00736,0,0.09,0.73,0,0,0,1,0,0,0
12387928,1,1,9469.438824,4.48E-28,2.16E-05,816.6942,13,15,816.6942,          0 4 1,          0 0 0,  6  1  6      ,  7  3  5      ,0.081,0.67,-0.02007,0,0.135660367,0.67,0,0,0,1,0,0,0.352,0.67,-0.02007,0,0.11,0.67,0,0,0,1,0,0,0
12387929,1,1,9469.596722,2.25E-27,0.0007484,1557.8477,69,75,1557.8477,          1 4 0,          0 0 0, 11  0 11      , 12  1 12      ,0.0266,0.15,-0.01758,0,0.349428217,0.15,0,0,0,1,0,0,0.265,0.15,-0.01758,0,0.283333333,0.15,0,0,0,1,0,0,0
11190257,1,2,9469.646536,2.79E-29,5.35E-05,550.4508,45,39,550.4508,          0 1 2,          0 0 0,  7  5  2      ,  6  2  5      ,0.0782,0.67,-0.00085,0,0.130109722,0.67,0,0,0,1,0,0,0.35,0.67,-0.00085,0,0.11,0.67,0,0,0,1,0,0,0
11190259,1,2,9469.765127,2.78E-29,0.001256,1288.2672,69,63,1288.2672,         -2-2-2,          0 0 0, 11 -4 -4      , 10  2  9      ,0.054,0.51,0,0,0.193193223,0.51,0,0,0,1,0,0,0.298,0.51,0,0,0.163333333,0.51,0,0,0,1,0,0,0
11190261,1,3,9470.052035,1.28E-29,0.001214,1076.8499,378,342,1076.8499,         -2-2-2,          0 0 0, 10 -2 -1      ,  9  1  8      ,0.0581,0.55,0,0,0.18111993,0.55,0,0,0,1,0,0,0.315,0.55,0,0,0.15,0.55,0,0,0,1,0,0,0
12387932,1,1,9470.058424,1.62E-26,0.008448,1631.383,63,57,1631.383,          1 1 1,          0 0 0, 10  8  2      ,  9  6  3      ,0.0534,0.49,-0.03867,0,0.20965693,0.49,0,0,0,1,0,0,0.273,0.49,-0.03867,0,0.17,0.49,0,0,0,1,0,0,0
12387934,1,1,9470.196487,5.40E-27,0.008451,1631.2455,21,19,1631.2455,          1 1 1,          0 0 0, 10  8  3      ,  9  6  4      ,0.0458,0.48,-0.03835,0,0.213767851,0.48,0,0,0,1,0,0,0.4,0.48,-0.03835,0,0.173333333,0.48,0,0,0,1,0,0,0
12387936,1,1,9470.589866,2.86E-27,0.0005532,1446.1283,69,63,1446.1283,          2 1 0,          0 0 0, 11  6  5      , 10  3  8      ,0.0585,0.55,-0.005383,0,0.184991409,0.55,0,0,0,1,0,0,0.298,0.55,-0.005383,0,0.15,0.55,0,0,0,1,0,0,0
11190267,1,4,9470.673569,1.62E-29,0.0002241,58.1269,18,30,58.1269,          2 3 0,          0 0 0,  1  1  1      ,  2  1  2      ,0.1002,0.79,-0.011817,0,0.084519182,0.79,0,0,0,1,0,0,0.494,0.79,-0.011817,0,0.07,0.79,0,0,0,1,0,0,0
11190269,1,4,9470.789853,1.04E-29,0.0001268,32.4964,18,18,32.4964,          2 3 0,          0 0 0,  1  0  1      ,  1  1  0      ,0.1177,0.79,-0.02481,0,0.084519182,0.79,0,0,0,1,0,0,0.483,0.79,-0.02481,0,0.07,0.79,0,0,0,1,0,0,0
12387938,1,1,9470.965464,1.50E-29,0.0002468,2271.7121,45,39,2271.7121,          1 0 2,          0 1 0,  7  4  3      ,  6  3  4      ,0.0793,0.67,-0.00558,0,0.135660367,0.67,0,0,0,1,0,0,0.371,0.67,-0.00558,0,0.11,0.67,0,0,0,1,0,0,0
11190272,1,2,9471.321234,4.24E-29,0.001355,1198.1995,63,57,1198.1995,         -2-2-2,          0 0 0, 10 -4 -4      ,  9  2  7      ,0.0581,0.55,0,0,0.177422348,0.55,0,0,0,1,0,0,0.315,0.55,0,0,0.15,0.55,0,0,0,1,0,0,0
12387941,1,1,9471.45367,3.71E-29,0.0001735,1908.0164,27,27,1908.0164,         -2-2-2,          0 1 0,  4  1  4      ,  4  2  3      ,0.0824,0.73,-0.010116,0,0.110994846,0.73,0,0,0,1,0,0,0.412,0.73,-0.010116,0,0.09,0.73,0,0,0,1,0,0,0
12387942,1,1,9471.615805,4.88E-28,0.003266,1634.967,5,3,1634.967,          0 0 3,          0 1 0,  2  1  2      ,  1  1  1      ,0.1028,0.75,-0.00679,0,0.102773005,0.75,0,0,0,1,0,0,0.48,0.75,-0.00679,0,0.083333333,0.75,0,0,0,1,0,0,0
12387943,1,1,9471.646232,1.43E-27,9.04E-05,927.7439,17,15,927.7439,          2 1 0,          0 0 0,  8  7  1      ,  7  4  4      ,0.0697,0.67,-0.01803,0,0.135660367,0.67,0,0,0,1,0,0,0.352,0.67,-0.01803,0,0.11,0.67,0,0,0,1,0,0,0
12387945,1,1,9471.711332,1.35E-29,0.007339,3127.862,87,81,3127.862,         -2-2-2,          0 0 0, 14  9  6      , 13  8  5      ,0.043,0.36,-0.010116,0,0.263098893,0.36,0,0,0,1,0,0,0.25,0.36,-0.010116,0,0.213333333,0.36,0,0,0,1,0,0,0
12387949,1,1,9472.00835,3.43E-26,0.0003566,782.4098,51,45,782.4098,          0 1 2,          0 0 0,  8  5  4      ,  7  2  5      ,0.0742,0.69,-0.013,0,0.127438526,0.69,0,0,0,1,0,0,0.388,0.69,-0.013,0,0.103333333,0.69,0,0,0,1,0,0,0
11190284,1,4,9472.117169,1.75E-29,0.0001238,221.9462,78,66,221.9462,          1 5 0,          0 0 0,  6  1  6      ,  5  0  5      ,0.0883,0.79,-0.0092,0,0.084519182,0.79,0,0,0,1,0,0,0.55,0.79,-0.0092,0,0.07,0.79,0,0,0,1,0,0,0
12387951,1,1,9472.172288,1.62E-27,0.01805,2054.3687,23,21,2054.3687,          1 1 1,          0 0 0, 11  9  2      , 10  7  3      ,0.0385,0.42,-0.03633,0,0.238433372,0.42,0,0,0,1,0,0,0.298,0.42,-0.03633,0,0.193333333,0.42,0,0,0,1,0,0,0
12387952,1,1,9472.183762,4.85E-27,0.01805,2054.3452,69,63,2054.3452,          1 1 1,          0 0 0, 11  9  3      , 10  7  4      ,0.0384,0.42,-0.03625,0,0.238433372,0.42,0,0,0,1,0,0,0.298,0.42,-0.03625,0,0.193333333,0.42,0,0,0,1,0,0,0
12387954,1,1,9472.367683,2.31E-27,0.02149,2275.3729,81,75,2275.3729,          0 1 2,          0 0 0, 13  6  7      , 12  5  8      ,0.0547,0.5,-0.00039,0,0.20554601,0.5,0,0,0,1,0,0,0.265,0.5,-0.00039,0,0.166666667,0.5,0,0,0,1,0,0,0
12387955,1,1,9472.370467,3.18E-28,0.0094,2254.2844,23,21,2254.2844,          0 1 2,          0 0 0, 11  9  3      , 10  8  2      ,0.0322,0.34,-0.02741,0,0.271320734,0.34,0,0,0,1,0,0,0.298,0.34,-0.02741,0,0.22,0.34,0,0,0,1,0,0,0
12387956,1,1,9472.3713,9.55E-28,0.0094,2254.2837,69,63,2254.2837,          0 1 2,          0 0 0, 11  9  2      , 10  8  3      ,0.0322,0.34,-0.02741,0,0.271320734,0.34,0,0,0,1,0,0,0.298,0.34,-0.02741,0,0.22,0.34,0,0,0,1,0,0,0
11190292,1,4,9472.407306,1.63E-29,0.0005526,15.5082,6,18,15.5082,          2 3 0,          0 0 0,  0  0  0      ,  1  0  1      ,0.1043,0.79,-0.009584,0,0.084519182,0.79,0,0,0,1,0,0,0.44,0.79,-0.009584,0,0.07,0.79,0,0,0,1,0,0,0
11190293,1,2,9472.419499,6.54E-29,0.0005313,916.2576,63,57,916.2576,          0 1 2,          0 0 0, 10  3  8      ,  9  0  9      ,0.0582,0.53,-0.00704,0,0.185307786,0.53,0,0,0,1,0,0,0.305,0.53,-0.00704,0,0.156666667,0.53,0,0,0,1,0,0,0
12387959,1,1,9472.577352,1.28E-28,0.0002445,1899.0082,63,69,1899.0082,          0 4 1,          0 0 0, 10  2  8      , 11  4  7      ,0.0812,0.71,-0.02171,0,0.119216686,0.71,0,0,0,1,0,0,0.281,0.71,-0.02171,0,0.096666667,0.71,0,0,0,1,0,0,0
12387961,1,1,9474.028063,4.15E-28,7.57E-06,842.3566,39,45,842.3566,          0 6 0,          0 0 0,  6  4  3      ,  7  3  4      ,0.0826,0.74,-0.00171,0,0.106883925,0.74,0,0,0,1,0,0,0.352,0.74,-0.00171,0,0.086666667,0.74,0,0,0,1,0,0,0
12387963,1,1,9474.219277,3.27E-29,5.66E-06,1045.0583,11,13,1045.0583,          0 6 0,          0 0 0,  5  5  1      ,  6  6  0      ,0.0272,0.29,-0.0175,0,0.291875335,0.29,0,0,0,1,0,0,0.371,0.29,-0.0175,0,0.236666667,0.29,0,0,0,1,0,0,0
12387964,1,1,9474.22036,9.82E-29,5.66E-06,1045.058,33,39,1045.058,          0 6 0,          0 0 0,  5  5  0      ,  6  6  1      ,0.0272,0.29,-0.01748,0,0.291875335,0.29,0,0,0,1,0,0,0.371,0.29,-0.01748,0,0.236666667,0.29,0,0,0,1,0,0,0
12387965,1,1,9474.264838,3.14E-29,0.001186,2512.2829,63,57,2512.2829,          0 2 2,          0 1 0, 10  3  8      ,  9  0  9      ,0.0582,0.53,-0.00704,0,0.19321325,0.53,0,0,0,1,0,0,0.315,0.53,-0.00704,0,0.156666667,0.53,0,0,0,1,0,0,0
12387967,1,1,9474.680721,1.31E-28,0.001833,1907.4513,9,7,1907.4513,          0 0 3,          0 1 0,  4  3  2      ,  3  3  1      ,0.0844,0.69,-0.0115,0,0.127438526,0.69,0,0,0,1,0,0,0.434,0.69,-0.0115,0,0.103333333,0.69,0,0,0,1,0,0,0
12387968,1,1,9474.778562,3.51E-29,0.001853,2660.9448,93,99,2660.9448,          0 4 1,          0 0 0, 15  1 15      , 16  1 16      ,0.0116,-0.15,-0.02021,0,0.472755824,-0.15,0,0,0,1,0,0,0.208,-0.15,-0.02021,0,0.383333333,-0.15,0,0,0,1,0,0,0
11190305,1,4,9474.803589,1.50E-29,0.0001068,221.9462,78,66,221.9462,          0 7 0,          0 0 0,  6  2  4      ,  5  0  5      ,0.0883,0.79,-0.004697,0,0.084519182,0.79,0,0,0,1,0,0,0.431,0.79,-0.004697,0,0.07,0.79,0,0,0,1,0,0,0
12387969,1,1,9474.875645,2.88E-29,1.31E-07,586.2435,45,45,586.2435,          0 1 2,          0 0 0,  7  5  2      ,  7  0  7      ,0.0813,0.69,-0.00055,0,0.127438526,0.69,0,0,0,1,0,0,0.352,0.69,-0.00055,0,0.103333333,0.69,0,0,0,1,0,0,0
12387970,1,1,9474.987645,3.79E-27,2.61E-05,416.2087,13,11,416.2087,          0 1 2,          0 0 0,  6  5  1      ,  5  2  4      ,0.0821,0.69,-0.00219,0,0.127438526,0.69,0,0,0,1,0,0,0.391,0.69,-0.00219,0,0.103333333,0.69,0,0,0,1,0,0,0
12387971,1,1,9475.148691,1.10E-28,0.0003392,1821.5967,27,27,1821.5967,          0 0 3,          0 1 0,  4  1  3      ,  4  1  4      ,0.0971,0.74,-0.01058,0,0.106883925,0.74,0,0,0,1,0,0,0.412,0.74,-0.01058,0,0.086666667,0.74,0,0,0,1,0,0,0
11190309,1,4,9475.156779,1.84E-28,0.001986,233.0513,54,42,233.0513,          3 1 0,          0 0 0,  4  4  1      ,  3  3  0      ,0.0853,0.79,-0.02386,0,0.084519182,0.79,0,0,0,1,0,0,0.586,0.79,-0.02386,0,0.07,0.79,0,0,0,1,0,0,0
11190310,1,4,9475.185286,1.84E-28,0.001986,233.0238,54,42,233.0238,          3 1 0,          0 0 0,  4  4  0      ,  3  3  1      ,0.084,0.79,-0.02335,0,0.084519182,0.79,0,0,0,1,0,0,0.285,0.79,-0.02335,0,0.07,0.79,0,0,0,1,0,0,0
11190311,1,4,9475.374977,1.12E-29,0.000116,265.2363,66,66,265.2363,          2 3 0,          0 0 0,  5  2  3      ,  5  1  4      ,0.1032,0.79,3.00E-05,0,0.084519182,0.79,0,0,0,1,0,0,1.05,0.79,3.00E-05,0,0.07,0.79,0,0,0,1,0,0,0
12387972,1,1,9475.644462,8.98E-29,0.008056,2756.4153,87,81,2756.4153,         -2-2-2,          0 0 0, 14 -4 -4      , 13  6  7      ,0.043,0.36,-0.010118,0,0.263098893,0.36,0,0,0,1,0,0,0.25,0.36,-0.010118,0,0.213333333,0.36,0,0,0,1,0,0,0
12387974,1,1,9476.037985,1.43E-29,0.01651,3266.7643,81,75,3266.7643,         -2-2-2,          0 0 0, 13 11  2      , 12 10  3      ,0.0464,0.37,-0.010118,0,0.258987973,0.37,0,0,0,1,0,0,0.265,0.37,-0.010118,0,0.21,0.37,0,0,0,1,0,0,0
12387977,1,1,9476.508104,2.70E-27,0.0001749,1201.9215,63,57,1201.9215,          1 1 1,          0 0 0, 10  6  4      ,  9  2  7      ,0.0709,0.65,-0.009411,0,0.143882207,0.65,0,0,0,1,0,0,0.315,0.65,-0.009411,0,0.116666667,0.65,0,0,0,1,0,0,0
12387978,1,1,9476.56843,3.84E-28,0.001793,1907.6157,27,21,1907.6157,          0 0 3,          0 1 0,  4  3  1      ,  3  3  0      ,0.0866,0.71,-0.01042,0,0.119216686,0.71,0,0,0,1,0,0,0.434,0.71,-0.01042,0,0.096666667,0.71,0,0,0,1,0,0,0
12387980,1,1,9476.597682,2.04E-29,6.12E-05,2042.3106,81,81,2042.3106,          0 1 2,          0 0 0, 13  4  9      , 13  1 12      ,0.0668,0.65,-0.01389,0,0.143882207,0.65,0,0,0,1,0,0,0.25,0.65,-0.01389,0,0.116666667,0.65,0,0,0,1,0,0,0
12387982,1,1,9476.858117,2.51E-28,0.002627,2327.914,93,87,2327.914,         -2-2-2,          0 0 0, 15 -4 -4      , 14  2 13      ,0.0398,0.36,-0.010119,0,0.263098893,0.36,0,0,0,1,0,0,0.235,0.36,-0.010119,0,0.213333333,0.36,0,0,0,1,0,0,0
11190323,1,4,9477.129705,1.33E-29,0.0001128,182.9835,54,54,182.9835,          2 3 0,          0 0 0,  4  2  2      ,  4  1  3      ,0.107,0.79,0.00201,0,0.084519182,0.79,0,0,0,1,0,0,0.513,0.79,0.00201,0,0.07,0.79,0,0,0,1,0,0,0
11190324,1,4,9477.133329,3.60E-29,0.0003381,308.6157,90,78,308.6157,          1 5 0,          0 0 0,  7  1  7      ,  6  1  6      ,0.0845,0.79,-0.014245,0,0.084519182,0.79,0,0,0,1,0,0,0.394,0.79,-0.014245,0,0.07,0.79,0,0,0,1,0,0,0
12387983,1,1,9477.246923,2.91E-29,7.69E-05,1774.6163,25,25,1774.6163,         -2-2-2,          0 0 0, 12  0 12      , 12  1 11      ,0.0464,0.39,-0.010119,0,0.250766132,0.39,0,0,0,1,0,0,0.265,0.39,-0.010119,0,0.203333333,0.39,0,0,0,1,0,0,0
12387985,1,1,9477.29545,4.24E-28,0.01313,2551.4835,93,87,2551.4835,          1 1 1,          0 0 0, 15  5 11      , 14  3 12      ,0.0335,0.31,-0.00112,0,0.283653494,0.31,0,0,0,1,0,0,0.235,0.31,-0.00112,0,0.23,0.31,0,0,0,1,0,0,0
12387986,1,1,9477.399494,2.30E-27,2.77E-05,586.4792,17,15,586.4792,          1 1 1,          0 0 0,  8  5  4      ,  7  1  7      ,0.0787,0.68,-0.015448,0,0.131549447,0.68,0,0,0,1,0,0,0.352,0.68,-0.015448,0,0.106666667,0.68,0,0,0,1,0,0,0
12387991,1,1,9477.739108,8.27E-29,3.00E-07,382.5169,21,27,382.5169,          1 4 0,          0 0 0,  3  0  3      ,  4  3  2      ,0.096,0.74,-0.01934,0,0.106883925,0.74,0,0,0,1,0,0,0.412,0.74,-0.01934,0,0.086666667,0.74,0,0,0,1,0,0,0
12387993,1,1,9477.810961,6.40E-28,0.0181,2471.2551,69,63,2471.2551,         -2-2-2,          0 0 0, 11 10  1      , 10  9  2      ,0.054,0.41,-0.010119,0,0.242544292,0.41,0,0,0,1,0,0,0.298,0.41,-0.010119,0,0.196666667,0.41,0,0,0,1,0,0,0
12387994,1,1,9477.811161,2.13E-28,0.0181,2471.2553,23,21,2471.2553,         -2-2-2,          0 0 0, 11 10  2      , 10  9  1      ,0.054,0.41,-0.010119,0,0.242544292,0.41,0,0,0,1,0,0,0.298,0.41,-0.010119,0,0.196666667,0.41,0,0,0,1,0,0,0
12387995,1,1,9478.179531,1.26E-28,1.21E-05,1282.9191,63,57,1282.9191,          0 3 1,          0 0 0, 10  7  3      ,  9  3  6      ,0.0767,0.69,-0.00503,0,0.127438526,0.69,0,0,0,1,0,0,0.315,0.69,-0.00503,0,0.103333333,0.69,0,0,0,1,0,0,0
11190339,1,4,9478.209718,2.91E-29,0.0003808,403.1615,102,90,403.1615,          1 5 0,          0 0 0,  8  0  8      ,  7  0  7      ,0.0801,0.79,-0.01601,0,0.084519182,0.79,0,0,0,1,0,0,0.445,0.79,-0.01601,0,0.07,0.79,0,0,0,1,0,0,0
12387998,1,1,9478.309403,1.07E-28,1.28E-05,1080.3854,19,19,1080.3854,          0 6 0,          0 0 0,  9  3  7      ,  9  2  8      ,0.0509,0.47,-0.03612,0,0.217878771,0.47,0,0,0,1,0,0,0.315,0.47,-0.03612,0,0.176666667,0.47,0,0,0,1,0,0,0
12387999,1,1,9478.447664,1.40E-28,0.0001235,1718.7188,57,63,1718.7188,          0 4 1,          0 0 0,  9  3  7      , 10  5  6      ,0.0628,0.58,-0.03812,0,0.172658649,0.58,0,0,0,1,0,0,0.298,0.58,-0.03812,0,0.14,0.58,0,0,0,1,0,0,0
11190343,1,4,9478.7203,4.89E-29,0.0006645,384.8756,90,78,384.8756,          3 1 0,          0 0 0,  7  3  4      ,  6  2  5      ,0.0966,0.79,-0.00658,0,0.084519182,0.79,0,0,0,1,0,0,0.468,0.79,-0.00658,0,0.07,0.79,0,0,0,1,0,0,0
12388000,1,1,9478.827177,1.32E-29,3.46E-06,1524.8479,75,69,1524.8479,          0 6 0,          0 0 0, 12  2 11      , 11  1 10      ,0.0228,0.1,-0.01072,0,0.369982818,0.1,0,0,0,1,0,0,0.281,0.1,-0.01072,0,0.3,0.1,0,0,0,1,0,0,0
12388001,1,1,9478.832945,2.44E-29,0.003199,2724.167,51,45,2724.167,          0 0 3,          0 1 0,  8  5  3      ,  7  5  2      ,0.0655,0.59,-0.02003,0,0.168547728,0.59,0,0,0,1,0,0,0.352,0.59,-0.02003,0,0.136666667,0.59,0,0,0,1,0,0,0
