trans_id,molec_id,local_iso_id,nu,sw,a,elower,gp,gpp,elower,global_upper_quanta,global_lower_quanta,local_upper_quanta,local_lower_quanta,gamma0_air,n_gamma0_air,delta0_air,n_delta0_air,SD_gamma_air,n_gamma2_air,SD_delta_air,n_delta2_air,nuVC_air,n_nuVC_air,eta_air,y_air_296,gamma0_self,n_gamma0_self,delta0_self,n_delta0_self,SD_gamma_self,n_gamma2_self,SD_delta_self,n_delta2_self,nuVC_self,n_nuVC_self,eta_self,y_self,n_y_self
12385817,1,1,9222.533138,5.19E-28,0.008792,2337.6667,57,51,2337.6667,          1 2 1,          0 1 0,  9  3  7      ,  8  1  8      ,0.0648,0.57,-0.010409,0,0.176769569,0.57,0,0,0,1,0,0,0.333,0.57,-0.010409,0,0.143333333,0.57,0,0,0,1,0,0,0
12385818,1,1,9222.579018,2.03E-28,0.001787,2275.3729,81,75,2275.3729,          1 4 0,          0 0 0, 13  0 13      , 12  5  8      ,0.0615,0.63,-0.02457,0,0.152104048,0.63,0,0,0,1,0,0,0.265,0.63,-0.02457,0,0.123333333,0.63,0,0,0,1,0,0,0
12385819,1,1,9222.740193,4.97E-28,0.002713,2144.0463,69,69,2144.0463,          1 1 1,          0 0 0, 11  8  4      , 11  6  5      ,0.0499,0.51,-0.04,0,0.20143509,0.51,0,0,0,1,0,0,0.281,0.51,-0.04,0,0.163333333,0.51,0,0,0,1,0,0,0
11187146,1,2,9222.80352,4.75E-29,0.002009,1246.3684,57,51,1246.3684,          0 3 1,          0 0 0,  9  7  3      ,  8  5  4      ,0.0542,0.54,-0.01998,0,0.181365067,0.54,0,0,0,1,0,0,0.373,0.54,-0.01998,0,0.153333333,0.54,0,0,0,1,0,0,0
11187147,1,4,9222.926096,4.35E-29,0.0002923,221.9462,78,66,221.9462,          0 7 0,          0 0 0,  6  1  6      ,  5  0  5      ,0.0836,0.79,-0.00776,0,0.084519182,0.79,0,0,0,1,0,0,0.569,0.79,-0.00776,0,0.07,0.79,0,0,0,1,0,0,0
12385821,1,1,9223.090303,5.84E-28,0.001543,2042.3106,87,81,2042.3106,          0 1 2,          0 0 0, 14  2 13      , 13  1 12      ,0.0216,0.11,-0.02807,0,0.365871898,0.11,0,0,0,1,0,0,0.25,0.11,-0.02807,0,0.296666667,0.11,0,0,0,1,0,0,0
12385822,1,1,9223.09149,3.17E-29,0.003929,2724.167,51,45,2724.167,          0 4 1,          0 1 0,  8  7  1      ,  7  5  2      ,0.0543,0.55,-0.02075,0,0.184991409,0.55,0,0,0,1,0,0,0.352,0.55,-0.02075,0,0.15,0.55,0,0,0,1,0,0,0
11187152,1,4,9223.165716,2.57E-28,0.002334,156.3823,42,54,156.3823,          3 1 0,          0 0 0,  3  0  3      ,  4  1  4      ,0.1062,0.79,-0.02207,0,0.084519182,0.79,0,0,0,1,0,0,0.64,0.79,-0.02207,0,0.07,0.79,0,0,0,1,0,0,0
11187153,1,4,9223.176464,2.05E-29,0.0002896,374.41,78,66,374.41,          0 4 1,          0 0 0,  6  3  3      ,  5  3  2      ,0.0948,0.79,-0.00479,0,0.084519182,0.79,0,0,0,1,0,0,0.41,0.79,-0.00479,0,0.07,0.79,0,0,0,1,0,0,0
12385824,1,1,9223.207095,1.23E-27,0.0003532,1293.0181,21,21,1293.0181,          1 1 1,          0 0 0, 10  5  6      , 10  1  9      ,0.0616,0.58,-0.021612,0,0.172658649,0.58,0,0,0,1,0,0,0.298,0.58,-0.021612,0,0.14,0.58,0,0,0,1,0,0,0
12385825,1,1,9223.21709,1.06E-29,0.00392,2724.0414,17,15,2724.0414,          0 4 1,          0 1 0,  8  7  2      ,  7  5  3      ,0.0535,0.54,-0.02055,0,0.189102329,0.54,0,0,0,1,0,0,0.352,0.54,-0.02055,0,0.153333333,0.54,0,0,0,1,0,0,0
12385826,1,1,9223.312118,6.21E-28,0.005466,2275.3729,81,75,2275.3729,         -2-2-2,          0 0 0, 13 -3 -3      , 12  5  8      ,0.0464,0.37,-0.009997,0,0.258987973,0.37,0,0,0,1,0,0,0.265,0.37,-0.009997,0,0.21,0.37,0,0,0,1,0,0,0
11187157,1,4,9223.341787,4.78E-28,0.004946,182.9835,42,54,182.9835,          3 1 0,          0 0 0,  3  1  2      ,  4  1  3      ,0.0925,0.79,-0.014236,0,0.084519182,0.79,0,0,0,1,0,0,0.48,0.79,-0.014236,0,0.07,0.79,0,0,0,1,0,0,0
12385827,1,1,9223.370141,1.48E-29,5.37E-05,1908.0162,33,27,1908.0162,          2 2 0,          0 1 0,  5  5  0      ,  4  2  3      ,0.0857,0.71,-0.00324,0,0.119216686,0.71,0,0,0,1,0,0,0.412,0.71,-0.00324,0,0.096666667,0.71,0,0,0,1,0,0,0
12385828,1,1,9223.379807,4.15E-29,7.15E-07,920.1684,57,57,920.1684,          0 6 0,          0 0 0,  9  1  8      ,  9  0  9      ,0.047,0.4,-0.00506,0,0.246655212,0.4,0,0,0,1,0,0,0.315,0.4,-0.00506,0,0.2,0.4,0,0,0,1,0,0,0
11187160,1,4,9223.558405,2.71E-28,0.005272,469.6636,90,78,469.6636,          2 0 1,          0 0 0,  7  4  4      ,  6  3  3      ,0.0845,0.79,-0.01202,0,0.084519182,0.79,0,0,0,1,0,0,0.565,0.79,-0.01202,0,0.07,0.79,0,0,0,1,0,0,0
11187161,1,4,9223.59317,1.99E-29,0.0002654,362.5072,78,78,362.5072,          3 1 0,          0 0 0,  6  1  6      ,  6  1  5      ,0.0845,0.79,-0.020811,0,0.084519182,0.79,0,0,0,1,0,0,0.394,0.79,-0.020811,0,0.07,0.79,0,0,0,1,0,0,0
12385829,1,1,9223.662197,1.33E-26,0.0005318,1114.5499,63,63,1114.5499,          1 1 1,          0 0 0, 10  3  7      , 10  1 10      ,0.0764,0.66,-0.01088,0,0.139771287,0.66,0,0,0,1,0,0,0.282,0.66,-0.01088,0,0.113333333,0.66,0,0,0,1,0,0,0
12385831,1,1,9223.961435,8.62E-29,8.26E-06,1293.6341,63,63,1293.6341,          0 3 1,          0 0 0, 10  6  4      , 10  2  9      ,0.0629,0.61,-0.014519,0,0.160325888,0.61,0,0,0,1,0,0,0.298,0.61,-0.014519,0,0.13,0.61,0,0,0,1,0,0,0
12385832,1,1,9224.076184,1.93E-29,3.63E-05,1731.8966,27,21,1731.8966,          3 0 0,          0 1 0,  4  3  2      ,  3  0  3      ,0.0957,0.73,-0.00406,0,0.110994846,0.73,0,0,0,1,0,0,0.434,0.73,-0.00406,0,0.09,0.73,0,0,0,1,0,0,0
12385833,1,1,9224.183299,1.56E-29,0.0005051,2358.3018,33,31,2358.3018,         -2-2-2,          0 0 0, 16 -1 -1      , 15  1 15      ,0.0368,0.38,-0.009997,0,0.254877053,0.38,0,0,0,1,0,0,0.221,0.38,-0.009997,0,0.206666667,0.38,0,0,0,1,0,0,0
12385834,1,1,9224.187961,1.65E-28,0.002687,2142.5977,23,23,2142.5977,          1 1 1,          0 0 0, 11  8  3      , 11  6  6      ,0.0477,0.49,-0.03991,0,0.20965693,0.49,0,0,0,1,0,0,0.281,0.49,-0.03991,0,0.17,0.49,0,0,0,1,0,0,0
12385835,1,1,9224.245693,1.39E-24,0.008138,648.9787,45,39,648.9787,          1 1 1,          0 0 0,  7  5  3      ,  6  3  4      ,0.075,0.62,-0.01253,0,0.156214968,0.62,0,0,0,1,0,0,0.371,0.62,-0.01253,0,0.126666667,0.62,0,0,0,1,0,0,0
12385836,1,1,9224.298544,3.43E-29,0.02746,3244.6007,99,93,3244.6007,          0 3 1,          0 0 0, 16  6 10      , 15  4 11      ,0.0699,0.67,-0.02,0,0.135660367,0.67,0,0,0,1,0,0,0.221,0.67,-0.02,0,0.11,0.67,0,0,0,1,0,0,0
11187171,1,4,9224.511068,5.97E-29,0.000746,221.8362,42,54,221.8362,          0 7 0,          0 0 0,  3  2  1      ,  4  2  2      ,0.0925,0.79,-0.006795,0,0.084519182,0.79,0,0,0,1,0,0,0.575,0.79,-0.006795,0,0.07,0.79,0,0,0,1,0,0,0
12385838,1,1,9224.660805,1.44E-25,0.008858,1201.9215,63,57,1201.9215,          0 1 2,          0 0 0, 10  3  8      ,  9  2  7      ,0.0639,0.56,-0.006003,0,0.180880489,0.56,0,0,0,1,0,0,0.349,0.56,-0.006003,0,0.146666667,0.56,0,0,0,1,0,0,0
11187173,1,4,9224.775774,5.81E-28,0.003261,150.1563,66,54,150.1563,          1 2 1,          0 0 0,  5  0  5      ,  4  0  4      ,0.0969,0.79,-0.00287,0,0.084519182,0.79,0,0,0,1,0,0,0.518,0.79,-0.00287,0,0.07,0.79,0,0,0,1,0,0,0
12385839,1,1,9224.802074,8.27E-26,0.0006328,704.2141,45,45,704.2141,          0 1 2,          0 0 0,  7  4  3      ,  7  1  6      ,0.083,0.7,-0.006233,0,0.123327606,0.7,0,0,0,1,0,0,0.358,0.7,-0.006233,0,0.1,0.7,0,0,0,1,0,0,0
11187175,1,2,9224.827012,3.97E-29,4.34E-05,445.3462,45,39,445.3462,          2 1 0,          0 0 0,  7  4  3      ,  6  1  6      ,0.0855,0.71,0.00202,0,0.114338846,0.71,0,0,0,1,0,0,0.4,0.71,0.00202,0,0.096666667,0.71,0,0,0,1,0,0,0
12385840,1,1,9224.858033,8.63E-28,0.007857,2161.2859,45,39,2161.2859,          0 2 2,          0 1 0,  7  3  4      ,  6  2  5      ,0.0878,0.72,-0.00055,0,0.115105766,0.72,0,0,0,1,0,0,0.371,0.72,-0.00055,0,0.093333333,0.72,0,0,0,1,0,0,0
12385841,1,1,9224.985755,6.25E-29,0.0042,2282.5895,11,13,2282.5895,          0 0 3,          0 1 0,  5  3  2      ,  6  3  3      ,0.0913,0.74,-0.01283,0,0.106883925,0.74,0,0,0,1,0,0,0.371,0.74,-0.01283,0,0.086666667,0.74,0,0,0,1,0,0,0
12385842,1,1,9225.093889,3.97E-28,0.003145,2042.3741,29,27,2042.3741,          0 1 2,          0 0 0, 14  1 13      , 13  2 12      ,0.0216,0.11,-0.02832,0,0.365871898,0.11,0,0,0,1,0,0,0.25,0.11,-0.02832,0,0.296666667,0.11,0,0,0,1,0,0,0
11187179,1,4,9225.177116,1.49E-29,7.67E-05,91.3303,54,42,91.3303,          1 2 1,          0 0 0,  4  1  4      ,  3  0  3      ,0.0954,0.79,-0.006594,0,0.084519182,0.79,0,0,0,1,0,0,0.37,0.79,-0.006594,0,0.07,0.79,0,0,0,1,0,0,0
12385845,1,1,9225.366525,1.46E-28,5.19E-05,1581.336,69,63,1581.336,          0 5 0,          0 0 0, 11  7  4      , 10  4  7      ,0.0589,0.62,-0.00675,0,0.156214968,0.62,0,0,0,1,0,0,0.298,0.62,-0.00675,0,0.126666667,0.62,0,0,0,1,0,0,0
11187183,1,3,9225.39503,3.00E-28,0.005247,415.128,78,66,415.128,          0 1 2,          0 0 0,  6  3  3      ,  5  2  4      ,0.0891,0.72,-0.00036,0,0.112696845,0.72,0,0,0,1,0,0,0.447,0.72,-0.00036,0,0.093333333,0.72,0,0,0,1,0,0,0
11187186,1,4,9225.51198,1.16E-29,8.04E-05,100.3909,42,42,100.3909,          1 2 1,          0 0 0,  3  2  2      ,  3  1  3      ,0.0954,0.79,-0.008844,0,0.084519182,0.79,0,0,0,1,0,0,0.448,0.79,-0.008844,0,0.07,0.79,0,0,0,1,0,0,0
11187187,1,4,9225.545773,1.17E-29,0.0001663,404.4457,90,90,404.4457,          1 2 1,          0 0 0,  7  1  6      ,  7  1  7      ,0.0786,0.79,-0.02664,0,0.084519182,0.79,0,0,0,1,0,0,0.378,0.79,-0.02664,0,0.07,0.79,0,0,0,1,0,0,0
11187188,1,2,9225.586078,3.64E-29,7.79E-05,583.7778,45,45,583.7778,          2 1 0,          0 0 0,  7  5  2      ,  7  0  7      ,0.0813,0.69,-0.00086,0,0.122224284,0.69,0,0,0,1,0,0,0.385,0.69,-0.00086,0,0.103333333,0.69,0,0,0,1,0,0,0
11187189,1,4,9225.753542,9.25E-29,0.0008783,217.0419,54,54,217.0419,          3 1 0,          0 0 0,  4  1  4      ,  4  2  3      ,0.1017,0.79,-0.02337,0,0.084519182,0.79,0,0,0,1,0,0,0.432,0.79,-0.02337,0,0.07,0.79,0,0,0,1,0,0,0
12385850,1,1,9225.980147,4.02E-28,0.001954,1875.4618,21,21,1875.4618,          1 1 1,          0 0 0, 10  8  3      , 10  6  4      ,0.0508,0.54,-0.04,0,0.189102329,0.54,0,0,0,1,0,0,0.298,0.54,-0.04,0,0.153333333,0.54,0,0,0,1,0,0,0
11187193,1,4,9226.025287,2.69E-28,0.005181,467.5145,90,78,467.5145,          2 0 1,          0 0 0,  7  4  3      ,  6  3  4      ,0.0845,0.79,-0.01727,0,0.084519182,0.79,0,0,0,1,0,0,0.429,0.79,-0.01727,0,0.07,0.79,0,0,0,1,0,0,0
11187194,1,4,9226.070511,1.02E-29,0.0001041,308.6157,78,78,308.6157,          0 7 0,          0 0 0,  6  1  5      ,  6  1  6      ,0.0845,0.79,-0.009648,0,0.084519182,0.79,0,0,0,1,0,0,0.394,0.79,-0.009648,0,0.07,0.79,0,0,0,1,0,0,0
11187195,1,3,9226.096039,8.86E-29,0.0003328,324.6609,234,198,324.6609,          1 1 1,          0 0 0,  6  4  2      ,  5  0  5      ,0.0947,0.71,0.00848,0,0.116721733,0.71,0,0,0,1,0,0,0.44,0.71,0.00848,0,0.096666667,0.71,0,0,0,1,0,0,0
12385853,1,1,9226.217944,6.35E-28,0.02211,2462.8752,51,45,2462.8752,          0 2 2,          0 1 0,  8  4  5      ,  7  3  4      ,0.0852,0.72,-0.01219,0,0.115105766,0.72,0,0,0,1,0,0,0.352,0.72,-0.01219,0,0.093333333,0.72,0,0,0,1,0,0,0
11187200,1,4,9226.343382,4.73E-28,0.002734,156.3823,66,54,156.3823,          1 2 1,          0 0 0,  5  1  5      ,  4  1  4      ,0.0945,0.79,-0.0066,0,0.084519182,0.79,0,0,0,1,0,0,0.493,0.79,-0.0066,0,0.07,0.79,0,0,0,1,0,0,0
12385855,1,1,9226.468461,1.20E-27,0.001947,1874.973,63,63,1874.973,          1 1 1,          0 0 0, 10  8  2      , 10  6  5      ,0.0498,0.53,-0.03885,0,0.19321325,0.53,0,0,0,1,0,0,0.298,0.53,-0.03885,0,0.156666667,0.53,0,0,0,1,0,0,0
12385856,1,1,9226.561497,1.42E-27,0.004948,1843.0296,25,23,1843.0296,          0 3 1,          0 0 0, 12  6  7      , 11  4  8      ,0.0499,0.47,-0.00624,0,0.217878771,0.47,0,0,0,1,0,0,0.281,0.47,-0.00624,0,0.176666667,0.47,0,0,0,1,0,0,0
12385857,1,1,9226.608552,6.94E-29,0.0002046,1772.4134,21,21,1772.4134,          1 0 2,          0 1 0,  3  0  3      ,  3  1  2      ,0.1019,0.75,-0.01608,0,0.102773005,0.75,0,0,0,1,0,0,0.434,0.75,-0.01608,0,0.083333333,0.75,0,0,0,1,0,0,0
12385859,1,1,9226.809634,4.05E-27,0.002144,1437.9686,23,21,1437.9686,          0 1 2,          0 0 0, 11  3  9      , 10  2  8      ,0.0521,0.47,-0.00111,0,0.217878771,0.47,0,0,0,1,0,0,0.4,0.47,-0.00111,0,0.176666667,0.47,0,0,0,1,0,0,0
12385860,1,1,9226.831055,4.06E-28,0.006622,2251.8624,39,33,2251.8624,          1 0 2,          0 1 0,  6  3  4      ,  5  4  1      ,0.0783,0.66,-0.02078,0,0.139771287,0.66,0,0,0,1,0,0,0.391,0.66,-0.02078,0,0.113333333,0.66,0,0,0,1,0,0,0
11187207,1,2,9226.835701,1.41E-28,0.0003869,604.7928,39,33,604.7928,          1 1 1,          0 0 0,  6  6  0      ,  5  4  1      ,0.0772,0.65,-0.017,0,0.137995159,0.65,0,0,0,1,0,0,0.349,0.65,-0.017,0,0.116666667,0.65,0,0,0,1,0,0,0
11187208,1,4,9226.87695,1.07E-29,0.0004483,653.0887,102,102,653.0887,          3 1 0,          0 0 0,  8  2  7      ,  8  2  6      ,0.0591,0.79,-0.014629,0,0.084519182,0.79,0,0,0,1,0,0,0.937,0.79,-0.014629,0,0.07,0.79,0,0,0,1,0,0,0
11187210,1,4,9227.029675,7.66E-29,0.001904,520.1235,90,90,520.1235,          3 1 0,          0 0 0,  7  1  6      ,  7  2  5      ,0.0935,0.79,-0.02009,0,0.084519182,0.79,0,0,0,1,0,0,0.681,0.79,-0.02009,0,0.07,0.79,0,0,0,1,0,0,0
11187211,1,2,9227.079975,4.75E-29,0.0003897,604.5441,13,11,604.5441,          1 1 1,          0 0 0,  6  6  1      ,  5  4  2      ,0.0663,0.64,-0.02946,0,0.141937878,0.64,0,0,0,1,0,0,0.174,0.64,-0.02946,0,0.12,0.64,0,0,0,1,0,0,0
12385862,1,1,9227.433945,1.49E-28,0.000254,1695.0686,25,23,1695.0686,          0 1 2,          0 0 0, 12  2 10      , 11  3  9      ,0.044,0.41,-0.033,0,0.242544292,0.41,0,0,0,1,0,0,0.281,0.41,-0.033,0,0.196666667,0.41,0,0,0,1,0,0,0
12385863,1,1,9227.50879,4.16E-27,3.15E-05,446.6966,13,13,446.6966,          2 1 0,          0 0 0,  6  5  1      ,  6  0  6      ,0.0854,0.71,-1.00E-05,0,0.119216686,0.71,0,0,0,1,0,0,0.371,0.71,-1.00E-05,0,0.096666667,0.71,0,0,0,1,0,0,0
12385864,1,1,9227.539875,9.36E-26,0.0002361,446.5107,39,33,446.5107,          2 1 0,          0 0 0,  6  5  2      ,  5  2  3      ,0.0883,0.74,-0.00546,0,0.106883925,0.74,0,0,0,1,0,0,0.4,0.74,-0.00546,0,0.086666667,0.74,0,0,0,1,0,0,0
11187215,1,2,9227.606325,8.21E-29,0.000267,414.1681,13,11,414.1681,          2 1 0,          0 0 0,  6  5  1      ,  5  2  4      ,0.0821,0.69,-0.00249,0,0.122224284,0.69,0,0,0,1,0,0,0.404,0.69,-0.00249,0,0.103333333,0.69,0,0,0,1,0,0,0
12385865,1,1,9227.691763,2.43E-24,0.01606,383.8425,11,9,383.8425,          0 1 2,          0 0 0,  5  4  2      ,  4  3  1      ,0.0863,0.69,-0.01276,0,0.127438526,0.69,0,0,0,1,0,0,0.356,0.69,-0.01276,0,0.103333333,0.69,0,0,0,1,0,0,0
12385866,1,1,9227.71173,1.44E-27,0.0225,2271.7121,45,39,2271.7121,          0 2 2,          0 1 0,  7  4  3      ,  6  3  4      ,0.0797,0.68,-0.00425,0,0.131549447,0.68,0,0,0,1,0,0,0.371,0.68,-0.00425,0,0.106666667,0.68,0,0,0,1,0,0,0
12385867,1,1,9227.719874,2.18E-27,0.001194,1631.383,57,57,1631.383,          1 1 1,          0 0 0,  9  8  2      ,  9  6  3      ,0.0522,0.57,-0.03564,0,0.176769569,0.57,0,0,0,1,0,0,0.315,0.57,-0.03564,0,0.143333333,0.57,0,0,0,1,0,0,0
11187219,1,3,9227.727271,1.61E-28,0.0003502,136.5376,162,126,136.5376,          0 1 2,          0 0 0,  4  3  2      ,  3  0  3      ,0.1099,0.73,0.00764,0,0.108671958,0.73,0,0,0,1,0,0,0.47,0.73,0.00764,0,0.09,0.73,0,0,0,1,0,0,0
11187220,1,3,9227.729595,1.19E-28,0.01072,1076.7993,378,342,1076.7993,          2 1 0,          0 0 0, 10  4  7      ,  9  1  8      ,0.0584,0.54,-0.011,0,0.185144817,0.54,0,0,0,1,0,0,0.312,0.54,-0.011,0,0.153333333,0.54,0,0,0,1,0,0,0
12385868,1,1,9227.85732,7.27E-28,0.001193,1631.2455,19,19,1631.2455,          1 1 1,          0 0 0,  9  8  1      ,  9  6  4      ,0.0518,0.57,-0.03536,0,0.176769569,0.57,0,0,0,1,0,0,0.315,0.57,-0.03536,0,0.143333333,0.57,0,0,0,1,0,0,0
11187222,1,4,9227.950182,5.31E-29,0.001814,480.2589,54,66,480.2589,          3 1 0,          0 0 0,  4  4  0      ,  5  4  1      ,0.0883,0.79,-0.020499,0,0.084519182,0.79,0,0,0,1,0,0,0.41,0.79,-0.020499,0,0.07,0.79,0,0,0,1,0,0,0
12385869,1,1,9227.954141,6.50E-29,0.0003814,1739.4836,9,7,1739.4836,          2 0 1,          0 1 0,  4  3  2      ,  3  1  3      ,0.0934,0.72,-0.012227,0,0.115105766,0.72,0,0,0,1,0,0,0.434,0.72,-0.012227,0,0.093333333,0.72,0,0,0,1,0,0,0
11187224,1,4,9227.965411,5.31E-29,0.001813,480.2426,54,66,480.2426,          3 1 0,          0 0 0,  4  4  1      ,  5  4  2      ,0.0883,0.79,-0.023551,0,0.084519182,0.79,0,0,0,1,0,0,0.609,0.79,-0.023551,0,0.07,0.79,0,0,0,1,0,0,0
12385870,1,1,9228.065523,3.63E-28,0.01778,2251.6952,13,11,2251.6952,          0 2 2,          0 1 0,  6  5  1      ,  5  4  2      ,0.0647,0.58,-0.02079,0,0.172658649,0.58,0,0,0,1,0,0,0.391,0.58,-0.02079,0,0.14,0.58,0,0,0,1,0,0,0
11187226,1,2,9228.135625,1.27E-27,0.01175,658.61,15,13,658.61,          0 1 2,          0 0 0,  7  4  4      ,  6  3  3      ,0.0862,0.72,-0.01244,0,0.110396128,0.72,0,0,0,1,0,0,0.405,0.72,-0.01244,0,0.093333333,0.72,0,0,0,1,0,0,0
12385874,1,1,9228.382678,6.83E-28,0.01116,2251.8624,39,33,2251.8624,          0 2 2,          0 1 0,  6  5  2      ,  5  4  1      ,0.0662,0.6,-0.02198,0,0.164436808,0.6,0,0,0,1,0,0,0.391,0.6,-0.02198,0,0.133333333,0.6,0,0,0,1,0,0,0
12385876,1,1,9228.41688,7.85E-28,0.0004951,1411.6419,17,17,1411.6419,          1 1 1,          0 0 0,  8  8  1      ,  8  6  2      ,0.055,0.63,-0.03519,0,0.152104048,0.63,0,0,0,1,0,0,0.333,0.63,-0.03519,0,0.123333333,0.63,0,0,0,1,0,0,0
12385877,1,1,9228.447321,2.35E-27,0.0004951,1411.6115,51,51,1411.6115,          1 1 1,          0 0 0,  8  8  0      ,  8  6  3      ,0.0549,0.63,-0.03515,0,0.152104048,0.63,0,0,0,1,0,0,0.333,0.63,-0.03515,0,0.123333333,0.63,0,0,0,1,0,0,0
11187234,1,4,9228.526043,8.57E-29,0.001046,217.0419,42,54,217.0419,          0 7 0,          0 0 0,  3  2  2      ,  4  2  3      ,0.0925,0.79,-0.006647,0,0.084519182,0.79,0,0,0,1,0,0,0.453,0.79,-0.006647,0,0.07,0.79,0,0,0,1,0,0,0
12385878,1,1,9228.620946,1.25E-28,0.002012,2414.7234,87,81,2414.7234,          1 3 0,          0 0 0, 14  6  9      , 13  3 10      ,0.0509,0.49,-0.02,0,0.20965693,0.49,0,0,0,1,0,0,0.25,0.49,-0.02,0,0.17,0.49,0,0,0,1,0,0,0
12385879,1,1,9228.626401,2.51E-29,0.003342,2512.3757,17,19,2512.3757,          0 0 3,          0 1 0,  8  1  8      ,  9  1  9      ,0.0573,0.5,-0.03115,0,0.20554601,0.5,0,0,0,1,0,0,0.315,0.5,-0.03115,0,0.166666667,0.5,0,0,0,1,0,0,0
12385880,1,1,9228.725776,7.55E-29,0.003347,2512.2829,51,57,2512.2829,          0 0 3,          0 1 0,  8  0  8      ,  9  0  9      ,0.0576,0.5,-0.03126,0,0.20554601,0.5,0,0,0,1,0,0,0.315,0.5,-0.03126,0,0.166666667,0.5,0,0,0,1,0,0,0
12385881,1,1,9228.735069,1.72E-28,0.003666,2271.7121,33,39,2271.7121,          0 0 3,          0 1 0,  5  3  3      ,  6  3  4      ,0.0818,0.68,-0.01512,0,0.131549447,0.68,0,0,0,1,0,0,0.371,0.68,-0.01512,0,0.106666667,0.68,0,0,0,1,0,0,0
12385883,1,1,9228.857533,2.30E-29,0.0008256,2512.2829,63,57,2512.2829,          2 2 0,          0 1 0, 10  3  8      ,  9  0  9      ,0.0584,0.53,-0.00759,0,0.19321325,0.53,0,0,0,1,0,0,0.315,0.53,-0.00759,0,0.156666667,0.53,0,0,0,1,0,0,0
12385884,1,1,9228.917454,1.13E-27,1.04E-06,42.3717,15,9,42.3717,          0 6 0,          0 0 0,  2  2  1      ,  1  1  0      ,0.0994,0.75,-0.0069,0,0.102773005,0.75,0,0,0,1,0,0,0.48,0.75,-0.0069,0,0.083333333,0.75,0,0,0,1,0,0,0
11187242,1,3,9229.006352,1.39E-27,0.01269,507.1743,234,198,507.1743,          0 1 2,          0 0 0,  6  4  3      ,  5  3  2      ,0.0851,0.71,-0.01168,0,0.116721733,0.71,0,0,0,1,0,0,0.38,0.71,-0.01168,0,0.096666667,0.71,0,0,0,1,0,0,0
12385886,1,1,9229.289509,7.35E-24,0.01605,382.5169,33,27,382.5169,          0 1 2,          0 0 0,  5  4  1      ,  4  3  2      ,0.0788,0.65,-0.01249,0,0.143882207,0.65,0,0,0,1,0,0,0.412,0.65,-0.01249,0,0.116666667,0.65,0,0,0,1,0,0,0
11187245,1,4,9229.39167,5.77E-28,0.005093,150.1563,42,54,150.1563,          3 1 0,          0 0 0,  3  0  3      ,  4  0  4      ,0.0925,0.79,-0.017617,0,0.084519182,0.79,0,0,0,1,0,0,0.495,0.79,-0.017617,0,0.07,0.79,0,0,0,1,0,0,0
12385887,1,1,9229.53125,4.62E-29,0.0001167,1806.6715,29,27,1806.6715,          0 6 0,          0 0 0, 14  0 14      , 13  1 13      ,0.0165,-0.03,-0.017708,0,0.423424781,-0.03,0,0,0,1,0,0,0.25,-0.03,-0.017708,0,0.343333333,-0.03,0,0,0,1,0,0,0
11187247,1,2,9229.616498,1.27E-29,7.90E-06,223.8285,27,27,223.8285,          0 1 2,          0 0 0,  4  4  1      ,  4  1  4      ,0.0925,0.72,0.00264,0,0.110396128,0.72,0,0,0,1,0,0,0.412,0.72,0.00264,0,0.093333333,0.72,0,0,0,1,0,0,0
12385888,1,1,9229.695967,1.99E-25,0.01941,1050.1577,19,17,1050.1577,          1 1 1,          0 0 0,  9  5  4      ,  8  3  5      ,0.0831,0.71,-0.01077,0,0.119216686,0.71,0,0,0,1,0,0,0.38,0.71,-0.01077,0,0.096666667,0.71,0,0,0,1,0,0,0
12385889,1,1,9229.820296,5.27E-29,0.001568,2327.8837,31,29,2327.8837,          0 1 2,          0 0 0, 15  2 14      , 14  1 13      ,0.0186,0.06,-0.02957,0,0.386426499,0.06,0,0,0,1,0,0,0.235,0.06,-0.02957,0,0.313333333,0.06,0,0,0,1,0,0,0
12385892,1,1,9229.8957,2.26E-29,0.003854,2733.9626,39,39,2733.9626,          0 0 3,          0 1 0,  6  6  0      ,  6  6  1      ,0.0457,0.5,-0.03075,0,0.20554601,0.5,0,0,0,1,0,0,0.371,0.5,-0.03075,0,0.166666667,0.5,0,0,0,1,0,0,0
12385893,1,1,9230.064604,4.05E-28,0.004842,2321.9057,75,69,2321.9057,          1 3 0,          0 0 0, 12  8  5      , 11  7  4      ,0.0381,0.39,-0.02288,0,0.250766132,0.39,0,0,0,1,0,0,0.281,0.39,-0.02288,0,0.203333333,0.39,0,0,0,1,0,0,0
11187254,1,4,9230.086546,8.66E-29,0.0007703,308.6157,90,78,308.6157,          0 7 0,          0 0 0,  7  1  7      ,  6  1  6      ,0.0845,0.79,-0.009557,0,0.084519182,0.79,0,0,0,1,0,0,0.407,0.79,-0.009557,0,0.07,0.79,0,0,0,1,0,0,0
11187256,1,3,9230.135913,1.26E-28,0.01176,814.6106,102,90,814.6106,          1 1 1,          0 0 0,  8  5  4      ,  7  3  5      ,0.0674,0.6,-0.00858,0,0.160995493,0.6,0,0,0,1,0,0,0.339,0.6,-0.00858,0,0.133333333,0.6,0,0,0,1,0,0,0
