Actual Point Number,Total Frequency /MHz,Detuning (MHz),Total Frequency (Detuning),Mean tau/us,Corrected Tau (us),tau std. dev./us,tau rel. std. dev./%,Alpha - Uncorrected,Alpha - Corrected,Cavity Temperature Side 2 /C,Cavity Pressure /Torr,,aaaa
19,9352.71426,,,-1.51E-08,,,,-15100.5,-1.51005,34,5.56567,,2.92E-04
20,9352.71988,,,-1.37E-08,,,,-13713.6,-1.37136,34,5.56567,,1.26E-05
21,9352.72487,,,-8.71E-09,,,,-8711.72,-0.871172,34,5.56567,,9.89E-05
22,9352.72967,,,-2.04E-09,,,,-2038.48,-0.203848,34,5.56567,,4.35E-04
23,9352.73513,,,4.27E-09,,,,4268.57,0.426857,34,5.56567,,1.54E-04
24,9352.74018,,,8.25E-09,,,,8251.87,0.825187,34,5.56567,,8.39E-05
25,9352.74557,,,9.41E-09,,,,9409.61,0.940961,34,5.56567,,1.29E-04
26,9352.7501,,,8.34E-09,,,,8337,0.8337,34,5.56567,,4.21E-04
27,9352.75595,,,5.67E-09,,,,5673.36,0.567336,34,5.56567,,9.22E-05
28,9352.76076,,,2.07E-09,,,,2072.81,0.207281,34,5.56567,,2.00E-04
29,9352.76602,,,-1.64E-09,,,,-1637.87,-0.163787,34,5.56567,,5.97E-06
30,9352.77155,,,-4.46E-09,,,,-4461.78,-0.446178,34,5.56567,,2.08E-04
31,9352.77689,,,-5.40E-09,,,,-5399.04,-0.539904,34,5.56567,,-5.35E-05
32,9352.78238,,,-3.49E-09,,,,-3485.01,-0.348501,34,5.56567,,-1.03E-05
33,9352.78746,,,1.04E-09,,,,1039.19,0.103919,34,5.56567,,8.05E-05
34,9352.7933,,,6.48E-09,,,,6481.95,0.648195,34,5.56567,,-3.43E-05
35,9352.79851,,,1.11E-08,,,,11051.2,1.10512,34,5.56567,,4.59E-05
36,9352.80379,,,1.29E-08,,,,12945.4,1.29454,34,5.56567,,1.59E-04
37,9352.80946,,,1.14E-08,,,,11369.3,1.13693,34,5.56567,,1.08E-04
38,9352.81505,,,7.62E-09,,,,7623.86,0.762386,34,5.56567,,-5.86E-06
39,9352.82042,,,3.27E-09,,,,3268.95,0.326895,34,5.56567,,2.69E-04
40,9352.82638,,,-1.46E-10,,,,-146.187,-0.0146187,34,5.56567,,7.61E-05
41,9352.83189,,,-1.54E-09,,,,-1540.34,-0.154034,34,5.56567,,-7.21E-05
42,9352.83743,,,-1.23E-09,,,,-1230.79,-0.123079,34,5.56567,,1.43E-04
43,9352.84308,,,2.04E-10,,,,203.66,0.020366,34,5.56567,,2.04E-04
44,9352.84864,,,2.19E-09,,,,2185.08,0.218508,34,5.56567,,4.91E-04
45,9352.85386,,,4.13E-09,,,,4133.99,0.413399,34,5.56567,,2.45E-04
46,9352.8598,,,5.58E-09,,,,5582.47,0.558247,34,5.56567,,-8.41E-05
47,9352.86529,,,6.41E-09,,,,6411.11,0.641111,34,5.56567,,8.59E-05
48,9352.87094,,,6.57E-09,,,,6566.96,0.656696,34,5.56567,,1.49E-04
49,9352.87688,,,6.00E-09,,,,5997.75,0.599775,34,5.56567,,1.07E-04
50,9352.88225,,,4.68E-09,,,,4683.96,0.468396,34,5.56567,,8.17E-06
51,9352.88832,,,2.94E-09,,,,2935.32,0.293532,34,5.56567,,1.17E-04
52,9352.89378,,,1.25E-09,,,,1254.06,0.125406,34,5.56567,,1.55E-04
53,9352.89972,,,1.43E-10,,,,143.247,0.0143247,34,5.56567,,3.24E-04
54,9352.90548,,,1.05E-10,,,,105.136,0.0105136,34,5.56567,,1.54E-04
55,9352.91161,,,1.62E-09,,,,1620.55,0.162055,34,5.56567,,2.75E-05
56,9352.91719,,,4.59E-09,,,,4586.51,0.458651,34,5.56567,,7.89E-05
57,9352.92328,,,8.28E-09,,,,8276.78,0.827678,34,5.56567,,7.06E-05
58,9352.92858,,,1.19E-08,,,,11931,1.1931,34,5.56567,,1.09E-04
59,9352.93485,,,1.48E-08,,,,14783.2,1.47832,34,5.56567,,3.14E-04
60,9352.94045,,,1.62E-08,,,,16176.9,1.61769,34,5.56567,,3.35E-04
61,9352.94649,,,1.61E-08,,,,16148.1,1.61481,34,5.56567,,5.78E-04
62,9352.95225,,,1.50E-08,,,,14997.1,1.49971,34,5.56567,,6.65E-04
63,9352.95818,,,1.30E-08,,,,13025.9,1.30259,34,5.56567,,2.69E-04
64,9352.96408,,,1.05E-08,,,,10537.2,1.05372,34,5.56567,,4.12E-04
65,9352.97007,,,7.84E-09,,,,7836.55,0.783655,34,5.56567,,4.55E-04
66,9352.97606,,,5.25E-09,,,,5247.46,0.524746,34,5.56567,,4.39E-04
67,9352.98182,,,3.10E-09,,,,3102.42,0.310242,34,5.56567,,5.61E-04
68,9352.98708,,,1.74E-09,,,,1736.97,0.173697,34,5.56567,,6.39E-04
69,9352.99349,,,1.49E-09,,,,1485.31,0.148531,34,5.56567,,7.67E-04
70,9352.99933,,,2.39E-09,,,,2385.05,0.238505,34,5.56567,,5.84E-04
71,9353.00531,,,3.85E-09,,,,3846.86,0.384686,34,5.56567,,9.28E-04
72,9353.01112,,,5.20E-09,,,,5200.14,0.520014,34,5.56567,,9.77E-04
73,9353.01693,,,5.77E-09,,,,5771.68,0.577168,34,5.56567,,0.001365
74,9353.02331,,,4.89E-09,,,,4892.03,0.489203,34,5.56567,,0.001481
75,9353.02935,,,2.41E-09,,,,2409.44,0.240944,34,5.56567,,0.002489
76,9353.03528,,,-8.67E-10,,,,-867.437,-0.0867437,34,5.56567,,0.003779
77,9353.04151,,,-4.03E-09,,,,-4028.21,-0.402821,34,5.56567,,0.007417
78,9353.04752,,,-6.17E-09,,,,-6169.61,-0.616961,34,5.56567,,0.015923
79,9353.05409,,,-6.39E-09,,,,-6393.67,-0.639367,34,5.56567,,0.036222
80,9353.06058,,,-4.25E-09,,,,-4245.88,-0.424588,34,5.56567,,0.073785
81,9353.06675,,,-5.16E-10,,,,-516.483,-0.0516483,34,5.56567,,0.127056
82,9353.0719,,,3.78E-09,,,,3784.82,0.378482,34,5.56567,,0.17397
83,9353.07731,,,7.64E-09,,,,7640.02,0.764002,34,5.56567,,0.189063
84,9353.08489,,,1.00E-08,,,,10023.1,1.00231,34,5.56567,,0.160041
85,9353.09101,,,1.03E-08,,,,10297.4,1.02974,34,5.56567,,0.10771
86,9353.09704,,,8.98E-09,,,,8976.15,0.897615,34,5.56567,,0.057787
87,9353.10356,,,6.78E-09,,,,6783.67,0.678367,34,5.56567,,0.027396
88,9353.10958,,,4.44E-09,,,,4443.77,0.444377,34,5.56567,,0.012396
89,9353.11591,,,2.68E-09,,,,2677.63,0.267763,34,5.56567,,0.006842
90,9353.12205,,,2.20E-09,,,,2200.52,0.220052,34,5.56567,,0.005277
91,9353.12785,,,3.32E-09,,,,3319.33,0.331933,34,5.56567,,0.005147
92,9353.13404,,,5.58E-09,,,,5575.17,0.557517,34,5.56567,,0.004822
93,9353.14082,,,8.42E-09,,,,8424.5,0.84245,34,5.56567,,0.00397
94,9353.14615,,,1.13E-08,,,,11321.6,1.13216,34,5.56567,,0.002914
95,9353.15333,,,1.37E-08,,,,13718,1.3718,34,5.56567,,0.001696
96,9353.15921,,,1.51E-08,,,,15124.2,1.51242,34,5.56567,,0.001165
97,9353.16521,,,1.55E-08,,,,15523.1,1.55231,34,5.56567,,8.40E-04
98,9353.1714,,,1.51E-08,,,,15117.1,1.51171,34,5.56567,,6.38E-04
99,9353.17779,,,1.41E-08,,,,14102.5,1.41025,34,5.56567,,5.67E-04
100,9353.18342,,,1.27E-08,,,,12665.1,1.26651,34,5.56567,,6.19E-04
101,9353.18995,,,1.10E-08,,,,10995.4,1.09954,34,5.56567,,6.44E-04
102,9353.19644,,,9.41E-09,,,,9413.78,0.941378,34,5.56567,,7.85E-04
103,9353.20242,,,8.37E-09,,,,8368.91,0.836891,34,5.56567,,0.001205
104,9353.20908,,,8.31E-09,,,,8313.67,0.831367,34,5.56567,,0.001688
105,9353.21582,,,9.68E-09,,,,9677.25,0.967725,34,5.56567,,0.002152
106,9353.22179,,,1.23E-08,,,,12322.9,1.23229,34,5.56567,,0.002755
107,9353.22774,,,1.55E-08,,,,15542.5,1.55425,34,5.56567,,0.003296
108,9353.23367,,,1.86E-08,,,,18599.7,1.85997,34,5.56567,,0.003186
109,9353.24089,,,2.08E-08,,,,20762.4,2.07624,34,5.56567,,0.002423
110,9353.24749,,,2.13E-08,,,,21317.5,2.13175,34,5.56567,,0.001421
111,9353.25368,,,1.99E-08,,,,19853.1,1.98531,34,5.56567,,8.78E-04
112,9353.25837,,,1.71E-08,,,,17067.7,1.70677,34,5.56567,,3.99E-04
113,9353.26476,,,1.39E-08,,,,13916.5,1.39165,34,5.56567,,9.68E-05
114,9353.27115,,,1.14E-08,,,,11350.3,1.13503,34,5.56567,,1.99E-04
115,9353.2785,,,1.03E-08,,,,10316.2,1.03162,34,5.56567,,4.05E-04
116,9353.284,,,1.17E-08,,,,11691.7,1.16917,34,5.56567,,9.87E-05
117,9353.29073,,,1.53E-08,,,,15338.4,1.53384,34,5.56567,,2.08E-04
118,9353.29759,,,2.04E-08,,,,20350.5,2.03505,34,5.56567,,2.31E-04
119,9353.30335,,,2.58E-08,,,,25796.9,2.57969,34,5.56567,,2.65E-04
120,9353.31018,,,3.07E-08,,,,30726,3.0726,34,5.56567,,2.35E-04
121,9353.31744,,,3.42E-08,,,,34169.9,3.41699,34,5.56567,,2.88E-04
122,9353.32347,,,3.52E-08,,,,35182.9,3.51829,34,5.56567,,4.22E-04
123,9353.32965,,,3.36E-08,,,,33601.8,3.36018,34,5.56567,,2.14E-04
124,9353.33567,,,3.01E-08,,,,30146.6,3.01466,34,5.56567,,7.54E-05
125,9353.34199,,,2.56E-08,,,,25585.9,2.55859,34,5.56567,,1.70E-04
126,9353.34864,,,2.07E-08,,,,20684.7,2.06847,34,5.56567,,2.06E-04
127,9353.3551,,,1.62E-08,,,,16201.7,1.62017,34,5.56567,,1.53E-04
128,9353.36176,,,1.29E-08,,,,12887.7,1.28877,34,5.56567,,2.40E-04
129,9353.36781,,,1.12E-08,,,,11170.8,1.11708,34,5.56567,,2.88E-04
130,9353.37421,,,1.08E-08,,,,10810.9,1.08109,34,5.56567,,6.84E-05
131,9353.3809,,,1.15E-08,,,,11485.9,1.14859,34,5.56567,,3.26E-05
132,9353.38707,,,1.29E-08,,,,12875.1,1.28751,34,5.56567,,-2.16E-04
133,9353.39308,,,1.47E-08,,,,14657.7,1.46577,34,5.56567,,9.75E-05
134,9353.39951,,,1.65E-08,,,,16512.1,1.65121,34,5.56567,,-3.30E-05
135,9353.40618,,,1.81E-08,,,,18123.6,1.81236,34,5.56567,,9.87E-05
136,9353.41218,,,1.93E-08,,,,19319.6,1.93196,34,5.56567,,3.69E-05
137,9353.41893,,,2.00E-08,,,,20046.5,2.00465,34,5.56567,,4.89E-05
138,9353.42532,,,2.03E-08,,,,20254.7,2.02547,34,5.56567,,7.99E-05
139,9353.43195,,,1.99E-08,,,,19895,1.9895,34,5.56567,,-3.60E-05
140,9353.43844,,,1.89E-08,,,,18918.4,1.89184,34,5.56567,,9.52E-05
141,9353.44529,,,1.73E-08,,,,17280.1,1.72801,34,5.56567,,-9.49E-05
142,9353.45129,,,1.50E-08,,,,14964.9,1.49649,34,5.56567,,-1.79E-04
143,9353.45724,,,1.22E-08,,,,12174.3,1.21743,34,5.56567,,-1.62E-04
144,9353.46382,,,9.24E-09,,,,9244.89,0.924489,34,5.56567,,-4.35E-05
145,9353.47037,,,6.51E-09,,,,6514.35,0.651435,34,5.56567,,-6.23E-05
146,9353.47648,,,4.32E-09,,,,4319.06,0.431906,34,5.56567,,5.00E-05
147,9353.48293,,,2.99E-09,,,,2994.9,0.29949,34,5.56567,,-1.59E-04
148,9353.48917,,,2.88E-09,,,,2878.38,0.287838,34,5.56567,,-1.15E-04
149,9353.49613,,,4.20E-09,,,,4200.83,0.420083,34,5.56567,,-2.65E-04
150,9353.50269,,,6.60E-09,,,,6601.27,0.660127,34,5.56567,,-2.48E-04
151,9353.50907,,,9.51E-09,,,,9513.07,0.951307,34,5.56567,,-4.24E-05
152,9353.51527,,,1.24E-08,,,,12365.9,1.23659,34,5.56567,,8.15E-05
153,9353.52198,,,1.46E-08,,,,14585.5,1.45855,34,5.56567,,4.18E-05
154,9353.52784,,,1.56E-08,,,,15594.6,1.55946,34,5.56567,,-5.10E-05
155,9353.53431,,,1.50E-08,,,,14951.4,1.49514,34,5.56567,,-1.11E-04
156,9353.54024,,,1.30E-08,,,,13047.9,1.30479,34,5.56567,,-7.12E-05
157,9353.54657,,,1.06E-08,,,,10592.9,1.05929,34,5.56567,,-3.12E-04
158,9353.55328,,,8.29E-09,,,,8293.97,0.829397,34,5.56567,,-2.48E-04
159,9353.55963,,,6.86E-09,,,,6855.95,0.685595,34,5.56567,,3.37E-05
160,9353.56594,,,6.98E-09,,,,6982.29,0.698229,34,5.56567,,-7.84E-05
161,9353.57234,,,9.30E-09,,,,9300.82,0.930082,34,5.56567,,-1.05E-04
162,9353.57886,,,1.35E-08,,,,13534.5,1.35345,34,5.56567,,-3.06E-04
163,9353.58514,,,1.88E-08,,,,18806.4,1.88064,34,5.56567,,-2.03E-04
164,9353.59161,,,2.42E-08,,,,24199.2,2.41992,34,5.56567,,-6.30E-05
165,9353.59805,,,2.88E-08,,,,28784.1,2.87841,34,5.56567,,2.05E-05
166,9353.6043,,,3.16E-08,,,,31626.4,3.16264,34,5.56567,,7.26E-05
167,9353.61063,,,3.21E-08,,,,32089,3.2089,34,5.56567,,2.68E-04
