Actual Point Number,Total Frequency /MHz,Detuning (MHz),Total Frequency (Detuning),Mean tau/us,Corrected Tau (us),tau std. dev./us,tau rel. std. dev./%,Alpha - Uncorrected,Alpha - Corrected,Cavity Temperature Side 2 /C,Cavity Pressure /Torr,,aaaa
70,9352.49152,,,2.39E-09,,,,2385.05,0.238505,34,14.3461,,0.001867
71,9352.49787,,,3.85E-09,,,,3846.86,0.384686,34,14.3461,,0.002058
72,9352.50453,,,5.20E-09,,,,5200.14,0.520014,34,14.3461,,0.002155
73,9352.511,,,5.77E-09,,,,5771.68,0.577168,34,14.3461,,0.002064
74,9352.51739,,,4.89E-09,,,,4892.03,0.489203,34,14.3461,,0.002253
75,9352.52416,,,2.41E-09,,,,2409.44,0.240944,34,14.3461,,0.002007
76,9352.53026,,,-8.67E-10,,,,-867.437,-0.0867437,34,14.3461,,0.002198
77,9352.53678,,,-4.03E-09,,,,-4028.21,-0.402821,34,14.3461,,0.00188
78,9352.54337,,,-6.17E-09,,,,-6169.61,-0.616961,34,14.3461,,0.002003
79,9352.55026,,,-6.39E-09,,,,-6393.67,-0.639367,34,14.3461,,0.001579
80,9352.55642,,,-4.25E-09,,,,-4245.88,-0.424588,34,14.3461,,0.001976
81,9352.56282,,,-5.16E-10,,,,-516.483,-0.0516483,34,14.3461,,0.00161
82,9352.56959,,,3.78E-09,,,,3784.82,0.378482,34,14.3461,,0.001804
83,9352.57602,,,7.64E-09,,,,7640.02,0.764002,34,14.3461,,0.001968
84,9352.58274,,,1.00E-08,,,,10023.1,1.00231,34,14.3461,,0.002085
85,9352.58904,,,1.03E-08,,,,10297.4,1.02974,34,14.3461,,0.001823
86,9352.59542,,,8.98E-09,,,,8976.15,0.897615,34,14.3461,,0.001663
87,9352.60163,,,6.78E-09,,,,6783.67,0.678367,34,14.3461,,0.001757
88,9352.6084,,,4.44E-09,,,,4443.77,0.444377,34,14.3461,,0.001707
89,9352.61483,,,2.68E-09,,,,2677.63,0.267763,34,14.3461,,0.001733
90,9352.62162,,,2.20E-09,,,,2200.52,0.220052,34,14.3461,,0.001686
91,9352.62779,,,3.32E-09,,,,3319.33,0.331933,34,14.3461,,0.001592
92,9352.63451,,,5.58E-09,,,,5575.17,0.557517,34,14.3461,,0.001737
93,9352.64063,,,8.42E-09,,,,8424.5,0.84245,34,14.3461,,0.001755
94,9352.6473,,,1.13E-08,,,,11321.6,1.13216,34,14.3461,,0.001891
95,9352.65388,,,1.37E-08,,,,13718,1.3718,34,14.3461,,0.002085
96,9352.66041,,,1.51E-08,,,,15124.2,1.51242,34,14.3461,,0.00199
97,9352.66696,,,1.55E-08,,,,15523.1,1.55231,34,14.3461,,0.001843
98,9352.6729,,,1.51E-08,,,,15117.1,1.51171,34,14.3461,,0.001794
99,9352.6799,,,1.41E-08,,,,14102.5,1.41025,34,14.3461,,0.001953
100,9352.68637,,,1.27E-08,,,,12665.1,1.26651,34,14.3461,,0.001878
101,9352.69303,,,1.10E-08,,,,10995.4,1.09954,34,14.3461,,0.00197
102,9352.69942,,,9.41E-09,,,,9413.78,0.941378,34,14.3461,,0.002045
103,9352.70602,,,8.37E-09,,,,8368.91,0.836891,34,14.3461,,0.002053
104,9352.71239,,,8.31E-09,,,,8313.67,0.831367,34,14.3461,,0.00194
105,9352.71894,,,9.68E-09,,,,9677.25,0.967725,34,14.3461,,0.001922
106,9352.72519,,,1.23E-08,,,,12322.9,1.23229,34,14.3461,,0.001898
107,9352.73195,,,1.55E-08,,,,15542.5,1.55425,34,14.3461,,0.00221
108,9352.73782,,,1.86E-08,,,,18599.7,1.85997,34,14.3461,,0.002054
109,9352.74438,,,2.08E-08,,,,20762.4,2.07624,34,14.3461,,0.002041
110,9352.7511,,,2.13E-08,,,,21317.5,2.13175,34,14.3461,,0.00189
111,9352.75759,,,1.99E-08,,,,19853.1,1.98531,34,14.3461,,0.002105
112,9352.76398,,,1.71E-08,,,,17067.7,1.70677,34,14.3461,,0.001936
113,9352.7705,,,1.39E-08,,,,13916.5,1.39165,34,14.3461,,0.00212
114,9352.77693,,,1.14E-08,,,,11350.3,1.13503,34,14.3461,,0.002012
115,9352.78328,,,1.03E-08,,,,10316.2,1.03162,34,14.3461,,0.001785
116,9352.7898,,,1.17E-08,,,,11691.7,1.16917,34,14.3461,,0.001955
117,9352.79619,,,1.53E-08,,,,15338.4,1.53384,34,14.3461,,0.002111
118,9352.80261,,,2.04E-08,,,,20350.5,2.03505,34,14.3461,,0.001891
119,9352.80878,,,2.58E-08,,,,25796.9,2.57969,34,14.3461,,0.002016
120,9352.81519,,,3.07E-08,,,,30726,3.0726,34,14.3461,,0.002085
121,9352.82139,,,3.42E-08,,,,34169.9,3.41699,34,14.3461,,0.002109
122,9352.82847,,,3.52E-08,,,,35182.9,3.51829,34,14.3461,,0.002121
123,9352.83431,,,3.36E-08,,,,33601.8,3.36018,34,14.3461,,0.002163
124,9352.8408,,,3.01E-08,,,,30146.6,3.01466,34,14.3461,,0.002174
125,9352.84705,,,2.56E-08,,,,25585.9,2.55859,34,14.3461,,0.002041
126,9352.85325,,,2.07E-08,,,,20684.7,2.06847,34,14.3461,,0.001965
127,9352.85908,,,1.62E-08,,,,16201.7,1.62017,34,14.3461,,0.002083
128,9352.86526,,,1.29E-08,,,,12887.7,1.28877,34,14.3461,,0.002084
129,9352.86882,,,1.12E-08,,,,11170.8,1.11708,34,14.3461,,0.001586
130,9352.8734,,,1.08E-08,,,,10810.9,1.08109,34,14.3461,,0.002241
131,9352.87843,,,1.15E-08,,,,11485.9,1.14859,34,14.3461,,0.002383
132,9352.8835,,,1.29E-08,,,,12875.1,1.28751,34,14.3461,,0.002005
133,9352.88863,,,1.47E-08,,,,14657.7,1.46577,34,14.3461,,0.002417
134,9352.89371,,,1.65E-08,,,,16512.1,1.65121,34,14.3461,,0.001977
135,9352.89884,,,1.81E-08,,,,18123.6,1.81236,34,14.3461,,0.0023
136,9352.90374,,,1.93E-08,,,,19319.6,1.93196,34,14.3461,,0.002371
137,9352.90922,,,2.00E-08,,,,20046.5,2.00465,34,14.3461,,0.002577
138,9352.91407,,,2.03E-08,,,,20254.7,2.02547,34,14.3461,,0.002201
139,9352.91919,,,1.99E-08,,,,19895,1.9895,34,14.3461,,0.002501
140,9352.92448,,,1.89E-08,,,,18918.4,1.89184,34,14.3461,,0.002243
141,9352.9297,,,1.73E-08,,,,17280.1,1.72801,34,14.3461,,0.002541
142,9352.93493,,,1.50E-08,,,,14964.9,1.49649,34,14.3461,,0.002705
143,9352.94034,,,1.22E-08,,,,12174.3,1.21743,34,14.3461,,0.00257
144,9352.94559,,,9.24E-09,,,,9244.89,0.924489,34,14.3461,,0.002731
145,9352.95125,,,6.51E-09,,,,6514.35,0.651435,34,14.3461,,0.003222
146,9352.95664,,,4.32E-09,,,,4319.06,0.431906,34,14.3461,,0.003546
147,9352.9617,,,2.99E-09,,,,2994.9,0.29949,34,14.3461,,0.003611
148,9352.96708,,,2.88E-09,,,,2878.38,0.287838,34,14.3461,,0.003773
149,9352.97268,,,4.20E-09,,,,4200.83,0.420083,34,14.3461,,0.00414
150,9352.97802,,,6.60E-09,,,,6601.27,0.660127,34,14.3461,,0.004483
151,9352.98354,,,9.51E-09,,,,9513.07,0.951307,34,14.3461,,0.004756
152,9352.98914,,,1.24E-08,,,,12365.9,1.23659,34,14.3461,,0.005223
153,9352.99456,,,1.46E-08,,,,14585.5,1.45855,34,14.3461,,0.005839
154,9353.00011,,,1.56E-08,,,,15594.6,1.55946,34,14.3461,,0.006789
155,9353.00564,,,1.50E-08,,,,14951.4,1.49514,34,14.3461,,0.007261
156,9353.01132,,,1.30E-08,,,,13047.9,1.30479,34,14.3461,,0.00852
157,9353.01702,,,1.06E-08,,,,10592.9,1.05929,34,14.3461,,0.009914
158,9353.0227,,,8.29E-09,,,,8293.97,0.829397,34,14.3461,,0.011931
159,9353.02838,,,6.86E-09,,,,6855.95,0.685595,34,14.3461,,0.015889
160,9353.03387,,,6.98E-09,,,,6982.29,0.698229,34,14.3461,,0.021012
161,9353.03971,,,9.30E-09,,,,9300.82,0.930082,34,14.3461,,0.030667
162,9353.04542,,,1.35E-08,,,,13534.5,1.35345,34,14.3461,,0.049784
163,9353.05096,,,1.88E-08,,,,18806.4,1.88064,34,14.3461,,0.083698
164,9353.05692,,,2.42E-08,,,,24199.2,2.41992,34,14.3461,,0.144206
165,9353.06249,,,2.88E-08,,,,28784.1,2.87841,34,14.3461,,0.232994
166,9353.06828,,,3.16E-08,,,,31626.4,3.16264,34,14.3461,,0.333239
167,9353.0742,,,3.21E-08,,,,32089,3.2089,34,14.3461,,0.404525
168,9353.08013,,,3.08E-08,,,,30763.7,3.07637,34,14.3461,,0.404228
169,9353.08581,,,2.86E-08,,,,28558.7,2.85587,34,14.3461,,0.334717
170,9353.09185,,,2.64E-08,,,,26379,2.6379,34,14.3461,,0.233063
171,9353.0978,,,2.51E-08,,,,25124.1,2.51241,34,14.3461,,0.141844
172,9353.10314,,,2.57E-08,,,,25684.8,2.56848,34,14.3461,,0.08163
173,9353.10918,,,2.84E-08,,,,28388.5,2.83885,34,14.3461,,0.049775
174,9353.11538,,,3.26E-08,,,,32553.5,3.25535,34,14.3461,,0.032687
175,9353.12121,,,3.74E-08,,,,37413.5,3.74135,34,14.3461,,0.024782
176,9353.12669,,,4.22E-08,,,,42202.3,4.22023,34,14.3461,,0.020763
177,9353.13308,,,4.61E-08,,,,46146.9,4.61469,34,14.3461,,0.017901
178,9353.13904,,,4.85E-08,,,,48493.2,4.84932,34,14.3461,,0.014945
179,9353.14504,,,4.91E-08,,,,49123.7,4.91237,34,14.3461,,0.012347
180,9353.15085,,,4.86E-08,,,,48608.3,4.86083,34,14.3461,,0.009588
181,9353.1571,,,4.76E-08,,,,47552.7,4.75527,34,14.3461,,0.008225
182,9353.16313,,,4.66E-08,,,,46562.4,4.65624,34,14.3461,,0.006813
183,9353.16908,,,4.62E-08,,,,46242.2,4.62422,34,14.3461,,0.005737
184,9353.175,,,4.70E-08,,,,47024.8,4.70248,34,14.3461,,0.005182
185,9353.18137,,,4.88E-08,,,,48782,4.8782,34,14.3461,,0.004851
186,9353.18735,,,5.13E-08,,,,51271.9,5.12719,34,14.3461,,0.004708
187,9353.1934,,,5.43E-08,,,,54251.9,5.42519,34,14.3461,,0.005044
188,9353.19923,,,5.75E-08,,,,57478.6,5.74786,34,14.3461,,0.005662
189,9353.20528,,,6.07E-08,,,,60717.5,6.07175,34,14.3461,,0.006079
190,9353.2117,,,6.39E-08,,,,63857.3,6.38573,34,14.3461,,0.0068
191,9353.21763,,,6.69E-08,,,,66864.8,6.68648,34,14.3461,,0.007995
192,9353.22392,,,6.97E-08,,,,69707.7,6.97077,34,14.3461,,0.008793
193,9353.23014,,,7.24E-08,,,,72353.7,7.23537,34,14.3461,,0.008944
194,9353.23596,,,7.48E-08,,,,74773.5,7.47735,34,14.3461,,0.008176
195,9353.24225,,,7.71E-08,,,,77063.6,7.70636,34,14.3461,,0.00683
196,9353.24858,,,7.95E-08,,,,79484.3,7.94843,34,14.3461,,0.005334
197,9353.2548,,,8.23E-08,,,,82311.3,8.23113,34,14.3461,,0.004072
198,9353.26119,,,8.58E-08,,,,85822.6,8.58226,34,14.3461,,0.003508
199,9353.26713,,,9.03E-08,,,,90298.7,9.02987,34,14.3461,,0.003098
200,9353.27336,,,9.60E-08,,,,95957.8,9.59578,34,14.3461,,0.002633
201,9353.27971,,,1.03E-07,,,,102679,10.2679,34,14.3461,,0.002357
202,9353.28592,,,1.10E-07,,,,110229,11.0229,34,14.3461,,0.00237
203,9353.2922,,,1.18E-07,,,,118374,11.8374,34,14.3461,,0.002198
204,9353.29779,,,1.27E-07,,,,126873,12.6873,34,14.3461,,0.00214
205,9353.30441,,,1.36E-07,,,,135529,13.5529,34,14.3461,,0.002059
206,9353.31095,,,1.45E-07,,,,144671,14.4671,34,14.3461,,0.002127
207,9353.31733,,,1.55E-07,,,,154978,15.4978,34,14.3461,,0.001966
208,9353.32348,,,1.67E-07,,,,167123,16.7123,34,14.3461,,0.001803
209,9353.32998,,,1.82E-07,,,,181793,18.1793,34,14.3461,,0.001891
210,9353.33593,,,2.00E-07,,,,199689,19.9689,34,14.3461,,0.002098
211,9353.34234,,,2.21E-07,,,,221278,22.1278,34,14.3461,,0.001885
212,9353.34878,,,2.47E-07,,,,246752,24.6752,34,14.3461,,0.00194
213,9353.35514,,,2.76E-07,,,,276317,27.6317,34,14.3461,,0.001876
214,9353.36137,,,3.10E-07,,,,310204,31.0204,34,14.3461,,0.001757
215,9353.36756,,,3.49E-07,,,,348680,34.868,34,14.3461,,0.001712
216,9353.37408,,,3.92E-07,,,,391759,39.1759,34,14.3461,,0.001604
217,9353.38029,,,4.39E-07,,,,438807,43.8807,34,14.3461,,0.00157
218,9353.38652,,,4.89E-07,,,,489058,48.9058,34,14.3461,,0.001434
219,9353.39317,,,5.42E-07,,,,541680,54.168,34,14.3461,,0.00157
220,9353.39851,,,5.96E-07,,,,595780,59.578,34,14.3461,,0.001502
221,9353.40594,,,6.51E-07,,,,650709,65.0709,34,14.3461,,0.001533
222,9353.41203,,,7.08E-07,,,,708085,70.8085,34,14.3461,,0.001644
223,9353.41873,,,7.71E-07,,,,770748,77.0748,34,14.3461,,0.001639
224,9353.42499,,,8.42E-07,,,,841857,84.1857,34,14.3461,,0.001468
225,9353.43131,,,9.25E-07,,,,924987,92.4987,34,14.3461,,0.001388
226,9353.43766,,,1.02E-06,,,,1024290,102.429,34,14.3461,,0.001518
227,9353.44431,,,1.14E-06,,,,1144730,114.473,34,14.3461,,0.001432
228,9353.4505,,,1.29E-06,,,,1292240,129.224,34,14.3461,,0.001617
229,9353.45704,,,1.47E-06,,,,1468950,146.895,34,14.3461,,0.001517
230,9353.46383,,,1.67E-06,,,,1671710,167.171,34,14.3461,,0.001472
231,9353.46987,,,1.90E-06,,,,1895870,189.587,34,14.3461,,0.001325
232,9353.4764,,,2.13E-06,,,,2134750,213.475,34,14.3461,,0.001298
233,9353.48304,,,2.38E-06,,,,2378960,237.896,34,14.3461,,0.001195
234,9353.48965,,,2.62E-06,,,,2618800,261.88,34,14.3461,,0.001428
235,9353.49552,,,2.85E-06,,,,2848330,284.833,34,14.3461,,0.001278
236,9353.50206,,,3.06E-06,,,,3061400,306.14,34,14.3461,,0.001181
237,9353.50846,,,3.25E-06,,,,3251280,325.128,34,14.3461,,0.001211
238,9353.51502,,,3.41E-06,,,,3410860,341.086,34,14.3461,,0.001249
239,9353.52102,,,3.53E-06,,,,3533220,353.322,34,14.3461,,0.001184
240,9353.52693,,,3.61E-06,,,,3613720,361.372,34,14.3461,,0.00144
241,9353.53423,,,3.65E-06,,,,3650700,365.07,34,14.3461,,0.001363
242,9353.54089,,,3.64E-06,,,,3644100,364.41,34,14.3461,,0.001221
243,9353.54695,,,3.60E-06,,,,3595380,359.538,34,14.3461,,0.001259
244,9353.55377,,,3.51E-06,,,,3507320,350.732,34,14.3461,,0.00126
245,9353.56,,,3.38E-06,,,,3383450,338.345,34,14.3461,,0.00144
246,9353.56653,,,3.23E-06,,,,3227370,322.737,34,14.3461,,0.001495
247,9353.57311,,,3.04E-06,,,,3043290,304.329,34,14.3461,,0.001528
248,9353.57965,,,2.84E-06,,,,2835820,283.582,34,14.3461,,0.001331
249,9353.58625,,,2.61E-06,,,,2609760,260.976,34,14.3461,,0.001704
250,9353.59258,,,2.37E-06,,,,2369880,236.988,34,14.3461,,0.001649
251,9353.59935,,,2.12E-06,,,,2123910,212.391,34,14.3461,,0.001432
252,9353.60577,,,1.88E-06,,,,1883670,188.367,34,14.3461,,0.001736
253,9353.61226,,,1.66E-06,,,,1658390,165.839,34,14.3461,,0.001671
254,9353.61864,,,1.45E-06,,,,1454590,145.459,34,14.3461,,0.002029
255,9353.62539,,,1.28E-06,,,,1276780,127.678,34,14.3461,,0.002059
256,9353.63201,,,1.13E-06,,,,1127190,112.719,34,14.3461,,0.002436
257,9353.63802,,,1.00E-06,,,,1001740,100.174,34,14.3461,,0.002879
258,9353.64447,,,8.95E-07,,,,895114,89.5114,34,14.3461,,0.003184
259,9353.65131,,,8.03E-07,,,,802997,80.2997,34,14.3461,,0.003056
260,9353.65762,,,7.22E-07,,,,721780,72.178,34,14.3461,,0.002888
261,9353.66434,,,6.48E-07,,,,648371,64.8371,34,14.3461,,0.002992
262,9353.67069,,,5.80E-07,,,,580387,58.0387,34,14.3461,,0.003029
263,9353.67742,,,5.18E-07,,,,517530,51.753,34,14.3461,,0.00298
264,9353.68401,,,4.60E-07,,,,460187,46.0187,34,14.3461,,0.003121
265,9353.69055,,,4.09E-07,,,,408717,40.8717,34,14.3461,,0.002848
266,9353.69685,,,3.63E-07,,,,363462,36.3462,34,14.3461,,0.002327
267,9353.70364,,,3.25E-07,,,,324760,32.476,34,14.3461,,0.002247
268,9353.71004,,,2.93E-07,,,,292512,29.2512,34,14.3461,,0.002259
269,9353.7167,,,2.66E-07,,,,265682,26.5682,34,14.3461,,0.001973
270,9353.72327,,,2.43E-07,,,,243194,24.3194,34,14.3461,,0.002014
271,9353.72972,,,2.24E-07,,,,224044,22.4044,34,14.3461,,0.001789
272,9353.73605,,,2.07E-07,,,,207280,20.728,34,14.3461,,0.001799
273,9353.7428,,,1.92E-07,,,,192017,19.2017,34,14.3461,,0.001617
274,9353.74922,,,1.78E-07,,,,177567,17.7567,34,14.3461,,0.001751
275,9353.75563,,,1.64E-07,,,,163866,16.3866,34,14.3461,,0.001645
276,9353.76218,,,1.51E-07,,,,150994,15.0994,34,14.3461,,0.001704
277,9353.76879,,,1.39E-07,,,,139030,13.903,34,14.3461,,0.001795
278,9353.77553,,,1.28E-07,,,,128053,12.8053,34,14.3461,,0.001691
279,9353.78158,,,1.18E-07,,,,118142,11.8142,34,14.3461,,0.001582
280,9353.78826,,,1.09E-07,,,,109347,10.9347,34,14.3461,,0.00169
281,9353.79475,,,1.02E-07,,,,101632,10.1632,34,14.3461,,0.00163
282,9353.80154,,,9.49E-08,,,,94940.6,9.49406,34,14.3461,,0.001629
283,9353.80781,,,8.92E-08,,,,89153.1,8.91531,34,14.3461,,0.001792
284,9353.81409,,,8.41E-08,,,,84133.5,8.41335,34,14.3461,,0.001644
285,9353.82108,,,7.97E-08,,,,79747,7.9747,34,14.3461,,0.001733
286,9353.8272,,,7.59E-08,,,,75853,7.5853,34,14.3461,,0.001652
287,9353.83369,,,7.23E-08,,,,72278.6,7.22786,34,14.3461,,0.001397
288,9353.84031,,,6.88E-08,,,,68840.9,6.88409,34,14.3461,,0.001444
289,9353.84695,,,6.54E-08,,,,65358.3,6.53583,34,14.3461,,0.001592
290,9353.85319,,,6.17E-08,,,,61650.5,6.16505,34,14.3461,,0.001655
291,9353.85975,,,5.75E-08,,,,57540.3,5.75403,34,14.3461,,0.001478
292,9353.86626,,,5.30E-08,,,,53027.2,5.30272,34,14.3461,,0.001566
293,9353.87252,,,4.84E-08,,,,48421.3,4.84213,34,14.3461,,0.001731
294,9353.87918,,,4.41E-08,,,,44062.5,4.40625,34,14.3461,,0.001845
295,9353.88559,,,4.03E-08,,,,40288.1,4.02881,34,14.3461,,0.002081
296,9353.89163,,,3.74E-08,,,,37434,3.7434,34,14.3461,,0.002162
297,9353.89803,,,3.58E-08,,,,35834.7,3.58347,34,14.3461,,0.002573
298,9353.90445,,,3.56E-08,,,,35556.3,3.55563,34,14.3461,,0.002601
299,9353.91123,,,3.60E-08,,,,36021.1,3.60211,34,14.3461,,0.002228
300,9353.91736,,,3.66E-08,,,,36557.1,3.65571,34,14.3461,,0.002015
301,9353.92394,,,3.65E-08,,,,36491.3,3.64913,34,14.3461,,0.001795
302,9353.93034,,,3.51E-08,,,,35149.9,3.51499,34,14.3461,,0.001773
303,9353.93674,,,3.19E-08,,,,31867.2,3.18672,34,14.3461,,0.001687
304,9353.94293,,,2.65E-08,,,,26529.7,2.65297,34,14.3461,,0.001734
305,9353.94971,,,2.01E-08,,,,20052,2.0052,34,14.3461,,0.002011
306,9353.95622,,,1.35E-08,,,,13454.2,1.34542,34,14.3461,,0.002356
307,9353.96213,,,7.75E-09,,,,7745.26,0.774526,34,14.3461,,0.00276
308,9353.96862,,,3.92E-09,,,,3924,0.3924,34,14.3461,,0.002833
309,9353.97507,,,2.89E-09,,,,2889.69,0.288969,34,14.3461,,0.003118
310,9353.98124,,,4.44E-09,,,,4438.44,0.443844,34,14.3461,,0.002692
311,9353.98772,,,7.65E-09,,,,7652.94,0.765294,34,14.3461,,0.002362
312,9353.9937,,,1.16E-08,,,,11564,1.1564,34,14.3461,,0.002139
313,9354.00051,,,1.52E-08,,,,15182.6,1.51826,34,14.3461,,0.001622
314,9354.00636,,,1.75E-08,,,,17514.8,1.75148,34,14.3461,,0.001657
315,9354.01234,,,1.76E-08,,,,17596.1,1.75961,34,14.3461,,0.001765
316,9354.01933,,,1.53E-08,,,,15342,1.5342,34,14.3461,,0.001798
